qid,docno,label
122,bulg20263_chunk010,2
124,dub-fran20263_chunk026,4
124,fran20264_chunk022,4
124,dub-fran20262_chunk025,4
124,dub-fran20262_chunk038,2
124,fran20264_chunk011,3
124,dub-fran20263_chunk015,3
124,dub-fran20262_chunk014,2
124,dub-belg20261_chunk018,4
124,dub-belg20262_chunk024,4
124,dub-belg20261_chunk014,4
124,dub-belg20262_chunk020,4
124,ugan202610_chunk016,2
124,dub-belg20261_chunk023,4
124,dub-belg20262_chunk029,4
124,ugan20262_chunk014,4
124,ugan202614_chunk017,2
124,dub-fran20263_chunk024,4
124,fran20264_chunk020,4
124,dub-belg20261_chunk016,4
124,dub-fran20263_chunk017,2
124,fran20264_chunk013,2
124,dub-fran20262_chunk016,2
124,dub-belg20262_chunk022,4
124,dub-fran20262_chunk023,2
124,fran20264_chunk008,2
124,dub-fran20262_chunk011,2
124,dub-fran20263_chunk012,2
124,dub-belg20261_chunk021,2
124,dub-belg20262_chunk027,2
124,syri20263_chunk007,4
124,syri20262_chunk012,4
124,stat20265_chunk018,2
124,dub-belg20261_chunk007,4
124,dub-belg20262_chunk013,4
124,dub-pole20262_chunk015,2
124,stat20265_chunk013,2
124,dub-belg20261_chunk025,2
124,dub-belg20262_chunk031,2
124,dub-fran20262_chunk015,2
124,dub-belg20261_chunk012,4
124,bulg20263_chunk011,2
124,fran20264_chunk014,4
124,dub-fran20262_chunk017,4
124,dub-fran20263_chunk018,4
124,dub-fran20263_chunk021,4
124,fran20264_chunk017,4
124,dub-fran20262_chunk020,4
124,dub-fran20262_chunk021,4
124,dub-fran20263_chunk016,2
124,fran20264_chunk012,2
124,dub-fran20262_chunk013,2
124,dub-fran20263_chunk022,4
124,fran20264_chunk018,4
124,fran20264_chunk010,2
124,keny20262_chunk022,2
124,bulg20263_chunk014,2
124,stat20265_chunk029,2
124,dub-belg20262_chunk018,4
124,bulg20263_chunk023,2
124,dub-fran20263_chunk014,2
124,stat20265_chunk022,2
124,stat202610_chunk016,1
124,dub-belg20262_chunk012,2
124,dub-belg20261_chunk006,4
124,dub-bulg20261_chunk017,2
124,syri20263_chunk040,2
124,syri20262_chunk045,2
124,syri20266_chunk045,2
124,syri202617_chunk032,1
124,came20262_chunk012,2
124,dub-pole20262_chunk005,4
124,dub-belg20262_chunk006,2
124,stat20265_chunk016,2
124,ukra20263_chunk025,4
124,syri20266_chunk025,2
124,syri20267_chunk025,2
124,syri20261_chunk009,1
124,syri20266_chunk012,1
124,syri20267_chunk012,1
124,syri20261_chunk022,2
124,syri20263_chunk020,2
124,syri20262_chunk025,2
124,ugan20262_chunk009,2
124,syri20266_chunk034,2
124,syri20267_chunk034,2
124,afgh202649_chunk019,4
124,syri20261_chunk042,2
124,syri20267_chunk045,2
124,kina20261_chunk036,1
124,rusl20262_chunk010,2
124,syri20261_chunk031,2
124,syri20263_chunk029,2
124,syri20262_chunk034,2
124,syri20264_chunk032,2
124,ugan202610_chunk011,4
124,erit20261_chunk036,2
124,rusl202635_chunk032,1
124,rusl202634_chunk031,1
124,ugan202610_chunk010,1
124,ugan20262_chunk008,1
129,rusl202634_chunk013,4
129,rusl202635_chunk014,4
129,rusl202629_chunk018,4
129,rusl20266_chunk017,4
129,ukra202610_chunk008,4
129,ukra202610_chunk007,4
129,ukra202610_chunk009,4
129,syri202617_chunk033,4
129,dub-fran20263_chunk023,2
129,fran20264_chunk019,2
129,dub-fran20262_chunk022,2
129,rusl202634_chunk022,1
129,rusl202635_chunk023,1
129,dub-fran20262_chunk031,2
129,syri20262_chunk012,2
129,syri20263_chunk059,1
129,syri20263_chunk007,2
129,syri20261_chunk024,2
129,syri20263_chunk022,2
129,syri20262_chunk027,2
129,bulg20263_chunk017,2
129,dub-bulg20261_chunk019,2
129,syri20266_chunk027,2
129,syri20267_chunk027,2
129,dub-nede20265_chunk013,2
129,syri20264_chunk024,2
129,bulg20263_chunk011,4
129,fran20264_chunk016,2
129,dub-fran20262_chunk019,2
129,dub-fran20262_chunk039,2
129,dub-belg20261_chunk023,2
129,dub-fran20263_chunk010,4
129,fran20264_chunk006,4
129,ukra20266_chunk017,4
129,dub-nede20264_chunk012,2
129,dub-nede20263_chunk014,2
129,dub-belg20262_chunk029,2
129,dub-fran20263_chunk020,2
129,dub-nede20264_chunk017,2
129,dub-fran20262_chunk041,4
129,dub-belg20261_chunk021,4
129,dub-belg20262_chunk027,4
129,dub-nede20262_chunk014,2
129,bulg20263_chunk030,2
129,dub-nede20261_chunk011,2
129,syri20261_chunk031,4
129,syri20263_chunk029,4
129,dub-fran20262_chunk009,4
129,syri202617_chunk032,1
129,soma20262_chunk013,2
129,bulg20263_chunk033,0
129,dub-nede20262_chunk019,2
129,dub-belg20261_chunk011,4
129,dub-belg20262_chunk017,4
129,dub-nede20263_chunk019,2
129,dub-nede20261_chunk016,2
129,dub-fran20263_chunk021,4
129,fran20264_chunk017,4
129,fran20264_chunk011,2
129,dub-fran20263_chunk015,2
129,bulg20263_chunk014,4
129,dub-bulg20262_chunk012,2
129,syri20262_chunk034,4
129,syri20266_chunk034,4
129,syri20267_chunk034,4
129,dub-fran20262_chunk023,2
129,dub-belg20261_chunk017,2
129,dub-belg20262_chunk023,2
129,dub-fran20263_chunk018,4
129,fran20264_chunk014,4
129,dub-fran20262_chunk017,4
129,fran20264_chunk020,2
129,dub-belg20261_chunk019,2
129,dub-belg20262_chunk025,2
129,syri20266_chunk012,1
129,syri20267_chunk012,1
129,dub-belg20262_chunk012,2
129,dub-fran20262_chunk038,2
129,dub-fran20262_chunk008,4
129,ugan202610_chunk011,4
129,dub-belg20261_chunk028,2
129,dub-belg20262_chunk034,2
129,bulg20263_chunk010,2
129,dub-belg20261_chunk020,2
129,dub-belg20262_chunk026,2
129,dub-bulg20261_chunk017,4
129,dub-fran20262_chunk040,2
129,ugan20262_chunk008,2
129,dub-fran20263_chunk024,2
129,dub-bulg20261_chunk013,2
129,fran20264_chunk010,2
129,dub-bulg20261_chunk021,2
129,dub-fran20263_chunk014,2
129,dub-fran20262_chunk020,4
129,dub-fran20262_chunk013,2
129,bulg20263_chunk016,2
129,ugan202610_chunk010,2
129,syri20261_chunk009,1
129,ugan20262_chunk009,2
129,paki20262_chunk011,4
131,dub-belg20261_chunk023,2
131,dub-belg20262_chunk029,2
131,afgh202649_chunk020,4
131,ukra202620_chunk029,4
131,ugan20262_chunk010,4
131,ukra20269_chunk016,4
131,syri20266_chunk002,4
131,syri20267_chunk002,4
131,afgh202649_chunk019,4
131,ugan202610_chunk001,4
131,dub-fran20262_chunk030,4
131,ugan202610_chunk012,4
131,dub-belg20261_chunk025,2
131,dub-belg20262_chunk031,2
131,dub-fran20262_chunk036,4
131,ukra202611_chunk016,2
131,ukra20264_chunk007,2
131,ukra20266_chunk018,1
131,syri20263_chunk063,2
131,syri20264_chunk028,2
131,dub-fran20262_chunk037,2
131,dub-fran20263_chunk011,2
131,fran20264_chunk007,2
131,syri20261_chunk041,2
131,syri20263_chunk039,2
131,syri20262_chunk044,2
131,syri20266_chunk044,2
131,syri20267_chunk044,2
131,rusl202634_chunk017,2
131,rusl202635_chunk018,2
131,rusl202629_chunk022,2
131,rusl20266_chunk021,2
131,syri20267_chunk045,2
131,syri20266_chunk045,2
131,dub-fran20262_chunk010,2
131,syri202613_chunk027,4
131,syri202614_chunk012,4
131,syri202614_chunk012_dup1,4
131,syri20264_chunk047,4
131,syri20265_chunk014,4
131,syri20261_chunk042,2
131,syri20263_chunk040,2
131,syri20262_chunk045,2
132,bulg20263_chunk024,5
132,bulg20263_chunk029,4
132,dub-fran20262_chunk028,4
132,bulg20263_chunk028,4
132,bulg20263_chunk036,2
132,bulg20263_chunk023,4
132,bulg20263_chunk027,2
132,bulg20263_chunk031,4
132,rusl20266_chunk019,4
132,afgh202649_chunk020,2
132,bulg20263_chunk019,2
132,dub-belg20261_chunk012,3
132,dub-belg20262_chunk018,3
132,dub-belg20261_chunk007,4
132,dub-belg20261_chunk029,2
132,dub-belg20261_chunk019,2
132,dub-belg20262_chunk025,2
132,dub-belg20261_chunk025,2
132,dub-belg20262_chunk031,2
132,dub-belg20261_chunk013,4
132,dub-belg20261_chunk028,4
132,dub-belg20261_chunk005,4
132,dub-nede20264_chunk012,4
132,dub-nede20263_chunk014,4
132,dub-belg20262_chunk034,4
132,dub-belg20262_chunk019,4
132,bulg20263_chunk022,2
132,dub-nede20262_chunk014,4
132,dub-nede20261_chunk011,4
132,dub-belg20262_chunk035,2
132,dub-belg20261_chunk009,4
132,dub-belg20262_chunk015,4
132,dub-bulg20262_chunk013,4
132,dub-bulg20261_chunk018,4
132,kina20261_chunk036,4
132,rusl202629_chunk020,2
132,bulg20263_chunk016,4
132,dub-bulg20261_chunk025,4
132,dub-belg20262_chunk013,4
132,rusl202634_chunk015,2
132,rusl202635_chunk016,2
132,dub-nede20262_chunk019,2
132,dub-nede20264_chunk017,2
132,dub-nede20263_chunk019,2
132,dub-nede20261_chunk016,2
132,dub-belg20262_chunk033,2
132,dub-belg20261_chunk014,4
132,dub-belg20262_chunk020,4
132,dub-belg20262_chunk011,2
132,dub-belg20261_chunk027,2
132,dub-belg20261_chunk017,4
132,dub-belg20262_chunk023,4
132,dub-pole20262_chunk016,2
132,dub-fran20262_chunk027,4
132,dub-belg20261_chunk018,2
132,dub-belg20262_chunk024,2
132,syri20266_chunk020,2
132,syri20261_chunk019,2
132,syri20267_chunk020,2
132,dub-belg20262_chunk030,2
132,bulg20263_chunk018,3
132,dub-belg20261_chunk024,2
132,dub-bulg20261_chunk020,4
132,syri20263_chunk060,2
132,syri20264_chunk025,2
132,dub-belg20261_chunk015,2
132,dub-belg20262_chunk021,2
132,syri20261_chunk034,2
132,syri20263_chunk032,2
132,bulg20263_chunk037,4
132,syri20261_chunk017,2
132,dub-belg20261_chunk010,4
132,dub-belg20262_chunk016,4
132,dub-belg20262_chunk012,4
132,dub-belg20261_chunk006,4
132,syri20261_chunk018,2
132,syri20263_chunk016,2
132,syri20262_chunk021,2
132,syri20266_chunk021,2
132,syri20267_chunk021,2
132,syri20263_chunk017,2
132,syri20262_chunk022,2
132,syri20266_chunk022,2
132,syri20267_chunk022,2
132,syri20262_chunk037,2
132,syri20266_chunk037,2
132,syri20267_chunk037,2
132,syri20263_chunk015,2
132,syri20262_chunk020,2
132,dub-bulg20261_chunk027,2
15,erit20261_chunk031,4
15,syri20266_chunk021,4
15,syri20267_chunk021,4
15,syri20261_chunk018,4
15,syri20263_chunk016,4
15,syri20262_chunk021,4
15,syri20263_chunk060,4
15,syri20264_chunk025,4
15,dub-fran20262_chunk028,4
15,dub-bulg20261_chunk046,4
15,syri20263_chunk023,2
15,syri20262_chunk028,2
15,syri20266_chunk028,2
15,bulg20263_chunk011,4
15,syri20267_chunk028,4
15,syri20261_chunk025,2
17,bulg20263_chunk024,5
17,keny20262_chunk023,4
17,bulg20263_chunk028,2
17,afgh202649_chunk020,2
17,dub-belg20261_chunk005,4
17,bulg20263_chunk023,2
17,bulg20263_chunk036,2
17,bulg20263_chunk027,2
17,dub-belg20261_chunk029,2
17,bulg20263_chunk029,2
17,irak20265_chunk019,2
17,dub-belg20261_chunk012,2
17,dub-belg20262_chunk018,2
17,dub-belg20261_chunk025,2
17,dub-belg20262_chunk031,2
17,dub-nede20263_chunk014,4
17,dub-nede20264_chunk012,4
17,dub-bulg20262_chunk013,2
17,dub-pole20262_chunk016,2
17,dub-belg20262_chunk035,2
17,dub-nede20261_chunk011,4
17,dub-nede20262_chunk014,2
17,dub-belg20262_chunk011,2
17,dub-belg20261_chunk009,4
17,dub-belg20262_chunk015,4
17,dub-belg20261_chunk027,2
17,dub-belg20262_chunk033,2
17,bulg20263_chunk019,2
17,dub-belg20261_chunk013,4
17,dub-belg20262_chunk019,4
17,bulg20263_chunk037,3
17,dub-belg20261_chunk028,4
17,dub-belg20262_chunk034,4
17,bulg20263_chunk018,2
17,bulg20263_chunk031,2
17,dub-bulg20261_chunk018,4
17,dub-belg20261_chunk019,1
17,dub-belg20262_chunk025,1
17,syri20261_chunk012,2
17,syri20263_chunk010,2
17,bulg20263_chunk016,4
17,dub-belg20261_chunk010,2
17,dub-belg20262_chunk016,2
17,dub-belg20261_chunk014,4
17,dub-belg20262_chunk020,4
17,dub-belg20261_chunk007,2
17,dub-belg20262_chunk013,2
17,bulg20263_chunk022,1
17,dub-belg20261_chunk018,1
17,dub-belg20262_chunk024,1
17,dub-belg20261_chunk015,2
17,dub-belg20262_chunk021,2
17,dub-belg20261_chunk017,2
17,dub-belg20262_chunk023,2
17,dub-nede20262_chunk019,1
17,dub-belg20261_chunk006,1
17,dub-belg20261_chunk024,1
17,dub-belg20262_chunk030,1
17,dub-bulg20261_chunk020,4
17,syri20262_chunk015,2
17,syri20266_chunk015,2
17,syri20267_chunk015,2
17,dub-nede20264_chunk017,1
17,dub-nede20263_chunk019,1
17,dub-nede20261_chunk016,1
17,dub-fran20263_chunk016,1
17,fran20264_chunk012,1
17,dub-fran20262_chunk015,1
17,dub-fran20262_chunk027,4
17,dub-belg20262_chunk012,1
18,erit20261_chunk031,4
18,syri20264_chunk025,4
18,syri20263_chunk060,4
18,bulg20263_chunk011,4
25,dub-fran20263_chunk020,2
25,fran20264_chunk016,2
25,dub-bulg20261_chunk045,2
25,dub-fran20262_chunk019,2
25,dub-bulg20261_chunk028,4
25,erit20261_chunk031,3
25,fran20264_chunk011,4
25,dub-fran20262_chunk014,3
25,dub-fran20263_chunk015,4
25,dub-nede20265_chunk012,4
25,dub-belg20261_chunk019,2
25,dub-belg20262_chunk025,2
25,dub-belg20261_chunk018,2
25,dub-belg20262_chunk024,2
25,bulg20263_chunk022,2
25,dub-nede20263_chunk014,4
25,dub-fran20262_chunk041,4
25,dub-nede20262_chunk014,4
25,dub-fran20262_chunk039,2
25,dub-belg20261_chunk024,4
25,dub-belg20262_chunk030,4
25,dub-nede20261_chunk011,4
25,dub-nede20265_chunk013,2
25,dub-bulg20261_chunk019,2
25,dub-nede20264_chunk012,4
25,dub-fran20263_chunk010,4
25,fran20264_chunk006,4
25,bulg20263_chunk017,2
25,dub-fran20262_chunk036,4
25,dub-fran20263_chunk023,2
25,dub-fran20263_chunk012,1
25,fran20264_chunk008,1
25,dub-fran20262_chunk011,1
25,fran20264_chunk019,2
25,dub-fran20262_chunk022,2
25,dub-fran20262_chunk038,2
25,dub-fran20263_chunk021,4
25,fran20264_chunk017,4
25,dub-fran20262_chunk020,4
25,bulg20263_chunk033,0
25,dub-nede20265_chunk017,2
25,bulg20263_chunk037,4
25,dub-fran20262_chunk030,4
25,dub-bulg20262_chunk012,2
25,bulg20263_chunk011,4
25,dub-belg20261_chunk011,2
25,dub-belg20262_chunk017,2
25,dub-fran20262_chunk009,4
25,fran20264_chunk020,4
25,dub-fran20262_chunk023,4
25,dub-fran20262_chunk040,4
25,syri20264_chunk034,2
25,bulg20263_chunk019,2
25,dub-belg20261_chunk014,4
25,dub-belg20262_chunk020,4
25,dub-bulg20261_chunk014,4
25,dub-belg20261_chunk028,3
25,dub-belg20262_chunk034,3
25,bulg20263_chunk030,2
25,dub-nede20262_chunk019,2
25,dub-belg20261_chunk012,3
25,dub-belg20262_chunk018,3
25,dub-nede20264_chunk017,2
25,dub-nede20263_chunk019,2
25,dub-nede20261_chunk016,2
25,dub-fran20262_chunk031,2
25,dub-belg20261_chunk023,2
25,dub-belg20262_chunk029,2
25,dub-belg20261_chunk017,4
25,dub-belg20262_chunk023,4
25,dub-fran20263_chunk018,4
25,fran20264_chunk014,4
25,dub-fran20262_chunk017,4
25,dub-belg20262_chunk012,2
25,dub-belg20261_chunk006,4
25,dub-bulg20261_chunk016,2
25,dub-fran20263_chunk024,4
25,dub-bulg20261_chunk025,2
25,bulg20263_chunk008,2
25,dub-bulg20261_chunk021,2
25,fran20264_chunk010,2
25,dub-belg20261_chunk021,2
25,dub-belg20262_chunk027,2
25,dub-fran20262_chunk013,2
25,dub-belg20261_chunk020,4
25,bulg20263_chunk016,2
25,bulg20263_chunk010,2
25,bulg20263_chunk014,2
