qid,docid,docno,query,text,score,rank
0,297,584_chunk000,Asylum Definition And Assessment,"The applicant sought judicial review of the decision to refuse him asylum in Ireland, which he had applied for on the basis of fear of persecution due to issues with the Taliban and Lashkar-e-Islam. The applicant had tactically not applied for asylum in another Member State, which was a factor the decision maker was permitted to take into consideration.",-10.995530128479004,30
0,241,931_chunk001,Asylum Definition And Assessment,The appellant had been granted subsidiary protection status in Denmark in 2015. The individual's family was granted asylum in...,-11.024574279785156,31
0,347,562_chunk001,Asylum Definition And Assessment,"This moment is important for the commencement date of the temporary asylum residence permit granted to the foreign national.

By decision...",-11.121684074401855,32
0,311,513_chunk001,Asylum Definition And Assessment,The Supreme Court narrowed the scope of their assessment to be that of whether the revocation violated their right to private life cf. the European Convention of Human Rights Article 8 and Paragraph 102 of the Norwegian...,-11.159361839294434,33
0,222,914_chunk000,Asylum Definition And Assessment,A. applied for asylum in Sweden in April 2015. The application was rejected and the applicant excluded from asylum for having committed crimes against humanity while working as a guard in Eritrea. An expulsion order had also been issued.,-11.242520332336426,34
0,432,22_chunk000,Asylum Definition And Assessment,"The Finnish Immigration Service had rejected asylum seeker A's application for asylum and residence permit and decided to return him to his country of origin, Iraq. On 29 June 2017 A. requested permission to appeal the decision of the Administrative Court and to be granted international protection.",-11.296546936035156,35
0,491,56_chunk001,Asylum Definition And Assessment,"The applicants claimed asylum in Ireland on 16 December 2014, and completed their asylum application questionnaires on 26 December 2014. An information request by the Office of the Refugee Applications...",-11.335347175598145,36
0,262,991_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Report on Migration and Asylum 2019:,-11.412193298339844,37
0,182,976_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI of SR):,-11.418524742126465,38
0,207,978_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI of SR):,-11.418524742126465,39
0,286,954_chunk000,Asylum Definition And Assessment,The applicants were an Albanian mother and her two daughters whose applications for asylum were refused by the Refugee Applications Commissioner.,-11.47793197631836,40
0,512,141_chunk001,Asylum Definition And Assessment,"Second, the High Court concurred with the SSHD that confidentiality is a vital element for the working of the asylum system and the fulfilment of obligations under the Refugee Convention, the EU Qualification Directive and the European Convention on Human Rights (ECHR). The disclosure of information revealed during the asylum...",-11.483209609985352,41
0,438,88_chunk000,Asylum Definition And Assessment,"The Court of Appeal confirmed that the First-tier Tribunal had been entitled to refuse an asylum seeker's appeal against the refusal of her claims for asylum and humanitarian protection. She had failed to establish a well-founded fear of persecution if returned to Iran on the basis of her political activities, conversion to Christianity, and the risk of domestic violence from her husband...",-11.5957612991333,42
0,184,979_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-11.65206527709961,43
0,186,997_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-11.65206527709961,44
0,192,972_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-11.65206527709961,45
0,77,3276_chunk001,Asylum Definition And Assessment,The court noted that Romania was already unprepared to accommodate asylum applicants before the Ukrainian crisis and that with the high influx of persons...,-11.69168758392334,46
0,282,987_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-11.722402572631836,47
0,284,985_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-11.722402572631836,48
0,289,984_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-11.722402572631836,49
0,442,45_chunk000,Asylum Definition And Assessment,The administrative authority considered applicant's another subsequent application (third application) for international protection inadmissible and terminated the proceedings according to the provisions of the Act on Asylum implementing Art. 33(2)(d) and Art. 40 of the Recast Asylum Procedures Directive.,-11.728228569030762,50
0,567,625_chunk001,Asylum Definition And Assessment,No appeal is possible against these judgments. Background: Both aliens initially applied for asylum in Hungary. They then applied for...,-11.749103546142578,51
0,216,983_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-11.772494316101074,52
0,218,998_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-11.772494316101074,53
0,238,995_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-11.772494316101074,54
0,242,994_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-11.772494316101074,55
0,268,988_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-11.772494316101074,56
0,270,989_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-11.772494316101074,57
0,272,990_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-11.772494316101074,58
0,280,986_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-11.772494316101074,59
0,473,196_chunk001,Asylum Definition And Assessment,"Based on Chapter III of the Dublin III Regulation, the Office of the Refugee Applications Commissioner determined that the United Kingdom was responsible to assess applicant's applications. At this point, the...",-11.778702735900879,60
0,56,4164_chunk000,Asylum Definition And Assessment,"VR arrived in Lithuania on 25 April 2022, with the assistance of Freedom House Foundation. He requested asylum in Lithuania after his visa for special humanitarian reasons had expired. In his asylum request, the applicant argued that he had a well-founded fear of being persecuted for his political beliefs.",-11.784110069274902,61
0,34,4231_chunk000,Asylum Definition And Assessment,"The case concerned the question whether the State Secretary had correctly established the date from which the applicant benefits of asylum, how to establish the date of application.",-11.78715991973877,62
0,252,993_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Report on Migration and Asylum 2019:,-11.89814567565918,63
0,258,992_chunk000,Asylum Definition And Assessment,According to the national contribution to the EMN Report on Migration and Asylum 2019:,-11.89814567565918,64
0,462,34_chunk000,Asylum Definition And Assessment,"On 14 September 2015, Mr Tsegezab Mengesteab, an Eritrean national, requested asylum in Munich (Germany) with the Government of Upper Bavaria, which issued to him, on the same day, a certificate of registration as an asylum seeker. On 22 July 2016, Mr Mengesteab was heard by the Bundesamt and was able to lodge an official application for asylum.",-11.970647811889648,65
0,44,4235_chunk000,Asylum Definition And Assessment,"The case concerned two Iranian applicant, a father and his minor child, who entered the Röszke transit zone and applied for asylum on 5 December 2018. The asylum authority rejected the application as inadmissible and considered that Serbia was a safe third country where the applicants should have requested asylum. The decision was confirmed in court.",-11.978245735168457,66
0,385,510_chunk000,Asylum Definition And Assessment,"The Court of Sessions found there was no unlawful discrimination arising from a reduction in the amount of asylum support payable to asylum seekers with one or more dependent children, following a government review. ...",-12.030259132385254,67
0,502,209_chunk000,Asylum Definition And Assessment,"In this case, the applicant applied for asylum in his city of residence, Ceuta, and his application was admitted. At that point the Spanish authorities issued him the corresponding identity document valid for the entire national territory and until the resolution of his asylum application.",-12.035157203674316,68
0,516,127_chunk000,Asylum Definition And Assessment,The Administrative Court of Nice has ordered the Prefecture of Alpes-Maritimes to register asylum applications of persons entering via Italy....,-12.050715446472168,69
0,117,3272_chunk001,Asylum Definition And Assessment,"The case concerned the accused monk B., who granted church asylum to A., from the Gaza strip, on 25 August 2020 and provided him accommodation and care with the knowledge that A. was a rejected asylum applicant.

A. applied for asylum on 22 April...",-12.058219909667969,70
0,150,1647_chunk001,Asylum Definition And Assessment,"On 18 March 2020, the Federal Office for Foreign Affairs and Asylum conducted the interview remotely, by video-conference...",-12.128154754638672,71
0,454,23_chunk000,Asylum Definition And Assessment,"The Finnish Immigration Service had rejected A 's application for asylum and residence permit on the basis of the conflict between A and his father' s claims for asylum. Although the father's report has thus affected A's case, he or she has not been given the opportunity to give an explanation of the report and contradictions that it has in relation to his or her report.",-12.237890243530273,72
0,446,4705_chunk000,Asylum Definition And Assessment,"Judgment concerning the freedom of movement of asylum seekers in Ceuta and Melilla, although his application for international protection was admitted for examination.

...",-12.244256973266602,73
0,2,5443_chunk000,Asylum Definition And Assessment,The Constitutional Court dismissed a complaint against the decision of the Federal Administrative Court concerning detention of a Syrian applicant pending return. It found that the lower court correctly assessed that the detention pending return and its extension were lawful.,-12.287297248840332,74
0,505,656_chunk000,Asylum Definition And Assessment,The case concerns an appeal against the decision of the Court of The Hague of 5 October 2016 in case no. 16/20135. The Administrative Jurisdiction Division of the Council of State clarified that the Immigration and Naturalisation Service (IND ) is required to assess in an individual manner whether the criteria for protection still exist.,-12.397933006286621,75
0,577,183_chunk000,Asylum Definition And Assessment,"These cases concern the detention of Syrian asylum seekers during different periods between 2010 and 2012. In the cases of M.A., A.H. and J.K., H.S. and Others and K.F. the detention occurred after a police operation in June 2010 removing them from an encampment outside government buildings where they were protesting against the Cypriot Government's asylum policy.",-12.398932456970215,76
0,6,5890_chunk000,Asylum Definition And Assessment,"Six Iraqi nationals, a family of two parents and their four minor children, entered the Hungarian transit zone bordering Serbia on 10 July 2018 and submitted an asylum application. On the same day, the asylum authority designated the transit zone in Tompa as the applicants' place of stay.",-12.412489891052246,77
0,484,35_chunk000,Asylum Definition And Assessment,"! With regard to reception, UK implements Council Directive 2003/9/EC. This case concerns a challenge to a decision by the Secretary of State for the Home Department (""the Respondent"") as to the weekly rate of asylum support paid for child dependants of asylum seekers.",-12.502143859863281,78
0,73,3963_chunk001,Asylum Definition And Assessment,"He left Iran for Turkey in 2015 (where he applied for asylum) and from there he travelled to Czechia in 2019. In support of his request, the...",-12.605023384094238,79
0,423,201_chunk001,Asylum Definition And Assessment,"It was submitted on behalf of the applicant that a family could be a social group, and that the Tribunal had failed to assess whether...",-12.683116912841797,80
0,223,914_chunk001,Asylum Definition And Assessment,The Migration Court of Appeal assessed whether the applicant had acted under duress and held that this was not the case as the applicant had benefitted from three permits and always came back to the place of employment. The applicant chose to flee...,-12.772597312927246,81
0,193,972_chunk001,Asylum Definition And Assessment,"Inter alia, the applicant challenged the incorrect legal assessment of the genuineness of his conversion, while mainly reprehending the non-application of the ‘benefit of doubt' principle, insufficient verification of his faith resulting from the fact that only one interview was carried out, during which the defendant failed to focus to a sufficient...",-12.814618110656738,82
0,189,951_chunk001,Asylum Definition And Assessment,"The Regional Court had dismissed the administrative action for the following reasons:
- there are no individual circumstances which the applicant should reasonably assess a well founded fear of persecution. It has not been shown in the proceedings that the applicant had certain political views, nor has it been shown that the Taliban...",-12.91708755493164,83
0,89,3250_chunk001,Asylum Definition And Assessment,"Thus, the repealed provision, which states that the absence of proof of possession of the means to support oneself constitutes a threat to public order or safety and is a factor to be taken into account when assessing the duration of an entry ban of up...",-12.918045997619629,84
0,1,5442_chunk001,Asylum Definition And Assessment,The Constitutional Court considered that the Federal Administrative Court duly assessed both the security and supply...,-12.940239906311035,85
0,447,129_chunk000,Asylum Definition And Assessment,"In the absence of legally binding criteria to assess risk of absconding, applicants may not be detained while waiting for a transfer under the Dublin Regulation.

...",-12.955790519714355,86
0,3,5443_chunk001,Asylum Definition And Assessment,"It noted also that the lower court duly considered the admissibility of the removal on basis of current country of origin reports on Syria, by assessing both the security and supply situation in Syria as well as the...",-13.029191970825195,87
0,126,3231_chunk000,Asylum Definition And Assessment,"In January 2022, the Cassation Court of France ruled that a bone examination was insufficient to confirm the applicant's majority. The court specified that, for such examinations to be considered conclusive, they should be corroborated by civil status records and social assessments.",-13.259233474731445,88
0,234,1086_chunk000,Asylum Definition And Assessment,"A national of Ivory Coast applied for international protection on 22 January 2018, claiming that he was born on 2001 but did not submit documents to prove his date of birth. Following an age assessment, the State Secretary concluded that the applicant was not a minor.",-13.348695755004883,89
0,351,654_chunk000,Asylum Definition And Assessment,"F.L., a Cameroonian national claiming to be a minor, applied for international protection in Belgium on 8 January 2018. On the same day, based on his physical appearance and statements, the Minors and Victims of Trafficking in Human Beings Unit of the Belgian Immigration Office expressed doubts as to his claimed minority and referred him for an immediate medical age assessment.",-13.386709213256836,90
0,156,920_chunk000,Asylum Definition And Assessment,"Between 26 July and 1 October 2015, 5 Afghan nationals applied for international protection in Norway, claiming to be 15-16 years old. After further assessments, which also included medical age examinations, the immigration authorities considered that they were all older than 18 years.",-13.414129257202148,91
0,127,3231_chunk001,Asylum Definition And Assessment,"Finally, it stated that if bone examinations contravene such records and assessments, creating a doubt concerning the applicant's minority, then the applicant should be given the...",-13.459671020507812,92
0,39,4036_chunk001,Asylum Definition And Assessment,The Supreme Administrative Corut had to determine whether the administrative court could have assessed the application of the exclusion clause in the case without holding an oral...,-13.49554443359375,93
0,403,151_chunk001,Asylum Definition And Assessment,"None of them possessed documentary evidence supporting their claimed ages and were referred for medical age assessments consisting of an X-ray of the left hand and wrist and a dental X-ray (Liversidge and Haavikko methods).

Following the assessments, in...",-13.513530731201172,94
0,140,2511_chunk000,Asylum Definition And Assessment,"The Federal Administrative Court allowed an appeal on points of law in order to clarify the  requirements for the assessment of a 'strong presumption' (European Union, Court of Justice of the European Union [CJEU], EZ v Bundesrepublik Deutschland (Federal Republic of Germany), C-238/19, ECLI:EU:C:2020:945, 19 November 2020 - paragraph 57) for a link between the refusal of military service...",-13.566051483154297,95
0,271,989_chunk001,Asylum Definition And Assessment,"The Council of State upheld the CNDA's decision and rejected OFPRA's appeal on the grounds that the Court's sovereign assessment on the applicant's inadequate understanding and mastery of the English language could not be denatured. In this case, the Office's inadmissibility decision on the grounds of late submission was...",-13.626435279846191,96
0,395,20_chunk001,Asylum Definition And Assessment,"According to a medical opinion, treatment requires uninterrupted and controlled daily recurrence of medication and, in addition, a regular injection of medication, so that tuberculosis does not reactivate and become infectious. When assessing the issue, the Supreme...",-13.703105926513672,97
0,570,137_chunk000,Asylum Definition And Assessment,"In a case of a Somali applicant related to family reunification, the Supreme Court held that the trial judge was incorrect in forming the view that the potential financial consequences for the State of allowing a discretionary family reunification application cannot be taken into account in the overall assessment as to how the Minister's discretion under the 1996 Act should be exercised.",-13.871323585510254,98
0,246,927_chunk000,Asylum Definition And Assessment,"In the Senate's conviction, a comprehensive assessment of the current state of knowledge now lacks sufficient evidence to suggest that Syrian retired military-age returnees (conscripts, reservists) who have evaded from military service due to flight abroad are likely to be linked to ( alleged) oppositional or anti-regime sentiments of Syrian security forces to fear persecution (change in the Senat",-14.032108306884766,99
1,215,940_chunk001,Credibility Assessment Definition,The Minister for Migration considers it credible that the third-country national has become politically active in the Netherlands and stands up for the rights of Ahwazi in Iran....,-11.882392883300781,0
1,392,108_chunk000,Credibility Assessment Definition,According the ECHR's Information Note 213 (December 2017): The applicant entered Switzerland in 2009 and applied for asylum on the grounds that he had been imprisoned and tortured in his country of origin (Iran) after taking part in a demonstration there. His application was rejected after the Swiss authorities found that his account was not credible.,-12.019645690917969,1
1,193,972_chunk001,Credibility Assessment Definition,"Inter alia, the applicant challenged the incorrect legal assessment of the genuineness of his conversion, while mainly reprehending the non-application of the ‘benefit of doubt' principle, insufficient verification of his faith resulting from the fact that only one interview was carried out, during which the defendant failed to focus to a sufficient...",-12.134650230407715,2
1,291,582_chunk000,Credibility Assessment Definition,The High Court refused an application for judicial review by the applicant of a decision refusing him subsidiary protection. The national decision maker did not find the applicant's assertions that he was “not mentally ok” to be credible.,-12.231322288513184,3
1,411,57_chunk001,Credibility Assessment Definition,The Refugee Appeals Tribunal made adverse credibility findings based on matters that had not been put to the applicant and concluded that cumulatively the applicant had not proved that she was a refugee. The applicant challenged the decision by way of judicial review. The High Court...,-12.257235527038574,4
1,235,1086_chunk001,Credibility Assessment Definition,"Specifically, the assessment consisted of an initial observation by two officers from the Aliens Police, Identification and Human Trafficking Department (AVIM) on 22 January 2018, recorded in an official report, and a subsequent...",-13.011030197143555,5
1,563,52_chunk000,Credibility Assessment Definition,"On 13 April 2010, Ms. Danqua, a Ghanaian national, applied for refugee status in Ireland arguing that she feared trokosi practices, a form of ritual servitude practised in Ghana predominantly affecting women. In a report dated 16 June 2010, the Refugee Applications Commissioner (Ireland) issued a negative recommendation in respect of that application because of its lack of credibility.",-13.057701110839844,6
1,312,366_chunk000,Credibility Assessment Definition,"In this case the applicant (Nigeria) arrived to Ireland in October 2016. He claimed to be bisexual and that he was the subject of an attempt to force him to join a cult in Nigeria. On May 2017, the International Protection Office informed him the refusal of his application for protection on the ground of lack of credibility. He appealed the decision.",-13.094352722167969,7
1,25,4729_chunk001,Credibility Assessment Definition,"By decision of 23 December 2021, his request was rejected as unfounded on the ground that his statements lacked credibility and was ordered to leave the territory within 30 days. He appealed the decision, and the appeal was dismissed...",-13.151190757751465,8
1,311,513_chunk001,Credibility Assessment Definition,The Supreme Court narrowed the scope of their assessment to be that of whether the revocation violated their right to private life cf. the European Convention of Human Rights Article 8 and Paragraph 102 of the Norwegian...,-13.179573059082031,9
1,271,989_chunk001,Credibility Assessment Definition,"The Council of State upheld the CNDA's decision and rejected OFPRA's appeal on the grounds that the Court's sovereign assessment on the applicant's inadequate understanding and mastery of the English language could not be denatured. In this case, the Office's inadmissibility decision on the grounds of late submission was...",-13.216031074523926,10
1,89,3250_chunk001,Credibility Assessment Definition,"Thus, the repealed provision, which states that the absence of proof of possession of the means to support oneself constitutes a threat to public order or safety and is a factor to be taken into account when assessing the duration of an entry ban of up...",-13.231414794921875,11
1,99,3240_chunk001,Credibility Assessment Definition,"- the State Secretariat for Migration (SEM) and the Federal Administrative Court (TAF), in both first and second instance procedures, have based their decisions to reject the application for international protection on claims that the applicant's testimony lacked credibility and that the authenticity of the documents he presented was...",-13.263218879699707,12
1,423,201_chunk001,Credibility Assessment Definition,"It was submitted on behalf of the applicant that a family could be a social group, and that the Tribunal had failed to assess whether...",-13.272773742675781,13
1,140,2511_chunk000,Credibility Assessment Definition,"The Federal Administrative Court allowed an appeal on points of law in order to clarify the  requirements for the assessment of a 'strong presumption' (European Union, Court of Justice of the European Union [CJEU], EZ v Bundesrepublik Deutschland (Federal Republic of Germany), C-238/19, ECLI:EU:C:2020:945, 19 November 2020 - paragraph 57) for a link between the refusal of military service...",-13.27625846862793,14
1,1,5442_chunk001,Credibility Assessment Definition,The Constitutional Court considered that the Federal Administrative Court duly assessed both the security and supply...,-13.280293464660645,15
1,395,20_chunk001,Credibility Assessment Definition,"According to a medical opinion, treatment requires uninterrupted and controlled daily recurrence of medication and, in addition, a regular injection of medication, so that tuberculosis does not reactivate and become infectious. When assessing the issue, the Supreme...",-13.296000480651855,16
1,447,129_chunk000,Credibility Assessment Definition,"In the absence of legally binding criteria to assess risk of absconding, applicants may not be detained while waiting for a transfer under the Dublin Regulation.

...",-13.318314552307129,17
1,505,656_chunk000,Credibility Assessment Definition,The case concerns an appeal against the decision of the Court of The Hague of 5 October 2016 in case no. 16/20135. The Administrative Jurisdiction Division of the Council of State clarified that the Immigration and Naturalisation Service (IND ) is required to assess in an individual manner whether the criteria for protection still exist.,-13.399412155151367,18
1,189,951_chunk001,Credibility Assessment Definition,"The Regional Court had dismissed the administrative action for the following reasons:
- there are no individual circumstances which the applicant should reasonably assess a well founded fear of persecution. It has not been shown in the proceedings that the applicant had certain political views, nor has it been shown that the Taliban...",-13.43729305267334,19
1,403,151_chunk001,Credibility Assessment Definition,"None of them possessed documentary evidence supporting their claimed ages and were referred for medical age assessments consisting of an X-ray of the left hand and wrist and a dental X-ray (Liversidge and Haavikko methods).

Following the assessments, in...",-13.455820083618164,20
1,126,3231_chunk000,Credibility Assessment Definition,"In January 2022, the Cassation Court of France ruled that a bone examination was insufficient to confirm the applicant's majority. The court specified that, for such examinations to be considered conclusive, they should be corroborated by civil status records and social assessments.",-13.480131149291992,21
1,151,1648_chunk000,Credibility Assessment Definition,"The applicant applied for international protection on 13 January 2010, claiming to be a minor from Zimbabwe and by decision of 29 September 2010 the Federal Office for Asylum rejected the application as unfounded. Upon appeal, the Court of Asylum referred the matter back to the Federal Asylum Office for a new hearing and assessment.",-13.480486869812012,22
1,74,3968_chunk000,Credibility Assessment Definition,The case concerned an applicant from Pakistan who applied unsuccessfully for asylum in 2012 and return was ordered. He applied for reconsideration which was assessed as subsequent application which was rejected and again an expulsion order was adopted. An appeal was again rejected.,-13.52912425994873,23
1,234,1086_chunk000,Credibility Assessment Definition,"A national of Ivory Coast applied for international protection on 22 January 2018, claiming that he was born on 2001 but did not submit documents to prove his date of birth. Following an age assessment, the State Secretary concluded that the applicant was not a minor.",-13.557417869567871,24
1,2,5443_chunk000,Credibility Assessment Definition,The Constitutional Court dismissed a complaint against the decision of the Federal Administrative Court concerning detention of a Syrian applicant pending return. It found that the lower court correctly assessed that the detention pending return and its extension were lawful.,-13.558992385864258,25
1,3,5443_chunk001,Credibility Assessment Definition,"It noted also that the lower court duly considered the admissibility of the removal on basis of current country of origin reports on Syria, by assessing both the security and supply situation in Syria as well as the...",-13.597914695739746,26
1,351,654_chunk000,Credibility Assessment Definition,"F.L., a Cameroonian national claiming to be a minor, applied for international protection in Belgium on 8 January 2018. On the same day, based on his physical appearance and statements, the Minors and Victims of Trafficking in Human Beings Unit of the Belgian Immigration Office expressed doubts as to his claimed minority and referred him for an immediate medical age assessment.",-13.634997367858887,27
1,473,196_chunk001,Credibility Assessment Definition,"Based on Chapter III of the Dublin III Regulation, the Office of the Refugee Applications Commissioner determined that the United Kingdom was responsible to assess applicant's applications. At this point, the...",-13.663797378540039,28
1,156,920_chunk000,Credibility Assessment Definition,"Between 26 July and 1 October 2015, 5 Afghan nationals applied for international protection in Norway, claiming to be 15-16 years old. After further assessments, which also included medical age examinations, the immigration authorities considered that they were all older than 18 years.",-13.676998138427734,29
