qid,docid,docno,rank,score,query,text
0,311,513_chunk001,13,4.385149240384235,Asylum Definition And Assessment,The Supreme Court narrowed the scope of their assessment to be that of whether the revocation violated their right to private life cf. the European Convention of Human Rights Article 8 and Paragraph 102 of the Norwegian...
0,395,20_chunk001,14,4.385149240384235,Asylum Definition And Assessment,"According to a medical opinion, treatment requires uninterrupted and controlled daily recurrence of medication and, in addition, a regular injection of medication, so that tuberculosis does not reactivate and become infectious. When assessing the issue, the Supreme..."
0,2,5443_chunk000,15,4.134471220586689,Asylum Definition And Assessment,The Constitutional Court dismissed a complaint against the decision of the Federal Administrative Court concerning detention of a Syrian applicant pending return. It found that the lower court correctly assessed that the detention pending return and its extension were lawful.
0,126,3231_chunk000,16,4.134471220586689,Asylum Definition And Assessment,"In January 2022, the Cassation Court of France ruled that a bone examination was insufficient to confirm the applicant's majority. The court specified that, for such examinations to be considered conclusive, they should be corroborated by civil status records and social assessments."
0,189,951_chunk001,17,4.134471220586689,Asylum Definition And Assessment,"The Regional Court had dismissed the administrative action for the following reasons:
- there are no individual circumstances which the applicant should reasonably assess a well founded fear of persecution. It has not been shown in the proceedings that the applicant had certain political views, nor has it been shown that the Taliban..."
0,234,1086_chunk000,18,3.982690309526741,Asylum Definition And Assessment,"A national of Ivory Coast applied for international protection on 22 January 2018, claiming that he was born on 2001 but did not submit documents to prove his date of birth. Following an age assessment, the State Secretary concluded that the applicant was not a minor."
0,271,989_chunk001,19,3.9109035593434243,Asylum Definition And Assessment,"The Council of State upheld the CNDA's decision and rejected OFPRA's appeal on the grounds that the Court's sovereign assessment on the applicant's inadequate understanding and mastery of the English language could not be denatured. In this case, the Office's inadmissibility decision on the grounds of late submission was..."
0,193,972_chunk001,20,3.841658857086875,Asylum Definition And Assessment,"Inter alia, the applicant challenged the incorrect legal assessment of the genuineness of his conversion, while mainly reprehending the non-application of the ‘benefit of doubt' principle, insufficient verification of his faith resulting from the fact that only one interview was carried out, during which the defendant failed to focus to a sufficient..."
0,156,920_chunk000,21,3.7748235267810446,Asylum Definition And Assessment,"Between 26 July and 1 October 2015, 5 Afghan nationals applied for international protection in Norway, claiming to be 15-16 years old. After further assessments, which also included medical age examinations, the immigration authorities considered that they were all older than 18 years."
0,505,656_chunk000,22,3.7102739674974634,Asylum Definition And Assessment,The case concerns an appeal against the decision of the Court of The Hague of 5 October 2016 in case no. 16/20135. The Administrative Jurisdiction Division of the Council of State clarified that the Immigration and Naturalisation Service (IND ) is required to assess in an individual manner whether the criteria for protection still exist.
0,570,137_chunk000,23,3.6478948904828914,Asylum Definition And Assessment,"In a case of a Somali applicant related to family reunification, the Supreme Court held that the trial judge was incorrect in forming the view that the potential financial consequences for the State of allowing a discretionary family reunification application cannot be taken into account in the overall assessment as to how the Minister's discretion under the 1996 Act should be exercised."
0,351,654_chunk000,24,3.4727383791045146,Asylum Definition And Assessment,"F.L., a Cameroonian national claiming to be a minor, applied for international protection in Belgium on 8 January 2018. On the same day, based on his physical appearance and statements, the Minors and Victims of Trafficking in Human Beings Unit of the Belgian Immigration Office expressed doubts as to his claimed minority and referred him for an immediate medical age assessment."
0,246,927_chunk000,25,3.12286277839165,Asylum Definition And Assessment,"In the Senate's conviction, a comprehensive assessment of the current state of knowledge now lacks sufficient evidence to suggest that Syrian retired military-age returnees (conscripts, reservists) who have evaded from military service due to flight abroad are likely to be linked to ( alleged) oppositional or anti-regime sentiments of Syrian security forces to fear persecution (change in the Senat"
0,140,2511_chunk000,26,3.078553944713447,Asylum Definition And Assessment,"The Federal Administrative Court allowed an appeal on points of law in order to clarify the  requirements for the assessment of a 'strong presumption' (European Union, Court of Justice of the European Union [CJEU], EZ v Bundesrepublik Deutschland (Federal Republic of Germany), C-238/19, ECLI:EU:C:2020:945, 19 November 2020 - paragraph 57) for a link between the refusal of military service..."
0,264,923_chunk000,27,1.9178286152679365,Asylum Definition And Assessment,An applicant must submit a request for protection with which he asserts target-country-related dangers that are objectively suitable in their nature for recognition as a person entitled to asylum or an award for international protection (material asylum request within the meaning of Section 13 (1) Asylum Act) refer the asylum procedure to the Federal Office.
0,117,3272_chunk001,28,1.904091911639368,Asylum Definition And Assessment,"The case concerned the accused monk B., who granted church asylum to A., from the Gaza strip, on 25 August 2020 and provided him accommodation and care with the knowledge that A. was a rejected asylum applicant.

A. applied for asylum on 22 April..."
0,346,562_chunk000,29,1.8474407646337994,Asylum Definition And Assessment,The case raises the issue of whether a subsequent application for asylum has been submitted at the time when the foreign national applies in writing by expressing the wish to submit an application for a temporary asylum residence permit or at the time when he/she uses the appropriate form to submit the application for asylum.
0,367,550_chunk000,30,1.8474407646337994,Asylum Definition And Assessment,"The case involved an asylum seeker upon whom detention was imposed as a measure to ensure a Dublin procedure. The asylum seeker lodged a complaint against a decision that had been issued based on Art. 5 of the Asylum Act 2005, rejecting the application as inadmissible."
0,348,563_chunk000,31,1.8221150827786152,Asylum Definition And Assessment,"The case concerns the moment at which an asylum application is lodged, in particular with regard to a subsequent asylum application. This moment is important for the entitlement to reception by the foreign national."
0,385,510_chunk000,32,1.7701703935039161,Asylum Definition And Assessment,"The Court of Sessions found there was no unlawful discrimination arising from a reduction in the amount of asylum support payable to asylum seekers with one or more dependent children, following a government review. ..."
0,491,56_chunk001,33,1.7701703935039161,Asylum Definition And Assessment,"The applicants claimed asylum in Ireland on 16 December 2014, and completed their asylum application questionnaires on 26 December 2014. An information request by the Office of the Refugee Applications..."
0,162,921_chunk001,34,1.7501396024977072,Asylum Definition And Assessment,"More analytically, a female asylum seeker had upon arrival to Norway..."
0,523,148_chunk000,35,1.7501396024977072,Asylum Definition And Assessment,The case concerns “sur place” asylum claims.
0,222,914_chunk000,36,1.7452930663575479,Asylum Definition And Assessment,A. applied for asylum in Sweden in April 2015. The application was rejected and the applicant excluded from asylum for having committed crimes against humanity while working as a guard in Eritrea. An expulsion order had also been issued.
0,476,186_chunk000,37,1.7436835137720603,Asylum Definition And Assessment,"According the WLR Daily case summaries The asylum claimant, an Iraqi national, entered the United Kingdom and claimed asylum. His claim was refused by the Secretary of State and he appealed pursuant to section 82 of the Nationality, Immigration and Asylum Act 2002. His appeal was dismissed by the First-tier Tribunal."
0,44,4235_chunk000,38,1.72751321435211,Asylum Definition And Assessment,"The case concerned two Iranian applicant, a father and his minor child, who entered the Röszke transit zone and applied for asylum on 5 December 2018. The asylum authority rejected the application as inadmissible and considered that Serbia was a safe third country where the applicants should have requested asylum. The decision was confirmed in court."
0,462,34_chunk000,39,1.72751321435211,Asylum Definition And Assessment,"On 14 September 2015, Mr Tsegezab Mengesteab, an Eritrean national, requested asylum in Munich (Germany) with the Government of Upper Bavaria, which issued to him, on the same day, a certificate of registration as an asylum seeker. On 22 July 2016, Mr Mengesteab was heard by the Bundesamt and was able to lodge an official application for asylum."
0,23,4828_chunk001,40,1.7021635774667276,Asylum Definition And Assessment,"On 1 August 2023, the Minister for Asylum and Migration declared..."
0,434,170_chunk000,41,1.7021635774667276,Asylum Definition And Assessment,Administrative Court Düsseldorf The plaintiff is an asylum seeker and claims to be from Bangladesh.
0,252,993_chunk000,42,1.656747675870009,Asylum Definition And Assessment,According to the national contribution to the EMN Report on Migration and Asylum 2019:
0,258,992_chunk000,43,1.656747675870009,Asylum Definition And Assessment,According to the national contribution to the EMN Report on Migration and Asylum 2019:
0,262,991_chunk000,44,1.656747675870009,Asylum Definition And Assessment,According to the national contribution to the EMN Report on Migration and Asylum 2019:
0,468,130_chunk000,45,1.6524039441628877,Asylum Definition And Assessment,The Council ruled that to be able to transfer an applicant to another member state the administrative authority must obtain the consent of the State responsible for examining the asylum application before it can take a decision to transfer the asylum seeker to that State.
0,502,209_chunk000,46,1.6524039441628877,Asylum Definition And Assessment,"In this case, the applicant applied for asylum in his city of residence, Ceuta, and his application was admitted. At that point the Spanish authorities issued him the corresponding identity document valid for the entire national territory and until the resolution of his asylum application."
0,472,196_chunk000,47,1.6307063162411402,Asylum Definition And Assessment,The applicant applied for asylum in two occasions: in the United Kingdom in 2009 and in Northern Ireland in 2014 and both applications were refused by the corresponding British Authorities. The applicant moved to Ireland in August 2016 where he submitted a new asylum application.
0,490,56_chunk000,48,1.6307063162411402,Asylum Definition And Assessment,The applicants were two Albanian asylum seekers who challenged the decision of the Refugee Appeals Tribunal upholding the decision of the Office of the Refugee Applications Commissioner that the United Kingdom was the member state responsible for determining their applications for asylum.
0,184,979_chunk000,49,1.6136923010963085,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,186,997_chunk000,50,1.6136923010963085,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,192,972_chunk000,51,1.6136923010963085,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,216,983_chunk000,52,1.6136923010963085,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,218,998_chunk000,53,1.6136923010963085,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,238,995_chunk000,54,1.6136923010963085,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,242,994_chunk000,55,1.6136923010963085,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,268,988_chunk000,56,1.6136923010963085,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,270,989_chunk000,57,1.6136923010963085,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,272,990_chunk000,58,1.6136923010963085,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,280,986_chunk000,59,1.6136923010963085,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,282,987_chunk000,60,1.6136923010963085,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,284,985_chunk000,61,1.6136923010963085,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,289,984_chunk000,62,1.6136923010963085,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,454,23_chunk000,63,1.6095711237955679,Asylum Definition And Assessment,"The Finnish Immigration Service had rejected A 's application for asylum and residence permit on the basis of the conflict between A and his father' s claims for asylum. Although the father's report has thus affected A's case, he or she has not been given the opportunity to give an explanation of the report and contradictions that it has in relation to his or her report."
0,577,183_chunk000,64,1.6095711237955679,Asylum Definition And Assessment,"These cases concern the detention of Syrian asylum seekers during different periods between 2010 and 2012. In the cases of M.A., A.H. and J.K., H.S. and Others and K.F. the detention occurred after a police operation in June 2010 removing them from an encampment outside government buildings where they were protesting against the Cypriot Government's asylum policy."
0,512,141_chunk001,65,1.5889767778626451,Asylum Definition And Assessment,"Second, the High Court concurred with the SSHD that confidentiality is a vital element for the working of the asylum system and the fulfilment of obligations under the Refugee Convention, the EU Qualification Directive and the European Convention on Human Rights (ECHR). The disclosure of information revealed during the asylum..."
0,286,954_chunk000,66,1.5728180793640756,Asylum Definition And Assessment,The applicants were an Albanian mother and her two daughters whose applications for asylum were refused by the Refugee Applications Commissioner.
0,567,625_chunk001,67,1.5728180793640756,Asylum Definition And Assessment,No appeal is possible against these judgments. Background: Both aliens initially applied for asylum in Hungary. They then applied for...
0,432,22_chunk000,68,1.5689027804370126,Asylum Definition And Assessment,"The Finnish Immigration Service had rejected asylum seeker A's application for asylum and residence permit and decided to return him to his country of origin, Iraq. On 29 June 2017 A. requested permission to appeal the decision of the Administrative Court and to be granted international protection."
0,442,45_chunk000,69,1.5689027804370126,Asylum Definition And Assessment,The administrative authority considered applicant's another subsequent application (third application) for international protection inadmissible and terminated the proceedings according to the provisions of the Act on Asylum implementing Art. 33(2)(d) and Art. 40 of the Recast Asylum Procedures Directive.
0,484,35_chunk000,70,1.5689027804370126,Asylum Definition And Assessment,"! With regard to reception, UK implements Council Directive 2003/9/EC. This case concerns a challenge to a decision by the Secretary of State for the Home Department (""the Respondent"") as to the weekly rate of asylum support paid for child dependants of asylum seekers."
0,6,5890_chunk000,71,1.5493296564192718,Asylum Definition And Assessment,"Six Iraqi nationals, a family of two parents and their four minor children, entered the Hungarian transit zone bordering Serbia on 10 July 2018 and submitted an asylum application. On the same day, the asylum authority designated the transit zone in Tompa as the applicants' place of stay."
0,73,3963_chunk001,72,1.5339633618091175,Asylum Definition And Assessment,"He left Iran for Turkey in 2015 (where he applied for asylum) and from there he travelled to Czechia in 2019. In support of his request, the..."
0,101,3137_chunk001,73,1.5339633618091175,Asylum Definition And Assessment,"He requested an interpreter, but the form was left blank on the part of lawyer assistance.

The application for asylum was rejected as..."
0,241,931_chunk001,74,1.5339633618091175,Asylum Definition And Assessment,The appellant had been granted subsidiary protection status in Denmark in 2015. The individual's family was granted asylum in...
0,393,108_chunk001,75,1.5339633618091175,Asylum Definition And Assessment,The applicant subsequently lodged a request for his asylum application to be reconsidered followed by an application for temporary admission on...
0,539,55_chunk001,76,1.5339633618091175,Asylum Definition And Assessment,As part of her asylum claim the applicant submitted a refugee card and a letter from AREF to corroborate her account. The...
0,56,4164_chunk000,77,1.5302388905949904,Asylum Definition And Assessment,"VR arrived in Lithuania on 25 April 2022, with the assistance of Freedom House Foundation. He requested asylum in Lithuania after his visa for special humanitarian reasons had expired. In his asylum request, the applicant argued that he had a well-founded fear of being persecuted for his political beliefs."
0,297,584_chunk000,78,1.5302388905949904,Asylum Definition And Assessment,"The applicant sought judicial review of the decision to refuse him asylum in Ireland, which he had applied for on the basis of fear of persecution due to issues with the Taliban and Lashkar-e-Islam. The applicant had tactically not applied for asylum in another Member State, which was a factor the decision maker was permitted to take into consideration."
0,77,3276_chunk001,79,1.4969820878950297,Asylum Definition And Assessment,The court noted that Romania was already unprepared to accommodate asylum applicants before the Ukrainian crisis and that with the high influx of persons...
0,119,3277_chunk001,80,1.4969820878950297,Asylum Definition And Assessment,"When the asylum procedure starts, applicants are usually assigned a lawyer through the Legal Aid Board. The applicant claimed that he received the contested..."
0,169,970_chunk000,81,1.4969820878950297,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI SR):
0,180,974_chunk000,82,1.4969820878950297,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI SR):
0,182,976_chunk000,83,1.4969820878950297,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI of SR):
0,197,961_chunk000,84,1.4969820878950297,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):
0,207,978_chunk000,85,1.4969820878950297,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI of SR):
0,211,967_chunk000,86,1.4969820878950297,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):
0,220,964_chunk000,87,1.4969820878950297,Asylum Definition And Assessment,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):
0,347,562_chunk001,88,1.4969820878950297,Asylum Definition And Assessment,"This moment is important for the commencement date of the temporary asylum residence permit granted to the foreign national.

By decision..."
0,388,643_chunk000,89,1.4969820878950297,Asylum Definition And Assessment,As per the published press release: The Council of State validates the criteria to be met by a new asylum application to be admissible.
0,446,4705_chunk000,90,1.4969820878950297,Asylum Definition And Assessment,"Judgment concerning the freedom of movement of asylum seekers in Ceuta and Melilla, although his application for international protection was admitted for examination.

..."
0,314,577_chunk000,91,1.493434825798304,Asylum Definition And Assessment,"This case concerns the validity of asylum application in accordance with § 29 para. 1 no. 5 i. V. m. Section 71a (1) Asylum Act, in accordance with Section 31 (3) Sentence 1 AsylG. It also refers to the examination of a prohibition on removal according to § 60 Abs. 5 AufenthG i. V. m."
0,150,1647_chunk001,92,1.4617419506056315,Asylum Definition And Assessment,"On 18 March 2020, the Federal Office for Foreign Affairs and Asylum conducted the interview remotely, by video-conference..."
0,152,1648_chunk001,93,1.4617419506056315,Asylum Definition And Assessment,"On 17 November 2011, the Federal Asylum Office rejected again the application, after having found also that the applicant was from Nigeria and ordered the return...."
0,366,512_chunk001,94,1.4617419506056315,Asylum Definition And Assessment,"An asylum seeker from Afghanistan had been expelled and issued with a five year entry ban to Norway in 2012, due to not leaving the country..."
0,516,127_chunk000,95,1.4617419506056315,Asylum Definition And Assessment,The Administrative Court of Nice has ordered the Prefecture of Alpes-Maritimes to register asylum applications of persons entering via Italy....
0,240,931_chunk000,96,1.4583595447352078,Asylum Definition And Assessment,"Pursuant to Art. 4a of the Asylum Act 2005, an application for international protection is to be rejected as inadmissible where the foreign person has been granted asylum or subsidiary protection status in another EEA Member State or Switzerland. In the specific case, the appellant, a Syrian citizen, filed an application for international protection in April 2018."
0,438,88_chunk000,97,1.4583595447352078,Asylum Definition And Assessment,"The Court of Appeal confirmed that the First-tier Tribunal had been entitled to refuse an asylum seeker's appeal against the refusal of her claims for asylum and humanitarian protection. She had failed to establish a well-founded fear of persecution if returned to Iran on the basis of her political activities, conversion to Christianity, and the risk of domestic violence from her husband..."
0,435,170_chunk001,98,1.441432574832544,Asylum Definition And Assessment,"The Court ruled that with the rules on distribution and allocation (§§ 50, 51 AsylG), the law takes into account the regularly particularly important public interest , the burden associated with the reception of asylum seekers in terms of accommodation, food and supervision, evenly on the Federal states and municipalities (see § 45 AsylG). In that regard, an asylum seeker - such as the..."
0,34,4231_chunk000,99,1.428122814833851,Asylum Definition And Assessment,"The case concerned the question whether the State Secretary had correctly established the date from which the applicant benefits of asylum, how to establish the date of application."
1,215,940_chunk001,0,6.989043202459388,Credibility Assessment Definition,The Minister for Migration considers it credible that the third-country national has become politically active in the Netherlands and stands up for the rights of Ahwazi in Iran....
1,25,4729_chunk001,1,6.141534819018082,Credibility Assessment Definition,"By decision of 23 December 2021, his request was rejected as unfounded on the ground that his statements lacked credibility and was ordered to leave the territory within 30 days. He appealed the decision, and the appeal was dismissed..."
1,291,582_chunk000,2,6.141534819018082,Credibility Assessment Definition,The High Court refused an application for judicial review by the applicant of a decision refusing him subsidiary protection. The national decision maker did not find the applicant's assertions that he was “not mentally ok” to be credible.
1,403,151_chunk001,3,5.8518503976171425,Credibility Assessment Definition,"None of them possessed documentary evidence supporting their claimed ages and were referred for medical age assessments consisting of an X-ray of the left hand and wrist and a dental X-ray (Liversidge and Haavikko methods).

Following the assessments, in..."
1,411,57_chunk001,4,5.682178307913178,Credibility Assessment Definition,The Refugee Appeals Tribunal made adverse credibility findings based on matters that had not been put to the applicant and concluded that cumulatively the applicant had not proved that she was a refugee. The applicant challenged the decision by way of judicial review. The High Court...
1,423,201_chunk001,5,5.638717731268793,Credibility Assessment Definition,"It was submitted on behalf of the applicant that a family could be a social group, and that the Tribunal had failed to assess whether..."
1,1,5442_chunk001,6,5.495891122579657,Credibility Assessment Definition,The Constitutional Court considered that the Federal Administrative Court duly assessed both the security and supply...
1,99,3240_chunk001,7,5.477339325724932,Credibility Assessment Definition,"- the State Secretariat for Migration (SEM) and the Federal Administrative Court (TAF), in both first and second instance procedures, have based their decisions to reject the application for international protection on claims that the applicant's testimony lacked credibility and that the authenticity of the documents he presented was..."
1,392,108_chunk000,8,5.2867551033093365,Credibility Assessment Definition,According the ECHR's Information Note 213 (December 2017): The applicant entered Switzerland in 2009 and applied for asylum on the grounds that he had been imprisoned and tortured in his country of origin (Iran) after taking part in a demonstration there. His application was rejected after the Swiss authorities found that his account was not credible.
1,312,366_chunk000,9,5.196351483236044,Credibility Assessment Definition,"In this case the applicant (Nigeria) arrived to Ireland in October 2016. He claimed to be bisexual and that he was the subject of an attempt to force him to join a cult in Nigeria. On May 2017, the International Protection Office informed him the refusal of his application for protection on the ground of lack of credibility. He appealed the decision."
1,39,4036_chunk001,10,5.107758306722866,Credibility Assessment Definition,The Supreme Administrative Corut had to determine whether the administrative court could have assessed the application of the exclusion clause in the case without holding an oral...
1,127,3231_chunk001,11,5.107758306722866,Credibility Assessment Definition,"Finally, it stated that if bone examinations contravene such records and assessments, creating a doubt concerning the applicant's minority, then the applicant should be given the..."
1,447,129_chunk000,12,4.990283112190747,Credibility Assessment Definition,"In the absence of legally binding criteria to assess risk of absconding, applicants may not be detained while waiting for a transfer under the Dublin Regulation.

..."
1,473,196_chunk001,13,4.5698669695353855,Credibility Assessment Definition,"Based on Chapter III of the Dublin III Regulation, the Office of the Refugee Applications Commissioner determined that the United Kingdom was responsible to assess applicant's applications. At this point, the..."
1,3,5443_chunk001,14,4.475602991743769,Credibility Assessment Definition,"It noted also that the lower court duly considered the admissibility of the removal on basis of current country of origin reports on Syria, by assessing both the security and supply situation in Syria as well as the..."
1,223,914_chunk001,15,4.475602991743769,Credibility Assessment Definition,The Migration Court of Appeal assessed whether the applicant had acted under duress and held that this was not the case as the applicant had benefitted from three permits and always came back to the place of employment. The applicant chose to flee...
1,563,52_chunk000,16,4.437532517797776,Credibility Assessment Definition,"On 13 April 2010, Ms. Danqua, a Ghanaian national, applied for refugee status in Ireland arguing that she feared trokosi practices, a form of ritual servitude practised in Ghana predominantly affecting women. In a report dated 16 June 2010, the Refugee Applications Commissioner (Ireland) issued a negative recommendation in respect of that application because of its lack of credibility."
1,89,3250_chunk001,17,4.385149240384235,Credibility Assessment Definition,"Thus, the repealed provision, which states that the absence of proof of possession of the means to support oneself constitutes a threat to public order or safety and is a factor to be taken into account when assessing the duration of an entry ban of up..."
1,235,1086_chunk001,18,4.385149240384235,Credibility Assessment Definition,"Specifically, the assessment consisted of an initial observation by two officers from the Aliens Police, Identification and Human Trafficking Department (AVIM) on 22 January 2018, recorded in an official report, and a subsequent..."
1,311,513_chunk001,19,4.385149240384235,Credibility Assessment Definition,The Supreme Court narrowed the scope of their assessment to be that of whether the revocation violated their right to private life cf. the European Convention of Human Rights Article 8 and Paragraph 102 of the Norwegian...
1,395,20_chunk001,20,4.385149240384235,Credibility Assessment Definition,"According to a medical opinion, treatment requires uninterrupted and controlled daily recurrence of medication and, in addition, a regular injection of medication, so that tuberculosis does not reactivate and become infectious. When assessing the issue, the Supreme..."
1,74,3968_chunk000,21,4.214784243017284,Credibility Assessment Definition,The case concerned an applicant from Pakistan who applied unsuccessfully for asylum in 2012 and return was ordered. He applied for reconsideration which was assessed as subsequent application which was rejected and again an expulsion order was adopted. An appeal was again rejected.
1,2,5443_chunk000,22,4.134471220586689,Credibility Assessment Definition,The Constitutional Court dismissed a complaint against the decision of the Federal Administrative Court concerning detention of a Syrian applicant pending return. It found that the lower court correctly assessed that the detention pending return and its extension were lawful.
1,126,3231_chunk000,23,4.134471220586689,Credibility Assessment Definition,"In January 2022, the Cassation Court of France ruled that a bone examination was insufficient to confirm the applicant's majority. The court specified that, for such examinations to be considered conclusive, they should be corroborated by civil status records and social assessments."
1,189,951_chunk001,24,4.134471220586689,Credibility Assessment Definition,"The Regional Court had dismissed the administrative action for the following reasons:
- there are no individual circumstances which the applicant should reasonably assess a well founded fear of persecution. It has not been shown in the proceedings that the applicant had certain political views, nor has it been shown that the Taliban..."
1,234,1086_chunk000,25,3.982690309526741,Credibility Assessment Definition,"A national of Ivory Coast applied for international protection on 22 January 2018, claiming that he was born on 2001 but did not submit documents to prove his date of birth. Following an age assessment, the State Secretary concluded that the applicant was not a minor."
1,271,989_chunk001,26,3.9109035593434243,Credibility Assessment Definition,"The Council of State upheld the CNDA's decision and rejected OFPRA's appeal on the grounds that the Court's sovereign assessment on the applicant's inadequate understanding and mastery of the English language could not be denatured. In this case, the Office's inadmissibility decision on the grounds of late submission was..."
1,193,972_chunk001,27,3.841658857086875,Credibility Assessment Definition,"Inter alia, the applicant challenged the incorrect legal assessment of the genuineness of his conversion, while mainly reprehending the non-application of the ‘benefit of doubt' principle, insufficient verification of his faith resulting from the fact that only one interview was carried out, during which the defendant failed to focus to a sufficient..."
1,156,920_chunk000,28,3.7748235267810446,Credibility Assessment Definition,"Between 26 July and 1 October 2015, 5 Afghan nationals applied for international protection in Norway, claiming to be 15-16 years old. After further assessments, which also included medical age examinations, the immigration authorities considered that they were all older than 18 years."
1,505,656_chunk000,29,3.7102739674974634,Credibility Assessment Definition,The case concerns an appeal against the decision of the Court of The Hague of 5 October 2016 in case no. 16/20135. The Administrative Jurisdiction Division of the Council of State clarified that the Immigration and Naturalisation Service (IND ) is required to assess in an individual manner whether the criteria for protection still exist.
1,570,137_chunk000,30,3.6478948904828914,Credibility Assessment Definition,"In a case of a Somali applicant related to family reunification, the Supreme Court held that the trial judge was incorrect in forming the view that the potential financial consequences for the State of allowing a discretionary family reunification application cannot be taken into account in the overall assessment as to how the Minister's discretion under the 1996 Act should be exercised."
