qid,query,docno,docid,score,rank,text
104,Asylvurdering Ved Flygtningenævnet,tyrk20266_chunk025,823,0.8938328,15,"Flygtningenævnet bemærker, at selv om det af baggrundsoplysningerne fremgår, at strafforfølgelse kan anvendes som led af oppositionen i Tyrkiet, kræver det fortsat for at kunne begrunde asyl en tilstrækkelig grad af intensitet. Efter en konkret vurdering Flygtningenævnet ikke, at det har været tilfældet i den foreliggende sag."
104,Asylvurdering Ved Flygtningenævnet,stat20261_chunk013,5304,0.8911336,16,"Flygtningenævnet kan i det hele henvise til de grunde, Udlændingestyrelsen har anført, herunder at de generelle forhold for statsløse palæstinensere i Libyen ikke i sig selv kan begrunde asyl. Flygtningenævnet tiltræder endvidere, at der efter baggrundsoplysningerne om Libyen ikke er noget til hinder for, at ansøgeren kan genindrejse i Libyen."
104,Asylvurdering Ved Flygtningenævnet,rusl202636_chunk010,1693,0.89109933,17,"Flygtningenævnet vurderer således, at ansøgeren på en række væsentlige punkter har forklaret divergerende og usammenhængende om sit asylmotiv. Der henvises herved blandt andet til, at ansøgeren til sin oplysnings- og motivsamtale [i sommeren] 2023 oplyste, at han søgte asyl, fordi han ikke ønskede at blive sendt i militæret og i krig."
104,Asylvurdering Ved Flygtningenævnet,paki20264_chunk020,99,0.8906486,18,"Efter en samlet vurdering finder Flygtningenævnet derfor, at ansøgeren ikke er i en asylbegrundende situation, der er omfattet af udlændingelovens § 7. Flygtningenævnet stadfæster derfor Udlændingestyrelsens afgørelse.” Paki/2026/4/lnk"
104,Asylvurdering Ved Flygtningenævnet,dub-belg20262_chunk003,2522,0.8898313,19,"I den foreliggende sag har Flygtningenævnet lagt til grund, at klageren [i sommeren] 2023er blevet registreret som asylsøger i Belgien, hvor han har en verserende asylsag, der behandles i appelprocedure efter, at ansøgeren har modtaget afslag på asyl i 1. instans. På denne baggrund finder Flygtningenævnet, at Belgien som udgangspunkt er forpligtet til at modtage klageren, jf."
104,Asylvurdering Ved Flygtningenævnet,afgh202611_chunk006,5165,0.88954604,20,"Endelig har ansøgeren for Flygtningenævnet som asylmotiv henvist til, at han som følge af sit arbejde og længerevarende ophold i udlandet er blevet ”vestliggjort”. Flygtningenævnet kan – ligesom Udlændingestyrelsen – lægge ansøgerens forklaring til grund."
104,Asylvurdering Ved Flygtningenævnet,rusl20261_chunk005,5408,0.888775,21,"Flygtningenævnet kan ikke lægge ansøgernes forklaringer om deres asylmotiv om frygt for efterstræbelse af de tjetjenske myndigheder og frygt for blodhævn fra private familier til grund. Flygtningenævnet lægger herved vægt på, at den mandlige ansøgers forklaring om asylmotivet på centrale punkter fremstår divergerende."
104,Asylvurdering Ved Flygtningenævnet,bang20261_chunk010,4876,0.88827205,22,"Flygtningenævnet har som Udlændingestyrelsen lagt vægt på, at ansøgeren på flere centrale punkter vedrørende sit asylmotiv har forklaret divergerende og usammenhængende, og at forklaringen som følge heraf fremstår konstrueret til lejligheden."
104,Asylvurdering Ved Flygtningenævnet,etio20261_chunk008,4212,0.8878,23,"Ansøgeren har under den oprindelige asylsag som asylmotiv henvist til, at han var eftersøgt af den daværende regering og af personer med tilknytning til en Amhara-organisation. Flygtningenævnet fandt ved afgørelsen den [vinteren 1995/1996], at ansøgerens forklaring var utroværdig, usandsynlig, upræcis og undvigende. Flygtningenævnet kunne derfor ikke lægge forklaringen til grund."
104,Asylvurdering Ved Flygtningenævnet,syri202620_chunk010,49,0.8873484,24,"Flygtningenævnet har ved denne vurdering også ladet det indgå, at ansøgeren kan være traumatiseret af de overgreb, som hun har været udsat for, ligesom det er tillagt betydning, at behandlingen af ansøgerens asylsag har strakt sig over næsten tre år. Det må efter ansøgerens forklaring også lægges til grund, at hendes familie må betragtes som konservative og traditionelle."
104,Asylvurdering Ved Flygtningenævnet,jord20261_chunk010,4319,0.8870521,25,"Flygtningenævnet afviser herefter og efter en samlet vurdering ansøgerens forklaring om sine asylmotiver. Flygtningenævnet finder på den anførte baggrund, at ansøgeren ikke har sandsynliggjort, at [ansøgeren] ved en tilbagevenden til Jordan vil være i risiko for forfølgelse eller overgreb omfattet af udlændingelovens § 7."
104,Asylvurdering Ved Flygtningenævnet,dub-tysk20265_chunk009,4049,0.8868939,26,"Flygtningenævnet har herved også lagt vægt på, at klageren tidligere har gennemgået en asylsagsbehandling i Tyskland, hvor han har fået afslag. Flygtningenævnet finder i den forbindelse, at der ikke kan bortses fra, at en fornyet asylsagsbehandling i Danmark – som anført af Udlændingestyrelsen – vil kunne forværre klagerens dårlige psykiske tilstand."
104,Asylvurdering Ved Flygtningenævnet,iran20261_chunk004,5310,0.88682014,27,"Efter karakteren og omfanget af de nye oplysninger og det nye materiale finder Flygtningenævnet, at det nye asylmotiv bør undersøges og vurderes af Udlændingestyrelsen i første instans. Flygtningenævnet tager derfor Udlændingestyrelsens påstand om hjemvisning til følge."
104,Asylvurdering Ved Flygtningenævnet,dub-tysk202620_chunk006,1417,0.88679236,28,"Flygtningenævnet bemærker, at formålet med forordningen er, at kun én medlemsstat skal behandle en asylsag."
104,Asylvurdering Ved Flygtningenævnet,jord20261_chunk004,4313,0.8851932,29,"Flygtningenævnet finder, at ansøgerens forklaring om sine asylmotiver på centrale punkter af betydning for vurderingen af [ansøgerens] aktuelle situation fremstår usammenhængende og ikke-overbevisende."
104,Asylvurdering Ved Flygtningenævnet,soma20261_chunk005,5657,0.8851602,30,"I forbindelse med Flygtningenævnets behandling af sagen har ansøgeren som nyt asylmotiv henvist til, at han ved en tilbagevenden til Somalia frygter at blive udsat for menneskehandel. Ansøgeren har samtidig tilkendegivet, at hans tidligere angivne asylmotiv ikke er korrekt."
104,Asylvurdering Ved Flygtningenævnet,irak20262_chunk011,2211,0.8851017,31,"Flygtningenævnet lægger indledningsvis vægt på, at det fremstår påfaldende, at ansøgeren i sit asylansøgningsskema af [sommeren] 2024 intet har oplyst om dette asylmotiv under pkt. 6 ”oplysninger”, selv om det nu fremstår som ansøgerens primære asylmotiv. Dette uanset, at det under asylskemaets pkt."
104,Asylvurdering Ved Flygtningenævnet,rusl202630_chunk007,1301,0.88484645,32,"1 eller 2.Asylmotivet vedrørende ansøgerens frygt for at blive dårligt behandlet i TjetjenienAf de grunde, som Flygtningenævnet har anført i den samtidige afgørelse i broderens asylsag, finder nævnet, at heller ikke dette asylmotiv kan dan­­­ne grundlag for op­holds­tilla­delse efter ud­lændingelovens § 7, stk."
104,Asylvurdering Ved Flygtningenævnet,soma20267_chunk002,2146,0.8845331,33,"Flygtningenævnet kan ikke lægge ansøgerens forklaring til grund. De oplysninger, som ansøgeren har afgivet i ansøgningsskemaet [fra foråret] 2025, og de forklaringer, som han afgav til Udlændingestyrelsen ved oplysning- og motivsamtalen [i efteråret] 2025 og asylsamtalen [i vinteren 2025/2026], er på afgørende punkter stærkt divergerende."
104,Asylvurdering Ved Flygtningenævnet,erit20262_chunk024,5336,0.8845047,34,"Efter en samlet vurdering finder Flygtningenævnet på denne baggrund, at ansøgeren ikke kan meddeles asyl efter udlændingelovens § 7. Flygtningenævnet stadfæster derfor Udlændingestyrelsens afgørelse.” 
Løbenummer: Erit/2026/2/fbll"
104,Asylvurdering Ved Flygtningenævnet,soma20263_chunk006,4415,0.8844881,35,"Flygtningenævnet stadfæster derfor Udlændingestyrelsens afgørelse om, at den sag der blev genoptaget [i vinteren 2023/2024] er bortfaldet. Flygtningenævnet tiltræder endvidere, at der ikke er oplysninger om forhold, der er til hinder for udsendelse til [europæisk land], hvor klageren har asyl."
104,Asylvurdering Ved Flygtningenævnet,ghan20263_chunk005,2975,0.8844562,36,Flygtningenævnet hjemviste [i vinteren 2025/2026] sagen til fornyet behandling i Udlændingestyrelsen med henblik på yderligere sagsoplysning og stillingtagen til det påberåbte asylmotiv vedrørende omskæring.
104,Asylvurdering Ved Flygtningenævnet,bosn20262_chunk007,3287,0.884151,37,"Flygtningenævnet kan endelig tilslutte sig Udlændingestyrelsens vurdering af, at der ikke er forhold, der understøtter ansøgerens frygt for at ansøger vil kunne opleve konflikter med dele af lokalbefolkningen grundet ansøgerens efternavn og som følge heraf skulle være i risiko for asylbegrundende forfølgelse."
104,Asylvurdering Ved Flygtningenævnet,ugan202619_chunk007,587,0.88390815,38,"Hun har for Flygtningenævnet forklaret, at hun opfattede Danmark som en mellemstation. Hun ville søge om asyl i [europæisk land]. Hun har for Flygtningenævnet forklaret, at hun efter to måneder fandt ud af, hvordan hun skulle søge asyl, men at hun valgte ikke at gøre det."
104,Asylvurdering Ved Flygtningenævnet,tyrk20262_chunk004,3444,0.8837389,39,"Flygtningenævnet kan til dels lægge ansøgerens forklaring til grund. Det fremgår af Udlændingestyrelsens afgørelse af [efteråret] 2024, at Udlændingestyrelsen vurderede, at der var oplysninger, der indikerede, at ansøgeren havde været udsat for menneskehandel. Oplysningerne indikerede også, at handelsforholdet var aktuelt. Flygtningenævnet finder dog ikke, at dette i sig selv kan begrunde asyl."
104,Asylvurdering Ved Flygtningenævnet,syri202615_chunk019,673,0.8837088,40,"I den forbindelse kan styrelsen på ny inddrage asylmotivet om ansøgerens generelle frygt for fængsling, idet Flygtningenævnet ikke finder at burde tage isoleret stilling til dette spørgsmål på nuværende tidspunkt, da det må anses for forbundet med de to andre asylmotiver.” syri/2026/15/sesc"
104,Asylvurdering Ved Flygtningenævnet,syri202614_chunk014_dup1,652,0.8835386,41,"Flygtningenævnet bemærker tillige, at i lyset af det regimeskifte, som har fundet sted i Syrien, finder Flygtningenævnet ikke længere er grundlag for generelt at anvende et forsigtighedsprincip i forbindelse med asylvurderingen af syriske statsborgere. Endelig bemærker Flygtningenævnet, at mangel på arbejde er socioøkonomiske forhold, der ikke er asylbegrundende."
104,Asylvurdering Ved Flygtningenævnet,syri202614_chunk014,519,0.8835386,42,"Flygtningenævnet bemærker tillige, at i lyset af det regimeskifte, som har fundet sted i Syrien, finder Flygtningenævnet ikke længere er grundlag for generelt at anvende et forsigtighedsprincip i forbindelse med asylvurderingen af syriske statsborgere. Endelig bemærker Flygtningenævnet, at mangel på arbejde er socioøkonomiske forhold, der ikke er asylbegrundende."
104,Asylvurdering Ved Flygtningenævnet,syri202619_chunk005,123,0.8831054,43,"Flygtningenævnet finder, at dette fortsat er tilfældet. Flygtningenævnet har i nyere praksis desuden fundet, at der ikke er grundlag for at antage, at der i nogen del af Syrien foreligger en generel situation som nævnt i udlændingelovens § 7, stk. 3. Flygtningenævnet kan i det væsentlige lægge ansøgerens forklaringer om sine asylmotiver til grund."
104,Asylvurdering Ved Flygtningenævnet,ugan202617_chunk017,442,0.88296247,44,"Der er efter Flygtningenævnets vurdering tale om betydelige divergenser vedrørende helt afgørende og centrale forhold for ansøgerens asylmotiv. Flygtningenævnet har også lagt vægt på, at ansøgeren først udrejste af Uganda [i foråret] 2024 – det vil sige knap 1 år efter det tidspunkt, hvor han ifølge sin forklaring skulle være blevet frihedsberøvet af 4 personer."
104,Asylvurdering Ved Flygtningenævnet,syri202613_chunk005,480,0.8829299,45,"Flygtningenævnet bemærker, at ansøgeren fremtræder med den fornøden modenhed til at gennemgå en asylsagsbehandling. Nævnet har herved lagt vægt på, at ansøgeren har besvaret de stillede spørgsmål på en måde, der har vist, at hun forstår spørgsmålene og deres betydning. Flygtningenævnet kan delvist lægge ansøgerens forklaring til grund."
104,Asylvurdering Ved Flygtningenævnet,rusl202637_chunk017,3487,0.8829005,46,"Flygtningenævnet har endvidere lagt vægt på, at ansøgeren til sin oplysnings- og motivsamtale forklarede, at han opholdt sig hjemme på sin bopæl, da de tjetjenske myndigheder opsøgte ham omkring 2- 3 måneder efter løsladelsen. Til sin asylsamtale har ansøgeren imidlertid oplyst, at han på dette tidspunkt opholdt sig hos sin faster i [landsby], da han blev opsøgt."
104,Asylvurdering Ved Flygtningenævnet,syri20264_chunk042,3748,0.8828571,47,"Selv hvis den kvindelige ansøgers forklaring lægges til grund, finder Flygtningenævnet, at denne del af asylmotivet hverken i sig selv eller i kombination med andre forhold, jf. afvisningen af øvrige asylmotiver ovenfor, kan føre til, at den kvindelige ansøger risikerer asylbegrundende forfølgelse ved en tilbagevenden til Syrien."
104,Asylvurdering Ved Flygtningenævnet,land20263_chunk004,5034,0.8826637,48,"Endvidere har ansøgeren som asylmotiv henvist til, at han frygter forskelsbehandling og diskrimination generelt på grund af sin fysiske fremtoning, herunder at det vil være svært for ham at finde et arbejde. Et flertal af Flygtningenævnet kan i det væsentligste lægge ansøgerens forklaring om sine asylmotiver til grund."
104,Asylvurdering Ved Flygtningenævnet,dub-nede20261_chunk025,5566,0.8826251,49,"Flygtningenævnet finder, at der ikke foreligger sådanne særlige hensyn, herunder af humanitær karakter, at asylansøgningen bør behandles i Danmark, jf. forordningens artikel 17, stk.1. Flygtningenævnet bemærker endelig, at det fremgår af Nederlandenes accept af [efteråret] 2025, at klageren [i efteråret] 2025 frivilligt indrejste i Nederlandene, hvor han igen indgav ansøgning om asyl."
104,Asylvurdering Ved Flygtningenævnet,paki20264_chunk014,93,0.88259244,50,"Flygtningenævnet har herved også lagt vægt på, at ansøgeren til sin asylsamtale [i foråret] 2026 oplyste, at politiet tilkendegav, at de ville hjælpe familien med at finde [familiemedlem B], og at de tog imod bestikkelse fra ansøgeren og hans familie."
104,Asylvurdering Ved Flygtningenævnet,ugan20267_chunk007,3997,0.88241345,51,"Flygtningenævnet finder endvidere, at ansøgerens forklaringer ved de ovennævnte samtaler om sine seksuelle forhold til mænd ligeledes har været utroværdig, og hans forklaring herom for nævnet har heller ikke fremstået som havende baggrund i egne oplevelser. Han har også i henseende til dette asylmotiv svaret undvigende og ukonkret."
104,Asylvurdering Ved Flygtningenævnet,indi20261_chunk005,2783,0.8823172,52,"Flygtningenævnet kan ikke lægge ansøgerens forklaring til grund om en konflikt med [person A] og [person B]. Flygtningenævnet har ligesom Udlændingestyrelsen lagt vægt på, at ansøgerens forklaring om en jordkonflikt med [person A] og [person B] har været divergerende, udbyggende og usammenhængende om centrale dele af asylmotivet."
104,Asylvurdering Ved Flygtningenævnet,ghan20263_chunk003,2973,0.8817214,53,"Flygtningenævnet tilsidesatte ved nævnsafgørelse af [vinteren 2025/2026] ansøgerens asylmotiv vedrørende den angivelige konflikt med faren, navnlig under henvisning til, at ansøgerens generelle troværdighed var svækket, idet hun havde forklaret divergerende og usammenhængende om sin identitet, og idet hun havde forklaret udbyggende og modstridende om intensiteten af konflikten med sin far."
104,Asylvurdering Ved Flygtningenævnet,tyrk20266_chunk006,804,0.8816211,54,Den kvindelige ansøger har som asylmotiv i det hele henvist til den mandlige ansøgers forhold. Flygtningenævnet kan lægge dele af den mandlige ansøgers forklaring til grund.
104,Asylvurdering Ved Flygtningenævnet,ugan20267_chunk003,3993,0.8815495,55,"Flygtningenævnet finder således, at ansøgerens forklaringer til oplysnings- og motivsamtalen [i vinteren 2024/2025], asylsamtalen [i sommeren 2025] og under nævnsmødet om den angivelige bortførelse og voldsudøvelse i 2021er usandsynlig og utroværdig, og hans forklaring herom for nævnet har ikke fremstået som havende baggrund i egne oplevelser."
104,Asylvurdering Ved Flygtningenævnet,stat20261_chunk011,5302,0.8809569,56,"Ansøgerens forklaring for Flygtningenævnet er i nogen grad fremstået usikker, men nævnet lægger – ligesom Udlændingestyrelsen må anses for at have gjort – ansøgerens forklaring om sine asylmotiver til grund."
104,Asylvurdering Ved Flygtningenævnet,indi20262_chunk007,4302,0.88058877,57,"Flygtningenævnet kan ikke lægge ansøgerens forklaring om sit asylmotiv til grund, idet forklaringen i sin helhed fremstår usandsynlig og ikke-overbevisende, herunder navnlig vedrørende [A’s] interesse i at overtage ansøgerens stilling i organisationen SAD Amritsar og vedrørende opsøgningerne af [A’s] folk i forbindelse med ansøgerens flugt til henholdsvis [by B] og [by C]."
104,Asylvurdering Ved Flygtningenævnet,buru20261_chunk003,3190,0.8805208,58,"Flygtningenævnet kan ikke lægge til grund, at ansøgeren har en konflikt med sine naboer, som kan begrunde asyl. Der er ved afgørelsen lagt vægt på de samme forhold som er anført af Udlændingestyrelsen i afgørelsen af [efteråret] 2025."
104,Asylvurdering Ved Flygtningenævnet,afgh202613_chunk002,845,0.8805131,59,"Ansøgeren har endvidere under Flygtningenævnets behandling af sagen som asylmotiv henvist til, at han risikerer forfølgelse som følge af vestliggørelse."
104,Asylvurdering Ved Flygtningenævnet,ugan202615_chunk016,5204,0.88042104,60,"Flygtningenævnet afviser derfor ansøgerens forklaring om sin homoseksualitet. Flygtningenævnet bemærker, at socioøkonomiske forhold ikke kan begrunde asyl efter udlændingelovens § 7. De generelle forhold i Uganda kan heller ikke begrunde asyl."
104,Asylvurdering Ved Flygtningenævnet,alge20261_chunk017,3095,0.8803131,61,"Flygtningenævnet har også lagt vægt på, at ansøgeren har forklaret forskelligt om flere elementer, der er helt centrale for ansøgerens asylmotiv. Ansøgeren har således forklaret forskelligt om sin relation til [person A] og [person B]."
104,Asylvurdering Ved Flygtningenævnet,syri20266_chunk004,3763,0.8801292,62,"Under sin oprindelige asylsag, hvor Udlændingestyrelsen meddelte afslag [i vinteren 2023/2024], henviste ansøgeren som asylmotiver til, at hun frygtede de forhenværende syriske myndigheder, idet hun og hendes familie havde deltaget i demonstrationer i Syrien, og at hendes søn var i den militærpligtige alder. Ansøgeren har under mødet i Flygtningenævnet frafaldet disse asylmotiver."
104,Asylvurdering Ved Flygtningenævnet,geor20264_chunk011,5180,0.88001275,63,"Flygtningenævnet har herved lagt vægt på de samme forhold, som er fremhævet af Udlændingestyrelsen i afgørelsen af [efteråret] 2025, hvorefter ansøgeren har forklaret divergerende og ikke overbevisende om centrale dele af sit asylmotiv."
104,Asylvurdering Ved Flygtningenævnet,rusl20262_chunk007,5371,0.87983257,64,"Flygtningenævnet lægger ansøgerens forklaring om sit asylmotiv til grund, men tiltræder af de af Udlændingestyrelsen anførte grunde, at ansøgeren ikke har sandsynliggjort, at hun som følge heraf vil være i risiko for asylbegrundende forfølgelse eller overgreb omfattet af udlændingelovens § 7."
104,Asylvurdering Ved Flygtningenævnet,dub-tysk20265_chunk006,4046,0.8796482,65,"Flygtningenævnet bemærker hertil, at Dublinforordningens artikel 17 ikke finder anvendelse i nærværende sag, idet klageren ikke har søgt om asyl i Danmark. Flygtningenævnet har lagt vægt på, at klageren ifølge anmeldelsesrapport [fra vinteren 2025/2026] til politiet og [i vinteren 2025/2026] til DRC Dansk Flygtningehjælp har oplyst, at han ikke ønsker at søge asyl, og at han gerne vil hjemsendes."
104,Asylvurdering Ved Flygtningenævnet,dub-belg20262_chunk044,2563,0.8796135,66,"1, der i øvrigt kan føre til, at klagerens asylsag skal behandles her i landet, stadfæster Flygtningenævnet Udlændingestyrelsens afgørelse.” dub-belg/2026/2/Sael"
104,Asylvurdering Ved Flygtningenævnet,dub-sver202618_chunk003,256,0.8795629,67,"Flygtningenævnet lægger til grund, at klageren var registreret som asylansøger i Sverige, da hun indgav ansøgning om asyl i Danmark. Flygtningenævnet finder på denne baggrund, at Sverige som udgangspunkt er forpligtet til at modtage klageren, jf. forordningens artikel 18, stk. 1, litra c, og at Sverige dermed er ansvarlig for at behandle klagerens ansøgning om international beskyttelse."
104,Asylvurdering Ved Flygtningenævnet,dub-norg20262_chunk012,1487,0.8794867,68,"Flygtningenævnet skal desuden bemærke, at de norske myndigheder i deres accept har henvist til, at de på tidspunktet, hvor klageren søgte om asyl i Norge, ikke behandlede klagerens asylsag, da de havde fået oplyst, at klagerens asylsag allerede var blevet behandlet i [andet europæisk land]. Flygtningenævnet henviser til, at klageren ved overførsel til Norge, kan søge om at få sin sag genoptaget."
104,Asylvurdering Ved Flygtningenævnet,soma20262_chunk023,5591,0.8793217,69,"Flygtningenævnet finder imidlertid ikke, at de foreliggende oplysninger om ansøgerens helbredsforhold ikke på nogen måde indikerer, at ansøgeren risikerer asylbegrundende forfølgelse eller overgreb ved en tilbagevenden til Somalia, hvorfor påstanden om hjemvisning ikke tages til følge. Flygtningenævnet bemærker endeligt, at forhold af socioøkonomisk karakter ikke er asylbegrundende."
104,Asylvurdering Ved Flygtningenævnet,stat202610_chunk020,1331,0.87925565,70,"1 og 5. Helbredsmæssige forhold vil kunne tillægges betydning ved Flygtningenævnets vurdering af, om en asylansøger risikerer forfølgelse eller overgreb i strid med udlændingelovens § 7."
104,Asylvurdering Ved Flygtningenævnet,jord20263_chunk012,3468,0.8790486,71,"Faderens afslag på asyl omfattede også ansøgerens bror. Flygtningenævnet finder, at det er kritisabelt, at Udlændingestyrelsen ikke har partshørt ansøgeren vedrørende faderens forklaring i forbindelse med Udlændingestyrelsens behandling af sagen."
104,Asylvurdering Ved Flygtningenævnet,syri202618_chunk019,160,0.87904215,72,"Flygtningenævnet tiltræder Udlændingestyrelsens vurdering af, at ansøgerens søns behov for behandling er et socioøkonomisk forhold, der ikke giver grundlag for asyl."
104,Asylvurdering Ved Flygtningenævnet,rusl20266_chunk005,4833,0.8789468,73,"Det bemærkes i den anledning, at Flygtningenævnet tiltræder, at ansøgeren efter en konkret vurdering baseret på hans alder og udvikling har haft en sådan modenhed, at det har været ubetænkeligt at lade ham gennemgå en asylretlig procedure og vurdering. Flygtningenævnet kan til dels lægge ansøgerens forklaring til Udlændingestyrelsen til grund."
104,Asylvurdering Ved Flygtningenævnet,rusl202626_chunk008,836,0.87892187,74,"Vedrørende ansøgerens asylmotiv om, at hun er i risiko for asylbegrundet overgreb som følge af frygt for sin eksmand, [A], der har siddet i fængsel i [10-20] år og skulle være blevet løsladt i [2021-2024], finder Flygtningenævnet, at ansøgeren ikke har sandsynliggjort, at hun af den grund er i en asylbegrundende situation."
104,Asylvurdering Ved Flygtningenævnet,rusl202614_chunk002,2700,0.87882143,75,"Ansøgeren henviste under behandlingen af sin oprindelige asylsag, som Flygtningenævnet hjemviste til fornyet behandling i Udlændingestyrelsen [i foråret] 2025, som asylmotiv til, at han frygter at blive dræbt af myndighederne ved en tilbagevenden til Rusland på grund af sine politiske aktiviteter."
104,Asylvurdering Ved Flygtningenævnet,paki20263_chunk019,4123,0.8783698,76,"Flygtningenævnet kan ikke lægge ansøgerens forklaring om sit asylmotiv til grund, idet hans forklaring ikke forekommer sammenhængende eller overbevisende."
104,Asylvurdering Ved Flygtningenævnet,ukra20269_chunk003,3422,0.8782787,77,"Flygtningenævnet kan lægge ansøgerens forklaring til grund med den undtagelse, at det ikke kan lægges til grund som forklaret af ansøgeren under mødet i Flygtningenævnet, at han er Jehovas Vidne, idet han gentagne gange under asylsamtalen med Udlændingestyrelsen [i efteråret] 2025 udtalte, at han ikke er Jehovas Vidne. Ansøgeren er på nuværende tidspunkt [i trediverne] år."
