qid,docid,docno,query,text,score,rank
103,2723,ugan202610_chunk000,health notifications and claimant status,"Nævnet meddelte i april 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Uganda. Indrejst i 2024. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk tooro og kristen af trosretning fra [by], Uganda. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",-13.928290367126465,14
103,3577,syri20263_chunk000,health notifications and claimant status,"Nævnet meddelte i marts 2026 opholdstilladelse (K-status) til en kvindelig statsborger fra Syrien. Indrejst i 2019. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk kurder og sunnimuslim fra Syrien. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",-13.937524795532227,15
103,3196,ugan202612_chunk000,health notifications and claimant status,"Nævnet meddelte i april 2026 opholdstilladelse K-status til en mandlig statsborger fra Uganda. Indrejst i 2024. Flygtningenævnet udtalte:
”Ansøgeren er etnisk [etnicitet] og kristen under [særlig kristen bevægelse] fra [by], Uganda. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",-13.947807312011719,16
103,3514,syri20261_chunk000,health notifications and claimant status,"Nævnet meddelte i marts opholdstilladelse (B-status) til en kvindelig statsborger fra Syrien. Sagen er sambehandlet med Syri/2026/2/flfr. Indrejst i 2015. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk araber og sunnimuslim fra Syrien. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer.",-13.951623916625977,17
103,1080,dub-bulg20261_chunk012,health notifications and claimant status,"Flygtningenævnets afgørelse var, at klageren kunne overføres til Bulgarien efter forudgående indhentelse af en individuel garanti. Flygtningenævnet skal ved afgørelsen i den foreliggende sag vurdere de generelle forhold, klageren må forventes at blive mødt med i Bulgarien i forhold til, at han nu vil have status som afvist asylansøger.",-13.972289085388184,18
103,4366,ukra20266_chunk021,health notifications and claimant status,"External monitoring bodies have repeatedly raised concerns regarding the insufficiency of mental health support.” Ansøgeren har under nævnsmødet fremlagt et omfattende lægeligt journalmateriale til belysning af sine helbredsmæssige forhold, herunder sit behov for psykiatrisk og/eller psykologisk behandling.",-14.008796691894531,19
103,3157,irak20263_chunk000,health notifications and claimant status,"Nævnet meddelte i april 2026 opholdstilladelse (K-Status) til en kvindelig statsborger samt to børn fra Irak. Indrejst i 2025. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk kurder og sunni muslim fra [by], Irak. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",-14.014118194580078,20
103,4364,ukra20266_chunk019,health notifications and claimant status,"With regard to health care, access is formally available but practically constrained by limited resources and staffing shortages. The 2024 report notes that while some institutions have on-site medical units and provide basic primary care, access to specialised medical treatment or emergency care often requires referral to external hospitals, which may be delayed due to administrative procedures.",-14.02188491821289,21
103,39,syri202620_chunk000,health notifications and claimant status,"Nævnet meddelte i august 2026 opholdstilladelse (B-status) til en kvindelig statsborger fra Syrien. Indrejst i 2024. Flygtningenævnet udtalte: 
Ansøgeren er etnisk araber og sunnimuslim fra Latakia, Syrien. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",-14.023221969604492,22
103,1159,bulg20263_chunk021,health notifications and claimant status,"Thе SAR also stated that where treatment was required outside the coverage of the National Health Insurance Fund (NHIF), assistance was sought from NGOs for funding, and there were also cases where the staff from reception centers purchased medicines for children and individuals. …
Although moderate, the efforts made for the vulnerability identification resulted in a notable increase in the absol",-14.031310081481934,23
103,5724,ugan20262_chunk000,health notifications and claimant status,"Nævnet meddelte i januar 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Uganda. Indrejst i 2023. Flygtningenævnet udtalte:
Ansøgeren er etnisk muganda og uden religiøs overbevisning fra [by], Uganda. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",-14.046075820922852,24
103,548,ugan202618_chunk000,health notifications and claimant status,"Nævnet meddelte i august 2026 opholdstilladelse (K-status) til en kvindelig statsborger fra Uganda. Indrejst i 2023. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk [etnicitet] og kristen fra [by], Uganda. Ansøgeren har oplyst, at hun i Uganda har været medlem af [en forening], der bl.a. støttede LGBT-personer, og at hun i Danmark har deltaget i [LGBT-relaterede arrangementer].",-14.046637535095215,25
103,3756,syri20264_chunk050,health notifications and claimant status,"Afledt status og konsekvensstatus[:] Flygtningenævnet finder, at der ikke er noget grundlag for – med henblik på at iagttage hensynet til familiens enhed – at meddele ansøgerne opholdstilladelse som konsekvens af deres herboende sønners opholdstilladelse i Danmark.",-14.054193496704102,26
103,1093,dub-bulg20261_chunk025,health notifications and claimant status,"If, however, the Dublin returnee is among those, whose asylum procedures ended prior their return to Bulgaria with a refusal in absentia on the merits (substance), they are treated as irregular migrants with no access to the labour market, health care system or any other services that require legal residence and an identity document.",-14.055591583251953,27
103,3131,afgh202649_chunk000,health notifications and claimant status,"Nævnet meddelte i april 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Afghanistan. Ansøgeren er mindreårig. Indrejst i 2025. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk usbeker og sunnimuslim fra [by], [distrikt], [provins], Afghanistan. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",-14.059109687805176,28
103,5277,land20261_chunk000,health notifications and claimant status,"Nævnet meddelte i januar 2026 opholdstilladelse (K-status) til en mand. Indrejst i 2015 og oprindeligt meddelt opholdstilladelse efter udlændingelovens § 7, stk. 1. Klageren blev i 2024 idømt fængsel i 3 år for overtrædelse af straffelovens § 245, stk. 1, jf. § 246 samt udvist af Danmark med indrejseforbud for bestandigt.",-14.067413330078125,29
103,3225,erit20268_chunk000,health notifications and claimant status,"Nævnet meddelte i april 2026 opholdstilladelse (K-status) til en kvindelig statsborger fra Eritrea. Ansøgeren er mindreårig. Sagen er sambehandlet med Erit/2026/5/AALK, Erit/2026/6/AALK og Erit/2026/7/AALK. Indrejst i 2024. Flygtningenævnet udtalte:
”Ansøgeren er etnisk [etnicitet] og [trosretning]. Ansøgeren er født [i efteråret] [2014-2017] i Danmark.",-14.092134475708008,30
103,1104,dub-bulg20261_chunk036,health notifications and claimant status,"In addition, the lack of interpretation between detained migrants and doctors, feldshers, nurses and psychologists limited severely the possibilities to provide any proper medical or psychological assistance. Nutrition is poor, no special diets are provided to children or pregnant women. Health care is a major issue as not all detention centres have medical staff appointed on a daily basis.",-14.136842727661133,31
103,4988,paki20262_chunk000,health notifications and claimant status,"Nævnet meddelte i februar 2026 opholdstilladelse (K-status) til en kvindelig statsborger fra Pakistan. Ansøgeren søgte asyl i 2024. Flygtningenævnet udtalte:
”Ansøgeren har oplyst, at hun er født og opvokset i {by], Pakistan, og at hun er etnisk pakistaner og sunni-muslim af trosretning. Hun tilhører Bhatti-kasten.",-14.141545295715332,32
103,3130,soma20266_chunk011,health notifications and claimant status,"Det bemærkes i den forbindelse, at klageren efter oplysningerne i sagen allerede opfyldte betingelserne herfor ved Udlændingestyrelsens afgørelse om forlængelse af [foråret 2023], som der blev klaget over [i vinteren 2023/2024] med påstand om statusændring.” Soma/2026/6/MSI",-14.164514541625977,33
103,5218,ugan202614_chunk000,health notifications and claimant status,"Nævnet meddelte i maj 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Uganda. Indrejst i 2023. Flygtningenævnet udtalte:
Ansøgeren er etnisk muganda og muslim fra [distrikt] i [by], Uganda. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",-14.180709838867188,34
103,3254,erit20266_chunk000,health notifications and claimant status,"Nævnet meddelte i april 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Eritrea. Ansøgeren er mindreårig. Sagen er sambehandlet med Erit/2026/5/AALK, Erit/2026/7/AALK og Erit/2026/8/AALK. Indrejst i 2024.Flygtningenævnet udtalte:”Ansøgeren er etnisk [etnicitet]og [trosretning]. Ansøgeren er født [i foråret] [2015-2018] i [europæisk land].",-14.184978485107422,35
103,100,ugan202620_chunk000,health notifications and claimant status,"Nævnet meddelte i august 2026 opholdstilladelse K-status til en mandlig statsborger fra Uganda. Indrejst i 2024. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk muganda og kristen fra [by A], Uganda. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",-14.187444686889648,36
103,3203,erit20265_chunk000,health notifications and claimant status,"Nævnet meddelte i april 2026 opholdstilladelse (K-status) til en kvindelig statsborger fra Eritrea. Sagen er sambehandlet med Erit/2026/6/AALK, Erit/2026/7/AALK og Erit/2026/8/AALK. Indrejst i 2024. Genoptaget sag. Flygtningenævnet udtalte:
”Ansøgeren er etnisk [etnicitet], [trosretning] og født i byen [by], [andet afrikansk land].",-14.207867622375488,37
103,5429,afgh202645_chunk004,health notifications and claimant status,"Ansøgerens mor og søster har nu opnået opholdstilladelse i medfør af udlændingelovens § 7, stk. 1. På denne baggrund, og henset til grundlaget for, at ansøgeren i februar 2023 blev meddelt opholdstilladelse efter udlændingelovens § 7, stk. 2, bør der ske statusændring for ansøgeren som afledt konsekvens heraf.",-14.228229522705078,38
103,331,ugan202621_chunk000,health notifications and claimant status,"Nævnet meddelte i august 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Uganda. Indrejst i 2024. Flygtningenævnet udtalte: 
Ansøgeren er etnisk muganda og kristen fra [by] i [region], Uganda. Ansøgeren har siden starten af 2024 været medlem af [politisk parti].",-14.228864669799805,39
103,3241,erit20267_chunk000,health notifications and claimant status,"Nævnet meddelte i april 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Eritrea. Ansøgeren er mindreårig. Sagen er sambehandlet med Erit/2026/5/AALK, Erit/2026/6/AALK og Erit/2026/8/AALK. Indrejst i 2024. Flygtningenævnet udtalte:
”Ansøgeren er etnisk [etnicitet] og [trosretning]. Ansøgeren er født [i sommeren] [2022-2025] i [europæisk land].",-14.238737106323242,40
103,1713,irak20265_chunk000,health notifications and claimant status,"Nævnet stadfæstede i juni 2026 Udlændingestyrelsens afgørelse i en sag om statusændring vedrørende en kvindelig statsborger fra Irak. Indrejst i 2015. Flygtningenævnet udtalte: 
”Klageren er etnisk araber og sunnimuslim fra Irak. Klageren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",-14.248591423034668,41
103,1329,stat202610_chunk018,health notifications and claimant status,"De generelle forhold i sundhedsvæsenet i Libanon er desuden beskrevet i ACAPS (Assessment Capacities Project), The effect on the socioeconomic crisis on health care, 19. oktober 2023, WHO, Public Health Situation Analysis, 9. oktober 2024 og om adgangen for statsløse palæstinensere til lægebehandling og medicin ved UNRWA i Libanon i lyset af den skærpede sikkerhedssituation i landet, jf. herved ”U",-14.258865356445312,42
103,3759,syri20266_chunk000,health notifications and claimant status,Nævnet meddelte i marts 2026 opholdstilladelse (B-status) til en kvindelig statsborger samt to mindreårige børn fra Syrien. Sagen er sambehandlet med Syri/2026/7/Sael. Indrejst i 2015.,-14.27252197265625,43
103,1099,dub-bulg20261_chunk031,health notifications and claimant status,"In 2024 report with regard to health-care services at both detention centres in Busmantsi and Lyubimets, ECPT found the only positive aspects to have been the 24/7 health-care staff coverage and an improved in comparison with, access to outside consultations, including dental care and hospitalisations.",-14.276308059692383,44
103,1403,dub-nede20265_chunk016,health notifications and claimant status,"Problems with healthcare accessibility exist in almost half of the (crisis) shelters. Additionally, the majority of the (crisis) shelters are detrimental to children, who experience a decline in health and weight loss due to a lack of activities, safe play areas, and healthy food.",-14.281160354614258,45
103,4436,stat20265_chunk014,health notifications and claimant status,"4.4, og senest UNRWA’s note ”Where We Work”, februar 2025. De generelle forhold i sundhedsvæsenet i Libanon er desuden beskrevet i ACAPS (As­sessment Capacities Project), The effect on the socioeconomic crisis on health care, den 19. oktober 2023, og WHO, Public Health Situation Analysis, den 9. oktober 2024.",-14.284080505371094,46
103,4190,dub-nede20263_chunk018,health notifications and claimant status,"Additionally, the majority of the (crisis) shelters are detrimental to children, who experience a decline in health and weight loss due to a lack of activities, safe play areas, and healthy food.",-14.2964448928833,47
103,5531,dub-nede20262_chunk018,health notifications and claimant status,"Additionally, the majority of the (crisis) shelters are detrimental to children, who experience a decline in health and weight loss due to a lack of activities, safe play areas, and healthy food.",-14.2964448928833,48
103,5556,dub-nede20261_chunk015,health notifications and claimant status,"Additionally, the majority of the (crisis) shelters are detrimental to children, who experience a decline in health and weight loss due to a lack of activities, safe play areas, and healthy food.",-14.2964448928833,49
103,1888,dub-nede20264_chunk016,health notifications and claimant status,"Additionally, the majority of the (crisis) shelters are detrimental to children, who experience a decline in health and weight loss due to a lack of activities, safe play areas, and healthy food.",-14.330326080322266,50
103,1091,dub-bulg20261_chunk023,health notifications and claimant status,"f funding for repairs and refurbishment, which is why in practice only 3,125309 out of 5,160 official accommodation places were assessed as fit for living (3,225 in 2024; 3,592 in 2023; 3,932 in 2022). …
Although the access to the national health care system is automatically reinstated after the Dublin return, the national health care package is generally scarce and does not provide for any tailo",-14.34019660949707,51
103,0,afgh202618_chunk000,health notifications and claimant status,"Nævnet meddelte i august 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Afghanistan. Indrejst i 2010. Genoptaget sag.Flygtningenævnet udtalte: 
”Ansøgeren er etnisk tadjik og muslim af trosretning fra [by A], Afghanistan. Ansøgeren er opvokset i Kabul, til han var [0-3] år gammel, hvorefter familien udrejste til Iran, hvor de boede i [tre-fem] år.",-14.344528198242188,52
103,2698,rusl202614_chunk000,health notifications and claimant status,"Nævnet meddelte i april 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Rusland. Indrejst i 2022. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk russer og ateist fra [by], Rusland.",-14.345587730407715,53
103,2116,ukra202610_chunk011,health notifications and claimant status,"For men aged 25 and above, issues may additionally arise regarding potential liability for evasion of mobilisation, depending on their status in the military registration system.” I Landinfos rapport ”Temanotat. Ukraina.",-14.351332664489746,54
103,4438,stat20265_chunk016,health notifications and claimant status,"Det frem­­går endvidere af rapporten ”Access and Barriers to Mental Health Care for Pale­sti­nian Refugees in Lebanon (PRL)” fra 2024, at UNRWA sigter mod at have 7 typer af basale psykofarmaka til rådighed gratis i deres klinikker baseret på en liste fra WHO om den mest essentielle, nødvendige medicin. Nogle patienter har brug for mere avan­ceret medicin end disse 7.",-14.361234664916992,55
103,452,afgh202617_chunk000,health notifications and claimant status,"Nævnet meddelte i august 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Afghanistan. Indrejst i 2011. Genoptaget sag. Flygtningenævnet udtalte: 
”Ansøgeren er født i [land A], er etnisk hazara og shiamuslim, og hans forældre stammer fra [by A], Afghanistan.",-14.372931480407715,56
103,3679,syri20262_chunk037,health notifications and claimant status,"In addition to their individual sectarian background and specific region, women face different challenges depending on their civil status. The situation of single, widowed, or divorced women has not changed or improved under the new government; they continue to face the same difficulties regarding employment, transport, housing, protection, and access to official documents.",-14.407161712646484,57
103,3796,syri20266_chunk037,health notifications and claimant status,"In addition to their individual sectarian background and specific region, women face different challenges depending on their civil status. The situation of single, widowed, or divorced women has not changed or improved under the new government; they continue to face the same difficulties regarding employment, transport, housing, protection, and access to official documents.",-14.407161712646484,58
103,3860,syri20267_chunk037,health notifications and claimant status,"In addition to their individual sectarian background and specific region, women face different challenges depending on their civil status. The situation of single, widowed, or divorced women has not changed or improved under the new government; they continue to face the same difficulties regarding employment, transport, housing, protection, and access to official documents.",-14.407161712646484,59
103,1095,dub-bulg20261_chunk027,health notifications and claimant status,"In the few cases when the returnees are not detained after their arrival, usually – due to administrative or institutional entanglements, they may face homelessness and destitution because of their irregular status in Bulgaria and the lack of valid residence and/or identity documents.",-14.415750503540039,60
103,5030,land20263_chunk000,health notifications and claimant status,"Nævnet meddelte i februar 2026 opholdstilladelse (K-status) til en mandlig statsborger fra [et MENA-land]. Indrejst i 2022. Ansøgeren blev i 2022 idømt fængsel i 60 dage for overtrædelse af lov om euforiserende stoffer samt udvist af Danmark med indrejseforbud i 6 år. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk araber og muslim fra [by], [MENA-land].",-14.449098587036133,61
103,3823,syri20267_chunk000,health notifications and claimant status,Nævnet meddelte i marts 2026 opholdstilladelse (B-status) til en kvindelig statsborger fra Syrien. Sagen er sambehandlet med Syri/2026/6/Sael. Indrejst i 2015.,-14.463881492614746,62
103,5206,rusl202627_chunk000,health notifications and claimant status,"Nævnet meddelte i juli 2026 opholdstilladelse (K-status) til et ægtepar samt et mindreårigt barn fra Rusland. Indrejst i 2023. Flygtningenævnet udtalte:
Den mandlige ansøger er etnisk tjetjener og sunnimuslim født i [by A], [land]. Ansøgeren har kort tid efter, at han blev født og indtil sin udrejse af Rusland, boet i [by B], Tjetjenien, Rusland.",-14.466901779174805,63
103,4419,myan20261_chunk000,health notifications and claimant status,"Nævnet meddelte i marts 2026 opholdstilladelse (K-status) til en kvindelig statsborger fra Myanmar. Indrejst i 2017. Sagen blev behandlet på formandskompetence. Genoptaget sag. Flygtningenævnet udtalte: 
Ved skriftlig henvendelse af [foråret]2026 har Udlændingestyrelsen indstillet, at ansøgeren med¬-deles opholdstilladelse i henhold til udlændingelovens § 7, stk. 1.",-14.48597240447998,64
103,4232,ugan20268_chunk000,health notifications and claimant status,"Nævnet meddelte i marts 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Uganda. Indrejst i 2024. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk muganda og kristen af trosretning fra [by A] i [distrikt], Uganda. Ansøgeren er født i [by B] og opvokset i [by C] og har også boet i [forstad A] og [by D].",-14.515378952026367,65
103,5105,erit20263_chunk000,health notifications and claimant status,"Nævnet meddelte i februar 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Eritrea. Indrejst i 1994 og oprindeligt meddelt opholdstilladelse efter udlændingelovens § 7, stk. 1. Klageren er ved flere domme vedrørende samme type kriminalitet idømt fængsel og udvist af Danmark. Klageren blev senest i 2024 idømt fængsel i 6 måneder for overtrædelse af bl.a. straffelovens § 123, stk.",-14.517481803894043,66
103,2104,afgh20267_chunk024,health notifications and claimant status,"1, må anses for opstået efter dette tidspunkt, meddeles ansøgeren opholdstilladelse efter udlændingelovens § 7, stk. 1 som konsekvens af ægtefællens status.” Afgh/2026/7/CARA",-14.524744033813477,67
103,2080,afgh20267_chunk000,health notifications and claimant status,"Nævnet meddelte i maj 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Afghanistan. Indrejst i 2011. Genoptaget sag. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk pashtun og muslim af trosretning fra landsbyen [landsby]i Herat-provinsen, Afghanistan.",-14.53526496887207,68
103,3119,soma20266_chunk000,health notifications and claimant status,"Nævnet ændrede i april 2026 Udlændingestyrelsens afgørelse i en sag om statusændring vedrørende en mandlig statsborger fra Somalia, således at vedkommende blev meddelt opholdstilladelse jf. udlændingelovens § 7, stk. 1. Indrejst i 2012. Flygtningenævnet udtalte:
”Klageren er etnisk somali og sunnimuslim af trosretning. Klageren er født i [afrikansk land] og klagerens mor er fra [by], Somalia.",-14.575639724731445,69
103,3583,syri20263_chunk006,health notifications and claimant status,"Women[:] In March 2025, President Ahmed al-Sharaa signed a constitutional declaration that includes Article 21 on women’s rights. Article 21 states that the Syrian state shall uphold women’s social status, protect their dignity, and support their role within both the family and society.",-14.5859956741333,70
103,3653,syri20262_chunk011,health notifications and claimant status,"Women[:] In March 2025, President Ahmed al-Sharaa signed a constitutional declaration that includes Article 21 on women’s rights. Article 21 states that the Syrian state shall uphold women’s social status, protect their dignity, and support their role within both the family and society.",-14.5859956741333,71
103,4362,ukra20266_chunk017,health notifications and claimant status,"Af Udlændingestyrelsens rapport udgivet i marts 2026 (Country of origin information (COI) Thematic COI Report, Ukraine, Return and mobilization) fremgår blandt andet: “4.2.2 Nutrition and health care Sources quoted in the DIS reports consistently identified deficiencies in nutrition and health care within Ukrainian detention facilities.",-14.58617115020752,72
103,3523,syri20261_chunk009,health notifications and claimant status,"Article 21 states that the Syrian state shall uphold women’s social status, protect their dignity, and support their role within both the family and society. It guarantees their rights to education and employment, as well as the protection of their social, economic, and political rights. The article also commits to safeguarding women from all forms of oppression, injustice, and violence.",-14.591299057006836,73
103,3771,syri20266_chunk012,health notifications and claimant status,"Article 21 states that the Syrian state shall uphold women’s social status, protect their dignity, and support their role within both the family and society. It guarantees their rights to education and employment, as well as the protection of their social, economic, and political rights. The article also commits to safeguarding women from all forms of oppression, injustice, and violence.",-14.591299057006836,74
103,3835,syri20267_chunk012,health notifications and claimant status,"Article 21 states that the Syrian state shall uphold women’s social status, protect their dignity, and support their role within both the family and society. It guarantees their rights to education and employment, as well as the protection of their social, economic, and political rights. The article also commits to safeguarding women from all forms of oppression, injustice, and violence.",-14.591299057006836,75
103,3548,syri20261_chunk034,health notifications and claimant status,"In addition to their individual sectarian background and specific region, women face different challenges depending on their civil status. The situation of single, widowed, or divorced women has not changed or improved under the new government; they continue to face the same difficulties regarding employment, transport, housing, protection, and access to official documents.",-14.621997833251953,76
103,3609,syri20263_chunk032,health notifications and claimant status,"In addition to their individual sectarian background and specific region, women face different challenges depending on their civil status. The situation of single, widowed, or divorced women has not changed or improved under the new government; they continue to face the same difficulties regarding employment, transport, housing, protection, and access to official documents.",-14.621997833251953,77
103,4444,stat20265_chunk022,health notifications and claimant status,"Det fremgår endeligt af rapporten ”Access and Barriers to Mental Health Care for Palestinian Refugees in Lebanon (PRL)” (2024) udarbejdet af Dansk Flygtningehjælp og VIA University College, at UNRWA har udviklet et program (MHPSS), der er in­te­greret ind i de primære sundhedsklinikker, som beskæftiger sig med forskellige ni­veauer af tiltag ved psykisk sygdom.",-14.641828536987305,78
103,3737,syri20264_chunk031,health notifications and claimant status,"A Kurdish activist interviewed by DIS stated that this would have been inconceivable under the former government. As regards the status of stateless and naturalised Kurds, a source stated that the current authorities have not revoked the Syrian citizenship of the Ajanib — Kurds from Hasakah who were naturalized in 2011 by the former government.",-14.693479537963867,79
103,1327,stat202610_chunk016,health notifications and claimant status,"Statsløse palæstinenseres generelle adgang til sundhedsydelser i Libanon er beskrevet i Flygtningenævnets bagrundoplysninger, herunder i rapporten, ”Access to Health Care Services for Palastinian Refugees in Lebanon, (2024), DRC Dansk Flygtningehjælps Temarapport, Libanon, Palæstinensiske flygtninge i Libanon og adgangen til UNRWA’s ydelser, marts 2022, navnlig pkt.",-14.73721981048584,80
103,488,syri202613_chunk013,health notifications and claimant status,"SNHR noted that the integration agreement signed on 30 January 2026 did not alter the legal status of the Mandatory Self-Defense Duty. However, in practice, the ‘self-defence duty’ became unenforceable in Raqqa and Deir Ez-Zor governorates following their transfer to transitional government control. After January 2026 no recruitment campaigns for the ‘self-defence duty’ have been reported.",-14.771388053894043,81
