qid,docno,label
2,936_chunk000,2
2,121_chunk001,4
2,196_chunk001,4
2,5443_chunk001,4
2,914_chunk001,4
2,52_chunk000,4
2,3250_chunk001,4
2,1086_chunk001,4
2,513_chunk001,4
2,20_chunk001,4
2,3968_chunk000,4
2,5443_chunk000,4
2,3231_chunk000,4
2,951_chunk001,4
2,505_chunk001,5
2,86_chunk000,4
2,1086_chunk000,2
2,989_chunk001,4
2,972_chunk001,4
2,920_chunk000,4
2,656_chunk000,4
2,137_chunk000,4
2,1648_chunk000,2
2,654_chunk000,4
2,927_chunk000,4
2,2511_chunk000,4
3,505_chunk002,4
3,981_chunk000,4
3,931_chunk001,4
3,43_chunk000,2
3,1573_chunk000,4
3,117_chunk000,4
3,3239_chunk000,4
3,956_chunk000,4
3,218_chunk001,4
3,585_chunk000,4
3,953_chunk000,4
3,582_chunk000,2
3,4709_chunk001,5
3,204_chunk001,4
3,136_chunk000,1
3,4167_chunk000,2
3,931_chunk000,4
3,3230_chunk000,2
3,136_chunk001,2
3,256_chunk001,4
3,590_chunk000,2
3,145_chunk000,4
3,58_chunk000,4
3,218_chunk000,2
3,645_chunk000,4
3,256_chunk000,4
3,97_chunk000,4
3,143_chunk000,1
3,51_chunk001,1
3,608_chunk000,1
3,69_chunk000,4
3,650_chunk000,4
3,85_chunk001,2
3,2506_chunk001,4
3,105_chunk001,2
3,984_chunk001,4
3,6098_chunk000,2
3,987_chunk001,2
3,576_chunk000,2
3,44_chunk001,2
3,3275_chunk000,1
3,366_chunk000,2
3,649_chunk000,4
3,4728_chunk001,2
3,689_chunk001,2
3,4705_chunk000,2
3,923_chunk000,4
3,650_chunk001,4
3,591_chunk000,2
3,1090_chunk001,1
3,589_chunk001,4
3,175_chunk001,1
3,649_chunk001,4
3,3269_chunk000,2
3,3275_chunk001,2
3,579_chunk000,0
3,47_chunk001,2
3,957_chunk001,2
3,2505_chunk000,2
3,32_chunk000,4
3,3239_chunk001,4
3,3286_chunk001,4
3,1091_chunk000,1
3,46_chunk000,2
3,4709_chunk000,4
3,3270_chunk000,4
3,953_chunk001,4
3,647_chunk001,1
3,582_chunk001,2
3,585_chunk001,4
3,4992_chunk000,2
3,3924_chunk000,2
3,3924_chunk001,4
3,976_chunk001,1
3,4999_chunk000,2
3,3964_chunk000,2
3,3270_chunk001,4
3,955_chunk001,1
3,1564_chunk001,2
3,658_chunk000,2
3,579_chunk001,2
3,151_chunk000,1
3,50_chunk001,1
3,3963_chunk000,4
3,3965_chunk000,4
3,981_chunk001,2
3,1011_chunk000,2
3,5761_chunk000,2
3,4729_chunk000,2
3,956_chunk001,2
3,607_chunk000,2
3,46_chunk001,1
3,4730_chunk000,2
3,4036_chunk000,4
3,4150_chunk000,2
3,1086_chunk000,1
3,589_chunk000,4
3,4037_chunk001,1
3,3240_chunk001,2
3,3207_chunk000,4
4,934_chunk000,4
4,64_chunk000,4
4,6098_chunk000,2
4,633_chunk000,4
0,978_chunk001,2
0,590_chunk000,2
0,938_chunk000,2
0,964_chunk001,1
0,54_chunk000,4
0,148_chunk001,4
0,942_chunk000,4
0,181_chunk001,4
0,178_chunk000,4
0,643_chunk001,2
0,506_chunk001,4
0,589_chunk000,4
0,54_chunk001,4
0,2508_chunk001,1
0,4184_chunk001,2
0,169_chunk000,4
0,69_chunk000,4
0,639_chunk000,4
0,177_chunk000,1
0,57_chunk001,2
0,1564_chunk000,5
0,50_chunk001,2
0,4231_chunk001,4
0,547_chunk000,4
0,925_chunk000,4
0,200_chunk000,4
0,197_chunk000,4
0,142_chunk001,4
0,3406_chunk001,2
0,980_chunk000,4
0,633_chunk000,4
0,145_chunk000,4
0,937_chunk001,1
0,573_chunk001,2
0,937_chunk000,2
0,645_chunk000,4
0,4036_chunk000,4
0,550_chunk001,1
0,944_chunk000,4
0,928_chunk000,4
0,913_chunk001,4
0,3409_chunk000,4
0,564_chunk000,4
0,583_chunk000,4
0,121_chunk001,2
1,964_chunk001,1
1,984_chunk001,2
1,178_chunk001,2
1,978_chunk001,2
1,4037_chunk001,2
1,175_chunk000,4
1,176_chunk000,2
1,583_chunk001,2
1,996_chunk001,5
1,61_chunk001,5
1,643_chunk000,2
1,643_chunk001,2
1,974_chunk001,4
1,43_chunk001,2
1,995_chunk001,2
1,175_chunk001,1
1,934_chunk000,4
1,141_chunk001,1
1,654_chunk001,1
1,938_chunk001,1
1,506_chunk001,2
1,923_chunk000,4
1,45_chunk001,2
1,985_chunk001,2
1,84_chunk001,1
1,204_chunk001,2
1,976_chunk001,2
1,577_chunk000,2
1,961_chunk001,4
1,993_chunk001,2
1,970_chunk001,1
1,142_chunk001,4
1,140_chunk002,2
1,645_chunk000,4
1,366_chunk001,1
1,649_chunk000,4
1,177_chunk000,1
1,986_chunk001,2
1,51_chunk001,0
1,942_chunk000,1
1,511_chunk001,2
1,932_chunk001,1
1,35_chunk000,1
1,980_chunk000,4
1,505_chunk000,1
1,4707_chunk000,1
1,170_chunk001,1
1,939_chunk000,2
1,668_chunk000,2
1,583_chunk000,2
1,138_chunk001,0
1,176_chunk001,1
1,3968_chunk001,1
1,88_chunk000,2
1,925_chunk001,4
1,651_chunk001,2
1,121_chunk001,0
1,943_chunk000,4
1,510_chunk000,1
1,3964_chunk001,2
1,563_chunk000,2
1,84_chunk000,2
1,125_chunk000,4
1,55_chunk001,2
1,169_chunk000,4
1,56_chunk000,1
1,19_chunk001,1
1,3207_chunk001,2
1,608_chunk001,1
1,563_chunk001,1
1,933_chunk000,1
1,633_chunk000,2
1,5890_chunk001,4
1,651_chunk000,1
1,934_chunk001,4
1,197_chunk001,4
1,200_chunk001,4
1,171_chunk000,2
2,964_chunk001,4
2,984_chunk001,4
2,176_chunk000,4
2,978_chunk001,4
2,175_chunk000,4
2,178_chunk001,2
2,505_chunk000,1
2,996_chunk001,4
2,61_chunk001,4
2,643_chunk001,4
2,4037_chunk001,4
2,577_chunk000,4
2,934_chunk000,4
2,643_chunk000,4
2,961_chunk001,5
2,938_chunk001,4
2,45_chunk001,4
2,170_chunk001,4
2,175_chunk001,2
2,583_chunk001,4
2,35_chunk000,2
2,506_chunk001,4
2,974_chunk001,4
2,985_chunk001,4
2,142_chunk001,4
2,995_chunk001,4
2,645_chunk000,5
2,176_chunk001,4
2,976_chunk001,4
2,942_chunk000,4
2,140_chunk002,2
2,943_chunk000,4
2,988_chunk001,4
2,141_chunk001,4
2,993_chunk001,4
2,577_chunk001,4
2,112_chunk000,4
2,970_chunk001,4
2,4707_chunk000,2
2,994_chunk001,4
2,980_chunk000,4
2,168_chunk000,4
2,649_chunk000,4
2,932_chunk001,4
2,511_chunk001,4
2,939_chunk000,4
2,66_chunk000,4
2,204_chunk001,4
2,177_chunk000,4
2,590_chunk000,4
2,608_chunk001,4
2,366_chunk001,4
2,654_chunk001,4
2,923_chunk000,4
2,145_chunk000,4
2,56_chunk000,2
2,43_chunk001,4
2,583_chunk000,4
2,986_chunk001,4
2,171_chunk001,2
2,169_chunk000,4
2,138_chunk001,0
2,563_chunk001,2
2,2505_chunk001,4
2,625_chunk000,4
2,84_chunk001,4
2,19_chunk001,4
2,633_chunk000,4
2,4705_chunk000,4
2,186_chunk000,2
2,4231_chunk000,4
2,181_chunk001,4
2,51_chunk001,1
2,589_chunk000,4
2,562_chunk001,2
3,606_chunk000,4
3,974_chunk001,4
3,3250_chunk001,2
3,505_chunk001,4
3,148_chunk001,4
3,656_chunk000,1
3,3313_chunk001,4
3,996_chunk001,4
3,61_chunk001,4
3,121_chunk001,1
3,547_chunk000,4
3,2508_chunk000,1
3,988_chunk001,2
3,3265_chunk000,1
3,35_chunk000,2
3,99_chunk001,4
3,100_chunk000,2
3,366_chunk001,2
3,141_chunk001,1
3,85_chunk000,4
3,936_chunk000,1
3,996_chunk000,4
3,105_chunk000,4
3,58_chunk001,2
3,2509_chunk000,2
3,175_chunk000,4
3,3232_chunk001,4
3,938_chunk001,1
3,978_chunk001,2
3,21_chunk001,1
3,134_chunk000,4
3,504_chunk001,4
3,944_chunk000,4
3,967_chunk001,2
3,937_chunk001,1
3,510_chunk000,1
3,513_chunk001,4
3,4184_chunk001,2
3,625_chunk000,2
3,939_chunk000,1
3,658_chunk001,2
3,169_chunk000,4
4,643_chunk001,4
4,1086_chunk001,4
4,996_chunk001,4
4,61_chunk001,4
4,927_chunk000,4
4,511_chunk001,4
4,938_chunk001,2
4,84_chunk001,4
4,974_chunk001,4
4,19_chunk001,4
4,935_chunk001,2
4,972_chunk001,4
4,176_chunk001,4
4,577_chunk001,4
4,3240_chunk001,4
4,45_chunk001,4
4,653_chunk001,4
4,3964_chunk001,4
4,142_chunk001,4
4,513_chunk001,4
4,51_chunk001,1
4,951_chunk001,4
4,993_chunk001,4
4,204_chunk000,4
4,2511_chunk000,4
4,151_chunk001,4
4,995_chunk001,4
4,961_chunk001,5
4,984_chunk001,2
4,3968_chunk001,4
4,179_chunk000,4
4,66_chunk001,4
4,649_chunk000,4
4,171_chunk000,4
4,942_chunk000,4
4,636_chunk001,2
4,939_chunk000,4
4,129_chunk000,4
4,137_chunk000,2
4,5443_chunk001,4
4,991_chunk001,4
4,970_chunk001,4
4,57_chunk001,4
4,168_chunk000,4
4,656_chunk001,4
4,1084_chunk000,2
4,174_chunk000,4
4,115_chunk000,4
4,4707_chunk000,4
4,651_chunk000,4
4,140_chunk002,2
4,996_chunk000,4
4,583_chunk000,4
4,4231_chunk000,4
4,3250_chunk001,2
4,176_chunk000,4
4,964_chunk001,4
4,66_chunk000,4
4,645_chunk000,4
4,366_chunk001,2
4,34_chunk001,4
4,565_chunk001,2
4,992_chunk001,4
4,115_chunk001,4
4,171_chunk001,2
4,988_chunk001,4
4,951_chunk000,4
4,914_chunk001,4
4,173_chunk000,4
4,505_chunk000,4
4,934_chunk001,4
4,181_chunk001,4
4,61_chunk000,4
4,913_chunk000,4
4,146_chunk002,2
4,4992_chunk001,4
4,921_chunk000,4
4,3981_chunk000,4
4,959_chunk001,4
4,23_chunk000,4
4,4037_chunk001,4
4,4729_chunk001,4
4,668_chunk000,4
4,976_chunk001,3
4,947_chunk000,1
4,3270_chunk001,4
4,978_chunk001,4
4,989_chunk001,4
4,1088_chunk001,4
4,1000_chunk000,4
4,504_chunk001,5
4,84_chunk000,4
4,985_chunk001,4
4,944_chunk000,4
4,112_chunk000,2
4,130_chunk001,2
4,42_chunk001,2
4,203_chunk000,4
0,951_chunk000,4
0,4037_chunk000,2
0,108_chunk000,4
0,608_chunk000,2
0,3286_chunk001,4
0,512_chunk000,2
0,3924_chunk001,4
0,171_chunk000,4
0,173_chunk000,4
0,650_chunk000,4
0,2509_chunk000,4
0,51_chunk000,2
0,117_chunk000,2
0,3315_chunk000,2
0,957_chunk001,4
0,955_chunk001,2
0,174_chunk000,2
0,2507_chunk000,2
0,5761_chunk001,1
0,4709_chunk000,4
0,64_chunk000,4
0,2505_chunk000,2
0,3272_chunk000,2
0,168_chunk000,2
0,119_chunk000,4
0,641_chunk000,2
0,176_chunk001,2
0,3268_chunk000,2
0,1564_chunk001,2
0,649_chunk000,4
0,3240_chunk001,2
0,3230_chunk000,2
0,634_chunk001,2
0,960_chunk000,2
0,576_chunk000,2
0,958_chunk000,2
0,3168_chunk000,2
0,4167_chunk000,2
0,256_chunk000,4
0,200_chunk001,4
0,197_chunk001,4
1,584_chunk001,2
1,146_chunk000,1
1,4233_chunk001,1
1,148_chunk000,1
1,4231_chunk000,2
1,183_chunk001,2
1,650_chunk000,4
1,168_chunk000,2
1,582_chunk001,2
1,37_chunk000,1
1,4167_chunk001,1
1,585_chunk001,4
1,24_chunk001,1
1,3270_chunk001,2
1,636_chunk001,1
1,951_chunk000,2
1,988_chunk001,1
1,86_chunk000,4
1,3276_chunk001,2
1,3272_chunk000,2
1,3286_chunk001,2
1,992_chunk001,1
1,173_chunk000,2
1,178_chunk000,1
1,4960_chunk001,4
1,3957_chunk001,2
1,68_chunk001,4
1,1573_chunk001,2
1,4998_chunk001,4
1,633_chunk001,1
1,1088_chunk001,2
1,112_chunk000,4
1,991_chunk001,2
1,573_chunk001,1
1,935_chunk001,0
1,4037_chunk000,1
1,504_chunk000,2
1,608_chunk000,1
1,576_chunk000,2
1,1000_chunk000,1
1,505_chunk001,0
1,1648_chunk001,1
1,994_chunk001,1
1,2506_chunk001,1
1,85_chunk001,2
1,607_chunk001,1
2,584_chunk001,4
2,146_chunk000,1
2,650_chunk000,4
2,4233_chunk001,2
2,3957_chunk001,4
2,148_chunk000,2
2,510_chunk000,2
2,183_chunk001,4
2,3270_chunk001,4
2,171_chunk000,4
2,925_chunk001,4
2,3286_chunk001,4
2,3272_chunk000,4
2,582_chunk001,4
2,4999_chunk001,4
2,951_chunk000,4
2,24_chunk001,2
2,608_chunk000,4
2,935_chunk001,1
2,4167_chunk001,4
2,636_chunk000,4
2,504_chunk000,4
2,1010_chunk001,4
2,3269_chunk001,2
2,1647_chunk001,4
2,197_chunk001,4
2,200_chunk001,4
2,3276_chunk001,4
2,125_chunk000,4
2,68_chunk001,5
2,1088_chunk001,4
2,576_chunk000,4
2,2506_chunk001,2
2,1573_chunk001,4
2,178_chunk000,4
2,1000_chunk000,4
2,547_chunk000,4
2,4998_chunk001,2
2,173_chunk000,4
2,5890_chunk001,4
2,1648_chunk001,2
2,932_chunk000,2
2,3276_chunk000,5
2,204_chunk000,4
2,3957_chunk000,4
2,119_chunk001,4
2,85_chunk001,2
3,35_chunk001,2
3,24_chunk001,1
3,989_chunk001,1
3,45_chunk001,2
3,3268_chunk001,2
3,111_chunk001,4
3,4036_chunk001,4
3,2510_chunk001,1
3,148_chunk000,1
3,636_chunk000,4
3,504_chunk000,2
3,636_chunk001,2
3,37_chunk000,1
3,5442_chunk001,2
3,115_chunk000,2
3,4998_chunk001,4
3,993_chunk001,2
3,146_chunk000,1
3,176_chunk001,1
3,68_chunk001,4
3,633_chunk001,2
3,201_chunk001,4
3,1088_chunk001,4
3,203_chunk001,2
3,4231_chunk000,1
3,633_chunk000,4
3,4233_chunk001,1
3,584_chunk001,2
3,1013_chunk001,2
3,5890_chunk001,2
3,178_chunk000,2
3,125_chunk000,1
3,3168_chunk001,4
3,932_chunk000,1
3,45_chunk000,1
3,119_chunk000,4
3,576_chunk001,1
4,584_chunk001,4
4,148_chunk000,2
4,650_chunk000,4
4,183_chunk001,4
4,4233_chunk001,2
4,926_chunk001,4
4,582_chunk000,2
4,366_chunk000,4
4,175_chunk000,4
4,2506_chunk001,2
4,4709_chunk000,4
4,146_chunk000,1
4,1010_chunk001,4
4,4036_chunk000,4
4,3231_chunk000,4
4,24_chunk001,1
4,576_chunk001,2
4,4999_chunk001,4
4,4036_chunk001,4
4,37_chunk000,0
4,5890_chunk001,4
4,654_chunk001,4
4,932_chunk000,4
4,48_chunk001,4
4,201_chunk001,4
4,52_chunk000,4
4,994_chunk001,4
4,88_chunk000,4
4,3963_chunk000,4
4,656_chunk000,4
4,608_chunk000,4
4,3207_chunk001,4
4,4019_chunk000,4
4,2505_chunk000,2
4,4998_chunk001,2
4,4167_chunk001,4
4,957_chunk001,4
4,3957_chunk001,4
4,3957_chunk000,4
4,4729_chunk000,4
4,2507_chunk001,4
4,3955_chunk001,2
4,3272_chunk000,4
4,997_chunk001,4
4,1648_chunk001,2
4,943_chunk000,4
4,3269_chunk001,2
4,204_chunk001,4
4,654_chunk000,4
4,3286_chunk001,2
4,542_chunk000,4
4,925_chunk001,2
4,196_chunk001,4
4,3276_chunk001,4
0,97_chunk000,4
0,3137_chunk000,4
0,111_chunk000,2
0,3981_chunk000,4
0,4164_chunk001,2
0,640_chunk000,4
0,46_chunk001,2
0,4828_chunk000,4
0,986_chunk001,2
0,1000_chunk000,4
0,198_chunk000,2
0,201_chunk000,4
0,563_chunk001,1
0,3232_chunk001,4
0,996_chunk000,4
0,171_chunk001,2
0,2510_chunk000,2
0,647_chunk000,2
1,35_chunk001,1
1,635_chunk001,1
1,1705_chunk000,2
1,577_chunk001,4
1,923_chunk001,1
1,937_chunk001,1
1,42_chunk001,1
1,1012_chunk001,1
1,58_chunk000,2
1,953_chunk000,4
1,171_chunk001,2
1,646_chunk000,2
1,4999_chunk001,2
1,3232_chunk001,1
1,658_chunk001,1
1,921_chunk001,1
1,504_chunk001,4
1,589_chunk000,2
1,141_chunk000,2
1,121_chunk000,1
1,591_chunk000,2
1,3269_chunk000,1
1,54_chunk001,2
1,130_chunk000,4
1,1000_chunk001,2
1,2509_chunk001,1
1,181_chunk000,4
1,68_chunk000,1
1,3268_chunk001,1
1,66_chunk000,4
1,646_chunk001,2
1,505_chunk002,2
2,35_chunk001,4
2,923_chunk001,4
2,921_chunk001,4
2,504_chunk001,5
2,585_chunk001,4
2,584_chunk000,4
2,205_chunk000,4
2,58_chunk000,4
2,996_chunk000,4
2,954_chunk001,2
2,1000_chunk001,4
2,3232_chunk001,2
2,658_chunk001,4
2,130_chunk000,5
2,1011_chunk000,2
2,3269_chunk000,4
2,646_chunk000,4
2,100_chunk000,4
2,42_chunk000,2
2,23_chunk000,4
2,32_chunk001,4
2,933_chunk000,4
2,48_chunk001,4
2,181_chunk000,4
2,633_chunk001,3
3,1647_chunk000,2
3,3321_chunk000,1
3,2471_chunk000,1
3,3268_chunk000,2
3,991_chunk001,1
3,3277_chunk000,1
3,4998_chunk000,4
3,1648_chunk000,1
3,4728_chunk000,1
3,3137_chunk000,2
3,4997_chunk000,1
3,1012_chunk000,1
3,102_chunk000,4
3,1090_chunk000,2
3,3957_chunk000,4
3,44_chunk000,2
3,3960_chunk000,1
3,930_chunk000,2
4,205_chunk001,4
4,2509_chunk000,4
4,2508_chunk000,2
4,3276_chunk000,4
4,591_chunk000,2
4,658_chunk001,4
4,2507_chunk000,4
4,51_chunk000,2
4,45_chunk000,2
4,3434_chunk001,4
4,254_chunk000,4
4,198_chunk000,4
4,562_chunk000,4
4,960_chunk000,4
4,931_chunk000,4
4,2510_chunk000,2
4,3275_chunk001,2
4,647_chunk000,4
4,550_chunk000,4
4,573_chunk001,2
4,506_chunk000,4
4,4235_chunk000,4
4,563_chunk000,4
4,4231_chunk001,4
4,183_chunk000,4
4,49_chunk000,4
4,3268_chunk000,4
4,589_chunk001,2
4,4962_chunk001,4
4,563_chunk001,2
4,938_chunk000,2
4,4828_chunk001,4
4,647_chunk001,2
4,3284_chunk000,4
4,4730_chunk000,5
4,926_chunk000,4
4,111_chunk000,2
4,564_chunk000,4
4,608_chunk001,4
4,4150_chunk000,4
4,957_chunk000,4
4,554_chunk001,1
4,1647_chunk001,5
4,562_chunk001,1
4,542_chunk001,4
4,200_chunk000,4
4,197_chunk000,4
4,100_chunk001,2
4,108_chunk000,4
4,134_chunk000,4
4,4997_chunk000,4
4,4728_chunk000,4
4,3434_chunk000,4
4,125_chunk000,4
4,653_chunk000,4
4,55_chunk000,4
4,201_chunk000,4
4,931_chunk001,4
4,689_chunk000,4
4,141_chunk001,2
4,1090_chunk001,2
