qid,docid,docno,rank,score,query,text
104,5299,stat20261_chunk008,10,3.6344036838702136,Asylvurdering Ved Flygtningenævnet,Således har ansøgeren da også under mødet i Flygtningenævnet forklaret om frygt ved en tilbagevenden til Libyen og ikke om frygt ved en tilbagevenden til [land indenfor UNRWAs mandatområde].
104,3270,alder20261_chunk003,11,3.580974714022094,Asylvurdering Ved Flygtningenævnet,Sandsynligheden for den ved vurderingen fundne alder må derfor tages i betragtning sammen med de i øvrigt foreliggende beviser ved den samlede bevisbedømmelse. Den mest sandsynlige alder vil i vurderingen ofte angives med et spænd på flere år.
104,5044,land20263_chunk014,12,3.542534262700156,Asylvurdering Ved Flygtningenævnet,"Ved vurderingen af, om klageren ved dommen [fra vinteren 2022/2023] er dømt for en særlig farlig forbrydelse, skal der efter Flygtningenævnets praksis bl.a. lægges vægt på: Forbrydelsens karakter, herunder den skade, som den forurettede rent faktisk er blevet påført, men også hvor potentielt farlig forbrydelsen har været, forbrydelsens art, herunder om forbrydelsen ved pådømmelsen er henført under"
104,1652,soma202610_chunk003,13,3.529093891873221,Asylvurdering Ved Flygtningenævnet,"Under inddragelsessagen fastholdt klageren sit oprindelige asylmotiv, og henviste desuden til, at han ved en tilbagevenden til Somalia frygter en mand ved navn [person A], idet klageren har haft et seksuelt forhold til [person A´s] tidligere ægtefælle [person B]."
104,2259,dub-malt20261_chunk005,14,3.525443989464836,Asylvurdering Ved Flygtningenævnet,"Klageren har til støtte for, at hendes sag skal behandles i Danmark, anført, at klageren ved overførsel til Malta vil blive presset til prostitution af en kvinde ved navn [A] eller personer i dennes netværk. Klageren har endvidere henvist til, at hun ved overførsel til Malta som asylansøger risikerer frihedsberøvelse under umenneskelige forhold og uden adgang til effektive retsmidler."
104,5123,erit20263_chunk018,15,3.525443989464836,Asylvurdering Ved Flygtningenævnet,"Ved vurderingen af, om klageren ved dommen af [efteråret] 2022 er dømt for en særlig farlig forbrydelse, skal der efter Flygtningenævnets praksis bl.a. lægges vægt på: Forbrydelsens karakter, herunder den skade, som den forurettede rent faktisk er blevet påført, men også hvor potentielt farlig forbrydelsen har været, forbrydelsens art, herunder om forbrydelsen ved pådømmelsen er henført under en k"
104,3969,tyrk20261_chunk013,16,3.50371315983478,Asylvurdering Ved Flygtningenævnet,"Flygtningenævnet bemærker, at helbredsmæssige forhold i særlige tilfælde kan tillægges betydning ved vurdering af, hvorvidt en asylansøger ved en tilbagevenden til hjemlandet risikerer forfølgelse eller overgreb i medfør af udlændingelovens § 7."
104,4346,ukra20266_chunk001,17,3.50371315983478,Asylvurdering Ved Flygtningenævnet,"Ansøgeren har som asylmotiv henvist til, at han ved en tilbagevenden til Ukraine frygter de ukrainske myndigheder, fordi han risikerer at blive indkaldt til militærtjeneste og afsoning af fængselsstraf ved nægtelse af at udføre militærtjeneste."
104,33,soma202611_chunk014,18,3.4540313732779473,Asylvurdering Ved Flygtningenævnet,"vens § 9 b.

Flygtningenævnet bemærker, at helbredsmæssige forhold i særlige tilfælde kan tillægges betydning ved vurdering af, hvorvidt en asylansøger ved en tilbagevenden til hjemlandet risikerer forfølgelse eller overgreb i medfør af udlændingelovens § 7."
104,1368,syri202611_chunk005,19,3.4540313732779473,Asylvurdering Ved Flygtningenævnet,"Dertil lægges det til grund som ubestridt, at klageren er vejledt om konsekvenserne ved at repatriere til Syrien og udrejse med fleksibel udbetaling af repatrieringsstøtte, og at klageren var myndig og havde forstået konsekvenserne ved at repatriere til sit hjemland."
104,1813,ukra202614_chunk009,20,3.4540313732779473,Asylvurdering Ved Flygtningenævnet,"gelovens § 9 b.

Flygtningenævnet bemærker, at helbredsmæssige forhold i særlige tilfælde kan tillægges betydning ved vurdering af, hvorvidt en asylansøger ved en tilbagevenden til hjemlandet risikerer forfølgelse eller overgreb i medfør af udlændingelovens § 7."
104,4220,etio20261_chunk016,21,3.4540313732779473,Asylvurdering Ved Flygtningenævnet,"Det er ikke oplysninger om, at ansøgeren ved søgning via almindeligt anvendte søgetjenester er eksponeret som tilhænger af Fano, ligesom der ikke ved sådanne søgninger i øvrigt kan fremsøges oplysninger om, at han udtrykt sig positivt om Fano."
104,5509,stat20262_chunk017,22,3.4540313732779473,Asylvurdering Ved Flygtningenævnet,"runde, jf. udlændingelovens § 9 b.

Helbredsmæssige forhold kan imidlertid i særlige tilfælde tillægges betydning ved vurderingen af, hvorvidt en asylansøger ved en tilbagevenden til hjemlandet risikerer forfølgelse eller overgreb i medfør af udlændingelovens § 7."
104,5637,maro20261_chunk020,23,3.4540313732779473,Asylvurdering Ved Flygtningenævnet,"gelovens § 9 b.

Flygtningenævnet bemærker, at helbredsmæssige forhold i særlige tilfælde kan tillægges betydning ved vurderingen af, hvorvidt en asylansøger ved en tilbagevenden til hjemlandet risikerer forfølgelse eller overgreb i medfør af udlændingelovens § 7."
104,2021,dub-fran20263_chunk008,24,3.4297151169779476,Asylvurdering Ved Flygtningenævnet,"DRC Dansk Flygtningehjælp har til støtte for, at klagerens asylsag skal behandles i Danmark endvidere gjort gældende, at klageren ved en overførsel til Frankrig vil have vanskeligt ved at få adgang til asylproceduren, og at hun og hendes børn vil være i høj risiko for hjemløshed."
104,5590,soma20262_chunk022,25,3.4297151169779476,Asylvurdering Ved Flygtningenævnet,"ingelovens § 9 b.

Flygtningenævnet bemærker dog, at helbredsmæssige forhold i særlige tilfælde kan tillægges betydning ved vurdering af, hvorvidt en asylansøger ved en tilbagevenden til hjemlandet risikerer forfølgelse eller overgreb i medfør af udlændingelovens § 7."
104,5615,niga20261_chunk022,26,3.4297151169779476,Asylvurdering Ved Flygtningenævnet,"ingelovens § 9 b.

Flygtningenævnet bemærker dog, at helbredsmæssige forhold i særlige tilfælde kan tillægges betydning ved vurdering af, hvorvidt en asylansøger ved en tilbagevenden til hjemlandet risikerer forfølgelse eller overgreb i medfør af udlændingelovens § 7."
104,5673,soma20261_chunk021,27,3.4297151169779476,Asylvurdering Ved Flygtningenævnet,"ingelovens § 9 b.

Flygtningenævnet bemærker dog, at helbredsmæssige forhold i særlige tilfælde kan tillægges betydning ved vurdering af, hvorvidt en asylansøger ved en tilbagevenden til hjemlandet risikerer forfølgelse eller overgreb i medfør af udlændingelovens § 7."
104,3746,syri20264_chunk040,28,3.405738838381971,Asylvurdering Ved Flygtningenævnet,"Heroverfor står, at den syriske præsident ved et dekret af 16. januar 2026 (dekret nr. 16/2026) formelt anerkendte kurdere som en oprindelig del af det syriske folk, sikrede kurderes kulturelle og sproglige rettigheder og ophævede tidligere diskriminerende foranstaltninger."
104,3080,alge20261_chunk002,29,3.382095456892,Asylvurdering Ved Flygtningenævnet,"Ansøgeren har til støtte herfor gjort gældende, at han allerede i mellemskolen blev opdaget sammen med en anden dreng, som han havde haft et forhold til, hvilket førte til, at hans far udøvede vold mod ham og frihedsberøvede ham i hjemmet."
104,439,ugan202617_chunk014,30,3.358778087174669,Asylvurdering Ved Flygtningenævnet,"Videre har nævnet lagt vægt på, at han under asylsamtalen har forklaret divergerende om hvem, der satte ham af ved sundhedsklinikken efter tilbageholdelsen. Under asylsamtalen [i sommeren] 2025 oplyste ansøgeren, at militærpersonerne tog ham til en klinik ved navn [kliniknavn], hvor de satte ham af."
104,2769,rusl202615_chunk008,31,3.358778087174669,Asylvurdering Ved Flygtningenævnet,"Flygtningenævnet finder på denne baggrund, at klagerens forklaring om mulige konsekvenser ved hans tilbagevenden ikke kan lægges til grund, og at det beror på klagerens egen formodning, at han ved en tilbagevenden vil være i risiko for asylbegrundende forfølgelse som følge af klagerens fars og farbrors forhold."
104,7,afgh202618_chunk007,32,3.3357800324762312,Asylvurdering Ved Flygtningenævnet,"istan.

Ved denne vurdering indgår en række forskellige faktorer, herunder ansøgerens udseende, sprogkundskaber, religiøse og kulturelle holdninger og handlinger, længden af ansøgerens ophold i Danmark, ansøgerens alder ved indrejsen i Danmark samt ansøgerens kendskab til afghansk kultur og levevis."
104,460,afgh202617_chunk008,33,3.3357800324762312,Asylvurdering Ved Flygtningenævnet,"istan.

Ved denne vurdering indgår en række forskellige faktorer, herunder ansøgerens udseende, sprogkundskaber, religiøse og kulturelle holdninger og handlinger, længden af ansøgerens ophold i Danmark, ansøgerens alder ved indrejsen i Danmark samt ansøgerens kendskab til afghansk kultur og levevis."
104,4443,stat20265_chunk021,34,3.3357800324762312,Asylvurdering Ved Flygtningenævnet,"Be­handling af PTSD ved hjælp af kognitiv adfærdsterapi er tilgængelig på privat ho­spital i Beirut, og i UNRWA-faciliteter, hvor det er gratis, ligesom ambulant behand­ling ved en praktiserende læge i almen medicin er tilgængelig på UNRWA-faciliteter og er gratis."
104,5451,afgh202646_chunk007,35,3.3130947782103024,Asylvurdering Ved Flygtningenævnet,"til Afghanistan.

Ved denne vurdering indgår en række forskellige faktorer, herunder ansøgerens udseende, sprogkundskaber, religiøse og kulturelle holdninger og handlinger, længden af ansøgerens ophold i Danmark, ansøgerens alder ved indrejsen i Danmark samt ansøgerens kendskab til afghansk kultur og levevis."
104,3275,alder20261_chunk008,36,3.2907159858054746,Asylvurdering Ved Flygtningenævnet,"Klageren har hertil oplyst, at han fik passet udstedt i [hovedstaden i et mellemøstligt land], og at det var klagerens [forælder A], som stod for det. Klageren havde sit [nationalt ID-kort] med ved udstedelsen af passet, og han fik i den forbindelse optaget biometri ved optagelse af fingeraftryk og billede."
104,5604,niga20261_chunk011,37,3.2907159858054746,Asylvurdering Ved Flygtningenævnet,"Billederne på hans telefon som han mistede ved demonstrationen i august [årstal] ligger skjult i en app, så andre ikke ville kunne se billederne. Efter han blev skudt ved demonstrationen i Nigeria i [årstal], var han der i 3-4 måneder, før han udrejste. Han oplevede ikke problemer i forbindelse med sin udrejse."
104,2859,rusl202613_chunk004,38,3.268637486800607,Asylvurdering Ved Flygtningenævnet,"Hun vil ved en eventuel tilbagevenden til Rusland fortsætte med at være helt åben om sin seksualitet, sit samliv med en kvinde og [deres planlagte familieforøgelse], således som hun hidtil har været det i Danmark. Hun vil ved en eventuel tilbagevenden desuden aktivt arbejde for LGBT+-rettigheder."
104,4106,paki20263_chunk002,39,3.268637486800607,Asylvurdering Ved Flygtningenævnet,"Ansøgeren har som asylmotiv henvist til, at han ved en tilbagevenden til Pakistan frygter at blive slået ihjel af religiøse lærde (maulwi), den generelle befolkning samt personer, der følger en ideologi inden for islam ved navn Panj Piri, fordi der er udstedt en fatwa mod ham."
104,5770,iran202564_chunk013,40,3.268637486800607,Asylvurdering Ved Flygtningenævnet,"Klageren er ved [landsrettens] dom [fra] 1996 fundet skyldig i manddrab efter straffelovens § 237 ved at […]. Det er under sagen ubestridt, at klageren herved er dømt for en særlig farlig forbrydelse, hvilken vurdering Flygtningenævnet tiltræder. Spørgsmålet er herefter, om klageren må betragtes som en fare for samfundet i Danmark."
104,2446,afgh202610_chunk008,41,3.2468532771762266,Asylvurdering Ved Flygtningenævnet,"Klageren har til støtte for sit asylmotiv herudover oplyst, at han [i foråret] 2010 rejste til Afghanistan med henblik på at blive gift. Ved denne lejlighed hjalp han sin tidligere ægtefælle med at undgå et tvangsægteskab med en ældre mand ved navn [A], som klagerens ægtefælle har oplyst, skulle være magtfuld."
104,1442,keny20262_chunk007,42,3.2253575119111053,Asylvurdering Ved Flygtningenævnet,"Ansøgeren har oplyst, at det lykkedes hende at flygte ved sin [familiemedlem B´s] hjælp, hvorefter hun flygtede til [by i andet land], hvor hun fik job som [stillingsbetegnelse] ved en familie. Under tiden i [by i andet land] var ansøgeren fortsat eftersøgt af gruppen [kriminel organisation], som havde udlovet en dusør på hende."
104,3135,afgh202649_chunk004,43,3.2253575119111053,Asylvurdering Ved Flygtningenævnet,"Ansøgerens advokat har ved sit indlæg af [foråret] 2026 gjort gældende, at ansøgeren efter sit ophold i Danmark ved en eventuel tilbagevenden til Afghanistan vil være påfaldende vestligt klædt og have en forkert frisure, ligesom han har tillagt sig musik og kultur, som er uforenelig med Talibans morallov."
104,1763,dub-pole20261_chunk012,44,3.213205498492612,Asylvurdering Ved Flygtningenævnet,"Det kan således ikke udelukkes, at klagerens psykiske tilstand vil forværres ved en overførsel til Polen."
104,3882,syri20267_chunk059,45,3.2041444997536432,Asylvurdering Ved Flygtningenævnet,"egrundende, og der skal således også foreligge andre relevante individuelle risikofaktorer, der sandsynliggør et behov for international beskyttelse i Danmark.

Helbredsmæssige forhold kan i særlige tilfælde tillægges betydning ved vurdering af, hvorvidt en asylansøger ved en tilbagevenden til hjemlandet risikerer forfølgelse eller overgreb i medfør af udlændingelovens § 7."
104,4493,dub-ital20261_chunk017,46,3.2041444997536432,Asylvurdering Ved Flygtningenævnet,"Der er imidlertid ikke oplysninger om, at klageren vil havne i en sådan situation ved en overførsel til Italien, ligesom der ikke foreligger oplysninger om samarbejdet mellem Italien og [klagerens hjemland], der giver grund til at antage, at klageren ved en tilbagevenden vil havne i en situation omfattet af chartres artikel 4."
104,2169,geor20263_chunk018,47,3.183208698198235,Asylvurdering Ved Flygtningenævnet,"i-er.

Ved vurderingen af den kvindelige ansøgers asylmotiv om, at hun ved en tilbagevenden til Ge-orgien frygter, at hendes [mandlige familiemedlem på ægtefællens side] vil smide hende ud af bopælen og beholde hendes børn, kan Flygtningenævnet ikke lægge dette til grund, idet hendes forklaring ikke forekommer overbevisende."
104,4976,stat20264_chunk017,48,3.183208698198235,Asylvurdering Ved Flygtningenævnet,Han blev endvidere fundet skyldig i en række andre overtrædelser af lovgivningen om euforiserende stoffer ved [sensommeren] 2023 at have besiddet betydelige mængder [euforiserende stoffer] med henblik på overdragelse til en større personkreds. Han blev ved dommen idømt 1 år og 3 måneders fængsel og udvist af Danmark med et indrejseforbud i 12 år.
104,2830,dub-rumae20263_chunk032,49,3.17137163059103,Asylvurdering Ved Flygtningenævnet,DRC Dansk Flygtningehjælp anmodede ved brev af 2. februar 2023 på vegne af klageren om genoptagelse af sagen.
104,536,ukra202618_chunk015,50,3.1625447086572995,Asylvurdering Ved Flygtningenævnet,"Koordinationsudvalgets flertal har i den forbindelse henvist til det anførte i Højesterets kendelser om, at de ukrainske myndigheder på trods af krigen har udfoldet betydelige bestræbelser på at sikre passende forhold for frihedsberøvede personer, at de ukrainske myndigheder har fortsat indsatsen for at reducere antallet af frihedsberøvede personer, at der er en igangværende reform af fængselsvæse"
104,892,ukra202617_chunk015,51,3.1625447086572995,Asylvurdering Ved Flygtningenævnet,"Koordinationsudvalgets flertal har i den forbindelse henvist til det anførte i Højesterets kendelser om, at de ukrainske myndigheder på trods af krigen har udfoldet betydelige bestræbelser på at sikre passende forhold for frihedsberøvede personer, at de ukrainske myndigheder har fortsat indsatsen for at reducere antallet af frihedsberøvede personer, at der er en igangværende reform af fængselsvæse"
104,369,ukra202620_chunk030,52,3.1421472718201477,Asylvurdering Ved Flygtningenævnet,"På baggrund af oplysningerne om, at de ukrainske myndigheder på trods af krigen har udfoldet betydelige bestræbelser på at sikre passende forhold for frihedsberøvede personer, at de ukrainske myndigheder har fortsat indsatsen for at reducere antallet af frihedsberøvede personer, at der er en igangværende reform af fængselsvæsenet, og at der er oprettet et ekspertudvalg vedrørende fængselsvæsenet, "
104,1050,etio20264_chunk003,53,3.1421472718201477,Asylvurdering Ved Flygtningenævnet,"Ansøgeren har endvidere som asylmotiv henvist til, at hun ved en tilbagevenden frygter social udstødelse og stigmatisering fra lokalbefolkningen som følge af en voldtægt, som hun blev udsat for af etiopiske og/eller eritreiske soldater i [efteråret] 2020, da hun boede i [by A]. Ved samme episode blev [familiemedlem A] og [familiemedlem B] dræbt."
104,1820,ukra202614_chunk016,54,3.1421472718201477,Asylvurdering Ved Flygtningenævnet,"Da ansøgeren blandt andet har [denne sygdom og har funktionsnedsættelse] finder Flygtningenævnet, at ansøgeren ikke er i risiko for at blive mobiliseret til at udføre militærtjeneste ved en tilbagevenden til Ukraine. Det forhold, at ansøgeren ved en medicinsk undersøgelse i forbindelse med mobilisering vil kunne få [et sygdomstilfælde], er heller ikke asylbegrundende."
104,5598,niga20261_chunk005,55,3.1421472718201477,Asylvurdering Ved Flygtningenævnet,"Han har forklaret, at han har søgt om asyl i Danmark for at muliggøre en overførsel til [europæisk land]. Ved oplysnings- og motivsamtale ved Udlændingestyrelsen [i efteråret] 2024 fremgår det, at han har forklaret, at han ikke frygter nogen forhold i Nigeria. Han udrejste som [16-18 årig] og har aldrig haft problemer med nogen."
104,1314,stat202610_chunk003,56,3.1306130630508964,Asylvurdering Ved Flygtningenævnet,"Klageren henviste i forbindelse med den oprindelige udsendelsessag som asylmotiv til, at han ved en tilbagevenden til Libanon frygter [oprindeligt asylmotiv]."
104,3330,afgh202650_chunk017,57,3.1306130630508964,Asylvurdering Ved Flygtningenævnet,"r asylbegrundende forfølgelse ved en tilbagevenden.

Flygtningenævnet stadfæster derfor Udlændingestyrelsens afgørelse.” Afgh/2026/50/ysn"
104,363,ukra202620_chunk024,58,3.1220112631903,Asylvurdering Ved Flygtningenævnet,"Det fremgår imidlertid også af rapporterne, at de ukrainske myndigheder på trods af krigen har udfoldet betydelige bestræbelser på at sikre passende forhold for frihedsberøvede personer, at de ukrainske myndigheder har fortsat indsatsen for at reducere antallet af frihedsberøvede personer, at der er en igangværende reform af fængselsvæsenet, og at der er oprettet et ekspertudvalg vedrørende fængse"
104,2054,fran20264_chunk004,59,3.1220112631903,Asylvurdering Ved Flygtningenævnet,"Det bemærkes herved, at Frankrig den [i vinteren 2025/2026] har accepteret at modtage klageren i medfør af pågældende bestemmelse. DRC Dansk Flygtningehjælp har til støtte for, at klagerens asylsag skal behandles i Danmark endvidere gjort gældende, at klageren ved en overførsel til Frankrig vil have vanskeligt ved at få adgang til asylproceduren, og at han vil være i høj risiko for hjemløshed."
104,2082,afgh20267_chunk002,60,3.1220112631903,Asylvurdering Ved Flygtningenævnet,"I forbindelse med den oprindelige asylsag i 2011/2012 henviste ansøgeren som asylmotiv til, at han ved en tilbagevenden til Afghanistan frygtede at blive dræbt af en magtfuld mand ved navn [A], som havde bevæbnede mænd under sin kommando, og som havde udsat ansøgeren for trusler, idet han ønskede at indgå ægteskab med ansøgerens døtre."
104,3430,ukra20269_chunk011,61,3.1220112631903,Asylvurdering Ved Flygtningenævnet,"Det fremgår imidlertid også af rapporterne, at de ukrainske myndigheder på trods af krigen har udfoldet betydelige bestræbelser på at sikre passende forhold for frihedsberøvede personer, at de ukrainske myndigheder har fortsat indsatsen for at reducere antallet af frihedsberøvede personer, at der er en igangværende reform af fængselsvæsenet, og at der er oprettet et ekspertudvalg vedrørende fængse"
104,1988,tyrk20264_chunk003,62,3.102131688793304,Asylvurdering Ved Flygtningenævnet,"Ansøgerne har som asylmotiv henvist til, at de ved en tilbagevenden til Tyrkiet frygter at blive anholdt og fængslet som følge af, at de har været tilknyttet Gülen-bevægelsen. Ansøgerne har til støtte for deres asylmotiv henvist til, at de har været aktive inden for Gülen-bevægelsen blandt andet ved undervisning og frivilligt arbejde."
104,5103,rusl202610_chunk012,63,3.102131688793304,Asylvurdering Ved Flygtningenævnet,"Flygtningenævnet finder på den baggrund og efter oplysningerne om ansøgeren i øvrigt, at ansøgeren ved en tilbagevenden til Rusland ikke risikerer at blive sendt i krig i Ukraine. Hertil kommer, at den straf, som man risikerer ved udeblivelse fra militærtjeneste efter nævnets praksis ikke har en sådan uforholdsmæssig karakter, at det i sig selv kan begrunde asyl."
104,5465,ghan20261_chunk004,64,3.102131688793304,Asylvurdering Ved Flygtningenævnet,"Nævnet har ved denne vurdering lagt vægt på de samme forhold, som er fremhævet af Udlændingestyrelsen, herunder at ansøgeren til asylsamtalen [i sommeren 2014] alene henviste til en konflikt med en person ved navn [A], og at ansøgerens forklaring om en konflikt med sin farbror efter sit indhold fremstår usammenhængende og utroværdig."
104,2167,geor20263_chunk016,65,3.0908888625665507,Asylvurdering Ved Flygtningenævnet,"Nævnet har ved vurderingen af ansøgernes troværdighed videre lagt vægt på, at ansøgerne har forklaret uoverensstemmende om deres ægteskab."
104,4497,dub-ital20261_chunk021,66,3.0908888625665507,Asylvurdering Ved Flygtningenævnet,"Som videre anført i præmis 59 ændrer det ikke ved, at den ansvarlige medlemsstat forbliver fuldt ud ansvarlig i overførselsperioden."
104,498,syri202613_chunk023,67,3.0825036810474975,Asylvurdering Ved Flygtningenævnet,"Efter baggrundsoplysninger er der ikke grundlag for at meddele ansøgeren asyl på dette grundlag. Nævnet bemærker i den forbindelse, at den syriske præsident ved et dekret af 16. januar 2026 (dekret nr. 16/2026) formelt anerkendte kurdere som en oprindelig del af det syriske folk, sikrede kurderes kulturelle og sproglige rettigheder og ophævede tidligere diskriminerende foranstaltninger."
104,1639,niga20266_chunk001,68,3.0825036810474975,Asylvurdering Ved Flygtningenævnet,"Ansøgeren har som asylmotiv henvist til, at hun ved en tilbagevenden til Nigeria fryg¬ter at blive slået ihjel af ukendte grupper og ritualister. Hun har til støtte herfor oplyst, at hun i perioden fra 2014 til [foråret] 2017 ved i hvert fald fire hæn¬del¬¬ser i Nigeria var tæt på at blive udsat for voldtægt, overfald og tyve-ri/røveri."
104,1716,irak20265_chunk003,69,3.0825036810474975,Asylvurdering Ved Flygtningenævnet,"Ved et supplerende indlæg af [sommeren] 2024 henviste advokaten yderligere til, at klageren ved en tilbagevenden til Irak ville være i et modsætningsforhold til de irakiske myndighederne og religiøse overhoveder, da hun nu ikke længere ville underkaste sig muslimske traditioner, herunder bære slør eller muslimsk beklædning i øvrigt. [I sommeren] 2024 stadfæstede Flygtningenævnet afgørelsen af [eft"
104,4625,rusl20264_chunk008,70,3.0825036810474975,Asylvurdering Ved Flygtningenævnet,"På denne baggrund og da ansøgerne i øvrigt ikke har sandsynliggjort, at den mandlige ansøger af andre årsager vil være i en konkret risiko for tvangsmæssigt at blive sendt til fronten i krigen mellem Rusland og Ukraine ved en tilbagevenden til Tjetjenien/Rusland, finder Flygtningenævnet, at ansøgerne ikke er i risiko for asylbegrundende forfølgelse eller overgreb ved en tilbagevenden."
104,5051,bosn20261_chunk001,71,3.0825036810474975,Asylvurdering Ved Flygtningenævnet,"Ansøgeren har som asylmotiv henvist til, at han ved en tilbagevenden til Bosnien-Hercegovina frygter at blive slået ihjel af en mafiagruppe, fordi han har vidnet mod gruppen i forbindelse med en retssag. Ansøgeren har endvidere henvist til, at han ved afsoning i Bosnien-Hercegovina er i yderligere risiko for asylbegrundende overgreb fra den mafiagruppe, han angiver at være i konflikt med."
104,5167,afgh202611_chunk008,72,3.0825036810474975,Asylvurdering Ved Flygtningenævnet,"Endvidere finder et flertal af nævnets medlemmer, at ansøgeren ikke ved sin forklaring har tilstrækkeligt sandsynliggjort, at han ved en tilbagevenden til Afghanistan vil være i risiko for asylbegrundende forfølgelse af de øvrige af ham påberåbte asylmotiver. Flertallet lægger herved vægt på de samme grunde, som er anført i Udlændingestyrelsens afgørelse af [vinteren 2025/2026]."
104,5353,arme20262_chunk001,73,3.063122494790542,Asylvurdering Ved Flygtningenævnet,"Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv. Ansøgeren har som asylmotiv henvist til, at han ved en tilbagevenden frygter at blive fængslet, fordi han er deserteret fra militæret. Han frygter endvidere en mand ved navn [A] på grund af hans fars konflikt med denne mand."
104,5631,maro20261_chunk014,74,3.063122494790542,Asylvurdering Ved Flygtningenævnet,"Den omstændighed, at ansøgeren ved en tilbagevenden til Marokko, hvor hun har boet indtil [hun var 40-45 år], vil blive anset som en enlig, fraskilt kvinde, kan ikke i sig selv begrunde et krav på international beskyttelse. Tilsvarende gælder det af ansøgeren anførte om, at hun ved en tilbagevenden til Marokko står uden økonomisk netværk."
104,5642,hjem20261_chunk003,75,3.063122494790542,Asylvurdering Ved Flygtningenævnet,"Ansøgeren har om sin nationalitet senest ved Udlændingestyrelsen [i efteråret] 2024 oplyst, at han er født i [by B] ved [by A], [land A], at han er statsborger i [land A], og at hans forældre ligeledes også er det. Ansøgeren har endvidere oplyst, at han ikke er fra [land B], at han aldrig har været i [land B], og at han ikke har nogen relationer til eller konflikter i [land B]."
104,151,syri202618_chunk010,76,3.052160147403133,Asylvurdering Ved Flygtningenævnet,"Ansøgeren har som asylmotiv endvidere henvist til, at han ved en tilbagevenden til Syrien frygter forholdene for kurdere samt forholdene i Syrien generelt."
