qid,query,docno,text,rank,score
0,Applicant Detention and Asylum Claims,1647_chunk000,"MM and F, nationals of Pakistan, applied for international protection on 4 October 2015, but it was rejected  and the Federal Administrative Court confirmed it by decision of 22 October 2018, jointly with the issuance of a return order against the applicants. A subsequent application was submitted from detention centre by the second applicant, on 3 March 2020.",48,3.4233411618449106
0,Applicant Detention and Asylum Claims,201_chunk000,"The applicant claimed that after he sought to end a relationship with a woman in Albania in 2012, he was confronted by the woman's brothers who threatened, beat and tortured him, and murdered his father. He moved to Ireland in July 2013 and applied for asylum in April 2014, the application was rejected. An appeal to the tribunal was also rejected in May 2016.",49,3.407449111104091
0,Applicant Detention and Asylum Claims,24_chunk000,"On 30 June 2015, the Finnish Immigration Service rejected the application for an international protection and residence permit issued by Nigerian citizen A ('the appellant') and her minor children B and C. The applicants claimed threats due to the Ebola virus and the Boko Haram terrorist group. The applicant also claimed to be a victim of trafficking due to forced prostitution in Italy.",50,3.3960950231223332
0,Applicant Detention and Asylum Claims,55_chunk000,The applicant was a Nigerian national who was born in May 1991. She arrived in the State on 9 January 2007 when she was 15 years old and applied for asylum. The applicant claimed to have been threatened with forced marriage and attempted rape. She said she was given assistance by the African Refugee Foundation (“AREF”) before ultimately leaving Nigeria.,51,3.3520430905340635
0,Applicant Detention and Asylum Claims,4992_chunk001,"In support of his application, the applicant claimed that he feared persecution in Russia due to his previous participation in demonstrations against the war in Ukraine and his support to the opposition.",52,3.3400677287975564
0,Applicant Detention and Asylum Claims,169_chunk000,"The Court ruled on the guidance set out in HJ (Iran) v Secretary of State for the Home Department [2010] UKSC 31 on the approach to sexual orientation asylum claims, including consideration of whether a gay applicant for international protection would conceal their sexual orientation upon return to their country of origin and the reasons for concealment, was compatible with Directive 2004/83...",53,3.259701696242035
0,Applicant Detention and Asylum Claims,506_chunk001,"He claimed to therefore qualify to obtain an ipso facto refugee declaration under the 1951 Convention relating to the Status of Refugees (Geneva Convention).

The Migration Court of Appeal relied on the CJEU jurisprudence,...",54,3.23220838041544
0,Applicant Detention and Asylum Claims,3239_chunk001,"The Municipal Court stated that the authorities' decision to reject his application for refugee protection was unlawful and annulled the decision in its entirety, claiming that annulling only part of it would lead to an...",55,3.187683573856213
0,Applicant Detention and Asylum Claims,151_chunk000,"A., B., C., D., and E., five young Afghan nationals, arrived separately in Norway between 26 July 2015 and 1 October 2015. Each applied for international protection, claiming to be between 15 and 16 years old at the time of arrival.",56,3.1066356479876007
0,Applicant Detention and Asylum Claims,151_chunk001,"None of them possessed documentary evidence supporting their claimed ages and were referred for medical age assessments consisting of an X-ray of the left hand and wrist and a dental X-ray (Liversidge and Haavikko methods).

Following the assessments, in...",57,3.1066356479876007
0,Applicant Detention and Asylum Claims,4729_chunk000,"A national of Tajikistan from the Pamiri ethnic group requested international protection in Luxembourg on 16 January 2020, claiming a risk of persecution due to his political activities related to revealing unlawful practices and abuses of power within the State.",58,2.9904551365530128
0,Applicant Detention and Asylum Claims,4999_chunk000,"The applicant is a national from Ethiopia. On 26 January 2024, the applicant requested international protection in Luxembourg. In support of her application, she claimed that she feared persecution and rape on account of her membership of the Ahmara ethnic group.",59,2.840864374627292
0,Applicant Detention and Asylum Claims,5761_chunk000,"A. and B., together with their two children, requested international protection in Romania on 12 July 2023 and in Switzerland on 26 July 2023. On 11 August 2023, they submitted an application for recognition of statelessness in Switzerland, claiming to be stateless Maktumin from Syria.",60,2.8300490619280265
0,Applicant Detention and Asylum Claims,981_chunk001,"Upon appeal, the applicant argued that he is a Palestinian refugee, and that he is eligible of UNRWA protection despite not having been registered with and not having received material assistance from UNRWA or lived in its area of operation. The applicant claimed to fall within the personal scope of Article 1D...",61,2.819155071984194
0,Applicant Detention and Asylum Claims,920_chunk000,"Between 26 July and 1 October 2015, 5 Afghan nationals applied for international protection in Norway, claiming to be 15-16 years old. After further assessments, which also included medical age examinations, the immigration authorities considered that they were all older than 18 years.",62,2.782349144582815
0,Applicant Detention and Asylum Claims,175_chunk000,The Upper Tribunal Ruled that: i) There is no general duty of inquiry upon the examiner to authenticate documents produced in support of a protection claim. There may be exceptional situations when a document can be authenticated by a simple process of inquiry which will conclusively resolve the authenticity and reliability of a document.,63,2.782349144582815
0,Applicant Detention and Asylum Claims,1086_chunk000,"A national of Ivory Coast applied for international protection on 22 January 2018, claiming that he was born on 2001 but did not submit documents to prove his date of birth. Following an age assessment, the State Secretary concluded that the applicant was not a minor.",64,2.778101980663445
0,Applicant Detention and Asylum Claims,945_chunk000,"This case concerns the consequences of an appeal with no automatic suspensive effect.

Following the CJEU ruling in C-180/17, the Council of State held that foreign nationals do not automatically have to be given the opportunity to await their appeal in the Netherlands. In the meantime, they also have no right of residence on the basis of which they can claim...",65,2.73477091747321
0,Applicant Detention and Asylum Claims,3240_chunk001,"- the State Secretariat for Migration (SEM) and the Federal Administrative Court (TAF), in both first and second instance procedures, have based their decisions to reject the application for international protection on claims that the applicant's testimony lacked credibility and that the authenticity of the documents he presented was...",66,2.663130297722445
0,Applicant Detention and Asylum Claims,2471_chunk000,"A national from Lithuania applied for international protection in Austria on 15 April 2019. The applicant claimed he was a lawyer and human rights activist who had defaced a plaque honouring a General who was responsible for the murder of 14,000 Jews, 22 of whom were related to him.",67,2.633105740438937
0,Applicant Detention and Asylum Claims,84_chunk000,"In summary, the applicant claims as follows. He is a national of the Democratic Republic of Congo. He has a well-founded fear of persecution if returned to that country on the ground of his membership of a particular social group, specifically his family, and of his political opinion, specifically his membership of, and involvement with, the UDPS political party there.",68,2.633105740438937
0,Applicant Detention and Asylum Claims,6098_chunk000,"An Egyptian national lodged a subsequent application for international protection, claiming that he feared persecution in the event of return to Egypt on account of his sexual orientation. The Office for the Protection of Refugees and Stateless Persons (OFPRA) rejected the application on 27 April 2022.",69,2.614864640793935
0,Applicant Detention and Asylum Claims,3277_chunk000,The applicant is an Algerian national who applied for international protection in the Netherlands and the State Secretary decided on 30 November 2021 not to process the application in the regular procedure. The applicant claimed that during the registration phase he was not informed of the possibility to apply for legal assistance.,70,2.5788903309578743
0,Applicant Detention and Asylum Claims,4962_chunk000,"On 17 March 2021, the applicant applied for recognition of statelessness. In support of her application, she claimed that she was a Latvian non-citizen, which represents a category of people who lived in Latvia when it was still a part of the Soviet Union and then remained there after 1991 without acquiring Latvian citizenship.",71,2.568305688345937
0,Applicant Detention and Asylum Claims,3265_chunk000,"The applicants, a family with children, nationals of Georgia, applied for international protection in Spain on 3 July 2018, stating that the husband had a traffic accident with an employee of a hotel near his home, that he received compensation from the hotel, and in turn, the hotel claimed the money from the employee for being the culprit.",72,2.5445674237490032
0,Applicant Detention and Asylum Claims,995_chunk001,"Persons from the West Bank can claim to have legitimate fears with regard to Israel, which is not a third State vis-a-vis the West Bank. In this case, the CNDA had rejected the appeal of an applicant from the West Bank after having ruled that he came exclusively under the jurisdiction of the Palestinian Authority. Yet the Council of State...",73,2.5445674237490032
0,Applicant Detention and Asylum Claims,4998_chunk000,"The applicant is a national of Iran. On 27 December 2023, he requested international protection in Luxembourg. In support of his application, he claimed he feared persecution, inhumane and degrading treatment or even the death penalty because of his homosexuality, his opposition to the Iranian government and his support to the “organisation of the Mujahedin of the Iranian People”.",74,2.52336489445289
0,Applicant Detention and Asylum Claims,366_chunk000,"In this case the applicant (Nigeria) arrived to Ireland in October 2016. He claimed to be bisexual and that he was the subject of an attempt to force him to join a cult in Nigeria. On May 2017, the International Protection Office informed him the refusal of his application for protection on the ground of lack of credibility. He appealed the decision.",75,2.52336489445289
0,Applicant Detention and Asylum Claims,3321_chunk000,"The applicant applied for international protection in 2017, claiming that he had to flee Bangladesh after being subjected to ill-treatment from state authorities due to his belonging to the Rohingya ethnic group. The BFA rejected the applicant's request and issued a removal order against him. The applicant appealed against this decision.",76,2.4869169555923873
0,Applicant Detention and Asylum Claims,646_chunk000,"According to EDAL's summary:

""On 8 February 2018, the Swiss Federal Administrative Tribunal ruled in a case concerning a Turkish journalist of Kurdish ethnicity who lodged an application for international protection in Zurich after arriving from Brazil. She claimed that she had been arrested and convicted in Turkey due to her profession and alleged connection with a terrorist organisation.",77,2.384227853974658
0,Applicant Detention and Asylum Claims,4997_chunk000,"The applicants were a married couple and their child, of Armenian ethnicity, originating from the autonomous region of Nagorno-Karabakh. On 31 August 2021 they applied for international protection in Germany. In support of their application they claimed that the husband (applicant 1) had been drafted to the army in Nagorno-Karabakh after the outbreak of the war in September 2020.",78,2.3604290051424273
0,Applicant Detention and Asylum Claims,923_chunk000,An applicant must submit a request for protection with which he asserts target-country-related dangers that are objectively suitable in their nature for recognition as a person entitled to asylum or an award for international protection (material asylum request within the meaning of Section 13 (1) Asylum Act) refer the asylum procedure to the Federal Office.,79,1.7782953418410885
0,Applicant Detention and Asylum Claims,510_chunk000,"The Court of Sessions found there was no unlawful discrimination arising from a reduction in the amount of asylum support payable to asylum seekers with one or more dependent children, following a government review. ...",80,1.770170393503916
0,Applicant Detention and Asylum Claims,921_chunk001,"More analytically, a female asylum seeker had upon arrival to Norway...",81,1.7501396024977072
0,Applicant Detention and Asylum Claims,3272_chunk001,"The case concerned the accused monk B., who granted church asylum to A., from the Gaza strip, on 25 August 2020 and provided him accommodation and care with the knowledge that A. was a rejected asylum applicant.

A. applied for asylum on 22 April...",82,1.7406292875146765
0,Applicant Detention and Asylum Claims,4828_chunk001,"On 1 August 2023, the Minister for Asylum and Migration declared...",83,1.7021635774667276
0,Applicant Detention and Asylum Claims,993_chunk000,According to the national contribution to the EMN Report on Migration and Asylum 2019:,84,1.656747675870009
0,Applicant Detention and Asylum Claims,992_chunk000,According to the national contribution to the EMN Report on Migration and Asylum 2019:,85,1.656747675870009
0,Applicant Detention and Asylum Claims,991_chunk000,According to the national contribution to the EMN Report on Migration and Asylum 2019:,86,1.656747675870009
0,Applicant Detention and Asylum Claims,979_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,87,1.6136923010963085
0,Applicant Detention and Asylum Claims,997_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,88,1.6136923010963085
0,Applicant Detention and Asylum Claims,972_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,89,1.6136923010963085
0,Applicant Detention and Asylum Claims,983_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,90,1.6136923010963085
0,Applicant Detention and Asylum Claims,998_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,91,1.6136923010963085
0,Applicant Detention and Asylum Claims,995_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,92,1.6136923010963085
0,Applicant Detention and Asylum Claims,994_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,93,1.6136923010963085
0,Applicant Detention and Asylum Claims,988_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,94,1.6136923010963085
0,Applicant Detention and Asylum Claims,989_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,95,1.6136923010963085
0,Applicant Detention and Asylum Claims,990_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,96,1.6136923010963085
0,Applicant Detention and Asylum Claims,986_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,97,1.6136923010963085
0,Applicant Detention and Asylum Claims,987_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,98,1.6136923010963085
0,Applicant Detention and Asylum Claims,985_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,99,1.6136923010963085
1,Emigration  Asylum  And 2019 Report,993_chunk000,According to the national contribution to the EMN Report on Migration and Asylum 2019:,0,11.923346464908391
1,Emigration  Asylum  And 2019 Report,992_chunk000,According to the national contribution to the EMN Report on Migration and Asylum 2019:,1,11.923346464908391
1,Emigration  Asylum  And 2019 Report,991_chunk000,According to the national contribution to the EMN Report on Migration and Asylum 2019:,2,11.923346464908391
1,Emigration  Asylum  And 2019 Report,979_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,3,11.61348385995032
1,Emigration  Asylum  And 2019 Report,997_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,4,11.61348385995032
1,Emigration  Asylum  And 2019 Report,972_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,5,11.61348385995032
1,Emigration  Asylum  And 2019 Report,983_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,6,11.61348385995032
1,Emigration  Asylum  And 2019 Report,998_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,7,11.61348385995032
1,Emigration  Asylum  And 2019 Report,995_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,8,11.61348385995032
1,Emigration  Asylum  And 2019 Report,994_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,9,11.61348385995032
1,Emigration  Asylum  And 2019 Report,988_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,10,11.61348385995032
1,Emigration  Asylum  And 2019 Report,989_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,11,11.61348385995032
1,Emigration  Asylum  And 2019 Report,990_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,12,11.61348385995032
1,Emigration  Asylum  And 2019 Report,986_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,13,11.61348385995032
1,Emigration  Asylum  And 2019 Report,987_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,14,11.61348385995032
1,Emigration  Asylum  And 2019 Report,985_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,15,11.61348385995032
1,Emigration  Asylum  And 2019 Report,984_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,16,11.61348385995032
1,Emigration  Asylum  And 2019 Report,970_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI SR):,17,10.773539233342404
1,Emigration  Asylum  And 2019 Report,974_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI SR):,18,10.773539233342404
1,Emigration  Asylum  And 2019 Report,976_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI of SR):,19,10.773539233342404
1,Emigration  Asylum  And 2019 Report,961_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):,20,10.773539233342404
1,Emigration  Asylum  And 2019 Report,978_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI of SR):,21,10.773539233342404
1,Emigration  Asylum  And 2019 Report,967_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):,22,10.773539233342404
1,Emigration  Asylum  And 2019 Report,964_chunk000,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):,23,10.773539233342404
1,Emigration  Asylum  And 2019 Report,980_chunk000,"According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:

In these judgments (no. 230.067 and no. 230.068) the Council states that the principle of ""family unity"" does not give rise to a right to...",24,8.680755290873567
1,Emigration  Asylum  And 2019 Report,23_chunk000,"The Finnish Immigration Service had rejected A 's application for asylum and residence permit on the basis of the conflict between A and his father' s claims for asylum. Although the father's report has thus affected A's case, he or she has not been given the opportunity to give an explanation of the report and contradictions that it has in relation to his or her report.",25,7.482373215342722
1,Emigration  Asylum  And 2019 Report,996_chunk000,"According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:

For the Council of State, the civil registry records reconstituted by the French Office for the Protection of Refugees and Stateless Persons (OFPRA) have identical value to the official originals, which precludes consular authorities contesting the particulars contained therein, except in cases of fraud.",26,7.152440153532098
1,Emigration  Asylum  And 2019 Report,3963_chunk001,"He left Iran for Turkey in 2015 (where he applied for asylum) and from there he travelled to Czechia in 2019. In support of his request, the...",27,6.211754437549501
1,Emigration  Asylum  And 2019 Report,937_chunk000,"By decision of 26 July 2019, the State Secretary for Justice and Security established a so-called decision and departure moratorium for asylum seekers from Libya (Government Gazette 26 July 2019, no. 40679). This ruling is about a decision to establish a decision moratorium for Libya.",28,5.883746843381537
1,Emigration  Asylum  And 2019 Report,119_chunk001,"Nevertheless, the National High Court considered, in line with UNHCR's report presented at the Eligibility Commission in this...",29,4.950222811067976
1,Emigration  Asylum  And 2019 Report,589_chunk000,"I – Notification to the applicant for international protection, to account for the content of his statement, does not comply with the formalities required by Article 17 (1 and 2) of the Asylum law under which a written report, containing all the essential information regarding the case and to which the applicant can respond, must be drawn up.",30,4.727031733986807
1,Emigration  Asylum  And 2019 Report,1705_chunk001,"In September 2019 the applicants applied for the status of stateless persons under the Convention for the Status of Stateless Persons, and a...",31,4.677791075740383
