qid,docid,docno,rank,score,query,text
0,405,50_chunk001,14,5.4193162835308515,Applicant Detention and Asylum Claims,"The Municipal Court found out that the applicant during his detention lodged the application for international protection, he was re-detained under the provisions of the Act on Asylum implementing Art. 8(3)(d) of the Recast Reception Directive and for this reason his original..."
0,42,4233_chunk000,15,5.297985987370703,Applicant Detention and Asylum Claims,"The case concerned an applicant from Iraq, D.S., who was residing in Samos Greece and complained of the living conditions during the administrative detention in the police office of Sidirokastro, the PROKEKA (detention center for foreigners pending expulsion) in Tavros and the Samos camp, as well as for an alleged lack of an effective remedy to contest the abovementioned."
0,539,55_chunk001,16,5.27288412310145,Applicant Detention and Asylum Claims,As part of her asylum claim the applicant submitted a refugee card and a letter from AREF to corroborate her account. The...
0,585,142_chunk001,17,5.143943897000975,Applicant Detention and Asylum Claims,The individual facts of each case should be considered to determine whether detention will cause a particular individual in his particular circumstances to suffer treatment contrary to Article 3. In view of...
0,119,3277_chunk001,18,5.085151056055482,Applicant Detention and Asylum Claims,"When the asylum procedure starts, applicants are usually assigned a lawyer through the Legal Aid Board. The applicant claimed that he received the contested..."
0,498,150_chunk001,19,5.030839132288836,Applicant Detention and Asylum Claims,"The Court found that the two weeks detention of four children together with their parents violated Article 3 of the ECHR, and Articles 5, 8, and 37 of the Convention on the Rights of..."
0,491,56_chunk001,20,4.861307702902915,Applicant Detention and Asylum Claims,"The applicants claimed asylum in Ireland on 16 December 2014, and completed their asylum application questionnaires on 26 December 2014. An information request by the Office of the Refugee Applications..."
0,469,130_chunk001,21,4.8189227004185,Applicant Detention and Asylum Claims,"Such a transfer decision can not therefore be taken, let alone notified to the person concerned, until after acceptance by the requested State. The Council also issued an opinion on the possibility of administrative detention..."
0,404,50_chunk000,22,4.674511871649614,Applicant Detention and Asylum Claims,The applicant (Tunisian national) was detained by the Police of the Czech Republic for the purpose of the removal enforcement. The applicant challenged the decision on detention before the Municipal Court of Prague.
0,357,633_chunk000,23,4.629982714923739,Applicant Detention and Asylum Claims,"The legal question concerned a situation in which the applicant (a third country national) claimed asylum based on events that had happened in another EU MS in which the applicant had lived and towards which the Dublin Regulation was applicable. In the current case, a Nigerian national claimed she was in danger of persecution and serious harm in Spain due to her ex-husband."
0,345,608_chunk001,24,4.624137936636474,Applicant Detention and Asylum Claims,"The judge at first instance found that the detention was based on an incorrect legal basis, and the Secretary of State appealed to the Council of State. On 31 July, the district court of the Hague, sitting in..."
0,62,3981_chunk000,25,4.555558852774715,Applicant Detention and Asylum Claims,"The case concerned an applicant from Belarus, a mother with her minor son who applied for asylum in Slovakia claiming a fear of persecution upon return to her home country due to opposition to the current regime. She claimed to have publicly and actively participated in anti-government protests following the 2020 presidential elections, within the territory of Slovakia."
0,221,964_chunk001,26,4.398262871849954,Applicant Detention and Asylum Claims,"The line of reasoning of the defendant who claims that the plaintiff had a legal representative present during the hearing who, unlike the plaintiff, is well versed in the law, could not hold, since the examination of the asylum seeker in the court proceedings represents one of the most important..."
0,454,23_chunk000,27,4.3876731044590125,Applicant Detention and Asylum Claims,"The Finnish Immigration Service had rejected A 's application for asylum and residence permit on the basis of the conflict between A and his father' s claims for asylum. Although the father's report has thus affected A's case, he or she has not been given the opportunity to give an explanation of the report and contradictions that it has in relation to his or her report."
0,479,49_chunk001,28,4.352761594864339,Applicant Detention and Asylum Claims,"The applicant was therefore detained for the purpose of her removal by the Police of the Czech Republic under the provisions of the Act on the Residence of Foreigners implementing Art. 15 of the Returns Directive. In the detention, the applicant lodged an application for..."
0,340,583_chunk000,29,4.338595119835165,Applicant Detention and Asylum Claims,Two related cases involved applicants applying for asylum on the basis of claiming persecution because of their sexual orientation. The applicants submited that the correct standard of proof required should be a reasonable degree of likelihood.
0,386,506_chunk000,30,4.318187545385424,Applicant Detention and Asylum Claims,"The applicant claimed to be registered with UNRWA, to have received help from relatives in Syria too. He claimed that the assistance he has previously received from UNRWA has ceased because he was forced out of Syria because of the general situation in the country."
0,256,1011_chunk000,31,4.196335451384234,Applicant Detention and Asylum Claims,"The case concerns a challenge to detention under the recast Reception Conditions Directive. The applicant requested international protection after being found illegally working in the Czech Republic and using fake documents to obtain such work.

..."
0,151,1648_chunk000,32,4.141136606412362,Applicant Detention and Asylum Claims,"The applicant applied for international protection on 13 January 2010, claiming to be a minor from Zimbabwe and by decision of 29 September 2010 the Federal Office for Asylum rejected the application as unfounded. Upon appeal, the Court of Asylum referred the matter back to the Federal Asylum Office for a new hearing and assessment."
0,5,5889_chunk001,33,4.050914660021077,Applicant Detention and Asylum Claims,"Upon registration, they were asked their ages by the authorities and claimed to be 14 and 7 years old respectively. As they were undocumented, they..."
0,428,200_chunk000,34,4.047054364600175,Applicant Detention and Asylum Claims,"The applicants, a woman and her three children, were nationals of Pakistan who applied for asylum in the State. They had lived in the UK with the first applicant's husband whom the first named applicant claimed had been violently abusive towards her and the children."
0,482,197_chunk000,35,4.047054364600175,Applicant Detention and Asylum Claims,"The applicants, a woman and her three children, were nationals of Pakistan who applied for asylum in the State. They had lived in the UK with the first applicant's husband whom the first named applicant claimed had been violently abusive towards her and the children."
0,179,913_chunk001,36,4.04228343748876,Applicant Detention and Asylum Claims,"The Swedish Migration Court of Appeal referred to Article 15 (5) and (6) of the Return Directive as well as to the relevant provisions of the Swedish law and it held that within the same enforcement of a removal decision, an applicant can be held in detention for a maximum of..."
0,438,88_chunk000,37,4.0180475910531985,Applicant Detention and Asylum Claims,"The Court of Appeal confirmed that the First-tier Tribunal had been entitled to refuse an asylum seeker's appeal against the refusal of her claims for asylum and humanitarian protection. She had failed to establish a well-founded fear of persecution if returned to Iran on the basis of her political activities, conversion to Christianity, and the risk of domestic violence from her husband..."
0,460,178_chunk000,38,3.931020867459929,Applicant Detention and Asylum Claims,"The Court gave guidance on the general approach to be adopted in law and practice by the First-tier Tribunal and Upper Tribunal where claims for asylum were made by children, young people, and other incapacitated or vulnerable persons whose ability to participate effectively in proceedings might be limited."
0,407,36_chunk001,39,3.86263085994244,Applicant Detention and Asylum Claims,"This appeal is concerned with the proposal of the Secretary of State to remove the appellants from the UK to Bulgaria under the Dublin III Regulation arrangements (Regulation 604/2013), on grounds that they entered into the territory of the European Union in Bulgaria and may be sent back there to make their asylum claims. The Court dismissed..."
0,131,3321_chunk001,40,3.8555931961913874,Applicant Detention and Asylum Claims,"The Federal Administrative Court dismissed his appeal, arguing that his claim that he was abused and extorted by the police and had to flee Bangladesh..."
0,509,68_chunk000,41,3.8467035503827582,Applicant Detention and Asylum Claims,"The case concerned the removal of an Afghan family under the Dublin regulation. Both parents were placed separately in administrative detention and weren't allowed to communicate. The mother stayed with her baby while the other children (3, 6 and 8) were placed in a children's home. After 20 days the family was removed to Norway."
0,209,1010_chunk000,42,3.834280039214673,Applicant Detention and Asylum Claims,"On 10 October 2018 the applicant was detained for illegal stay in the Czech Republic and placed in detention. Through EURODAC information, it was confirmed that the applicant had applied for international protection in Germany, Denmark and Switzerland. In addition, according to a communication from Germany, the complainant had at least six other identities."
0,95,3265_chunk001,43,3.8336262241197168,Applicant Detention and Asylum Claims,"The husband indicated that the employee appeared at the applicants' home and claimed the amount of compensation, harassed his wife and threatened..."
0,461,178_chunk001,44,3.764829495900953,Applicant Detention and Asylum Claims,"The guidance was designed to ensure that such persons had an effective right of access to the tribunal and a voice in the proceedings, and that their claims were fairly determined...."
0,471,175_chunk001,45,3.764829495900953,Applicant Detention and Asylum Claims,"(ii) There is a general duty of confidentiality during the process of examining a protection claim, including appellate and judicial review proceedings. If..."
0,351,654_chunk000,46,3.7561178478684094,Applicant Detention and Asylum Claims,"F.L., a Cameroonian national claiming to be a minor, applied for international protection in Belgium on 8 January 2018. On the same day, based on his physical appearance and statements, the Minors and Victims of Trafficking in Human Beings Unit of the Belgian Immigration Office expressed doubts as to his claimed minority and referred him for an immediate medical age assessment."
0,540,173_chunk000,47,3.497539785227787,Applicant Detention and Asylum Claims,"A Sri Lankan national's appeal against the refusal of his asylum claim based on his membership of proscribed groups and participation in political demonstrations was allowed. The First-tier Tribunal and Upper Tribunal had not been referred to 2014 Home Office policy guidance entitled ""Tamil Separatism"" which was material to the decision and might realistically have affected the outcome...."
0,149,1647_chunk000,48,3.4233411618449106,Applicant Detention and Asylum Claims,"MM and F, nationals of Pakistan, applied for international protection on 4 October 2015, but it was rejected  and the Federal Administrative Court confirmed it by decision of 22 October 2018, jointly with the issuance of a return order against the applicants. A subsequent application was submitted from detention centre by the second applicant, on 3 March 2020."
0,422,201_chunk000,49,3.4074491111040914,Applicant Detention and Asylum Claims,"The applicant claimed that after he sought to end a relationship with a woman in Albania in 2012, he was confronted by the woman's brothers who threatened, beat and tortured him, and murdered his father. He moved to Ireland in July 2013 and applied for asylum in April 2014, the application was rejected. An appeal to the tribunal was also rejected in May 2016."
0,521,24_chunk000,50,3.3960950231223332,Applicant Detention and Asylum Claims,"On 30 June 2015, the Finnish Immigration Service rejected the application for an international protection and residence permit issued by Nigerian citizen A ('the appellant') and her minor children B and C. The applicants claimed threats due to the Ebola virus and the Boko Haram terrorist group. The applicant also claimed to be a victim of trafficking due to forced prostitution in Italy."
0,538,55_chunk000,51,3.3520430905340635,Applicant Detention and Asylum Claims,The applicant was a Nigerian national who was born in May 1991. She arrived in the State on 9 January 2007 when she was 15 years old and applied for asylum. The applicant claimed to have been threatened with forced marriage and attempted rape. She said she was given assistance by the African Refugee Foundation (“AREF”) before ultimately leaving Nigeria.
0,19,4992_chunk001,52,3.3400677287975564,Applicant Detention and Asylum Claims,"In support of his application, the applicant claimed that he feared persecution in Russia due to his previous participation in demonstrations against the war in Ukraine and his support to the opposition."
0,504,169_chunk000,53,3.259701696242035,Applicant Detention and Asylum Claims,"The Court ruled on the guidance set out in HJ (Iran) v Secretary of State for the Home Department [2010] UKSC 31 on the approach to sexual orientation asylum claims, including consideration of whether a gay applicant for international protection would conceal their sexual orientation upon return to their country of origin and the reasons for concealment, was compatible with Directive 2004/83..."
0,387,506_chunk001,54,3.23220838041544,Applicant Detention and Asylum Claims,"He claimed to therefore qualify to obtain an ipso facto refugee declaration under the 1951 Convention relating to the Status of Refugees (Geneva Convention).

The Migration Court of Appeal relied on the CJEU jurisprudence,..."
0,115,3239_chunk001,55,3.187683573856213,Applicant Detention and Asylum Claims,"The Municipal Court stated that the authorities' decision to reject his application for refugee protection was unlawful and annulled the decision in its entirety, claiming that annulling only part of it would lead to an..."
0,402,151_chunk000,56,3.1066356479876007,Applicant Detention and Asylum Claims,"A., B., C., D., and E., five young Afghan nationals, arrived separately in Norway between 26 July 2015 and 1 October 2015. Each applied for international protection, claiming to be between 15 and 16 years old at the time of arrival."
0,403,151_chunk001,57,3.1066356479876007,Applicant Detention and Asylum Claims,"None of them possessed documentary evidence supporting their claimed ages and were referred for medical age assessments consisting of an X-ray of the left hand and wrist and a dental X-ray (Liversidge and Haavikko methods).

Following the assessments, in..."
0,24,4729_chunk000,58,2.9904551365530128,Applicant Detention and Asylum Claims,"A national of Tajikistan from the Pamiri ethnic group requested international protection in Luxembourg on 16 January 2020, claiming a risk of persecution due to his political activities related to revealing unlawful practices and abuses of power within the State."
0,12,4999_chunk000,59,2.840864374627292,Applicant Detention and Asylum Claims,"The applicant is a national from Ethiopia. On 26 January 2024, the applicant requested international protection in Luxembourg. In support of her application, she claimed that she feared persecution and rape on account of her membership of the Ahmara ethnic group."
0,10,5761_chunk000,60,2.8300490619280265,Applicant Detention and Asylum Claims,"A. and B., together with their two children, requested international protection in Romania on 12 July 2023 and in Switzerland on 26 July 2023. On 11 August 2023, they submitted an application for recognition of statelessness in Switzerland, claiming to be stateless Maktumin from Syria."
0,168,981_chunk001,61,2.819155071984194,Applicant Detention and Asylum Claims,"Upon appeal, the applicant argued that he is a Palestinian refugee, and that he is eligible of UNRWA protection despite not having been registered with and not having received material assistance from UNRWA or lived in its area of operation. The applicant claimed to fall within the personal scope of Article 1D..."
0,156,920_chunk000,62,2.782349144582815,Applicant Detention and Asylum Claims,"Between 26 July and 1 October 2015, 5 Afghan nationals applied for international protection in Norway, claiming to be 15-16 years old. After further assessments, which also included medical age examinations, the immigration authorities considered that they were all older than 18 years."
0,470,175_chunk000,63,2.782349144582815,Applicant Detention and Asylum Claims,The Upper Tribunal Ruled that: i) There is no general duty of inquiry upon the examiner to authenticate documents produced in support of a protection claim. There may be exceptional situations when a document can be authenticated by a simple process of inquiry which will conclusively resolve the authenticity and reliability of a document.
0,234,1086_chunk000,64,2.778101980663445,Applicant Detention and Asylum Claims,"A national of Ivory Coast applied for international protection on 22 January 2018, claiming that he was born on 2001 but did not submit documents to prove his date of birth. Following an age assessment, the State Secretary concluded that the applicant was not a minor."
0,267,945_chunk000,65,2.73477091747321,Applicant Detention and Asylum Claims,"This case concerns the consequences of an appeal with no automatic suspensive effect.

Following the CJEU ruling in C-180/17, the Council of State held that foreign nationals do not automatically have to be given the opportunity to await their appeal in the Netherlands. In the meantime, they also have no right of residence on the basis of which they can claim..."
0,99,3240_chunk001,66,2.663130297722445,Applicant Detention and Asylum Claims,"- the State Secretariat for Migration (SEM) and the Federal Administrative Court (TAF), in both first and second instance procedures, have based their decisions to reject the application for international protection on claims that the applicant's testimony lacked credibility and that the authenticity of the documents he presented was..."
0,143,2471_chunk000,67,2.633105740438937,Applicant Detention and Asylum Claims,"A national from Lithuania applied for international protection in Austria on 15 April 2019. The applicant claimed he was a lawyer and human rights activist who had defaced a plaque honouring a General who was responsible for the murder of 14,000 Jews, 22 of whom were related to him."
0,543,84_chunk000,68,2.633105740438937,Applicant Detention and Asylum Claims,"In summary, the applicant claims as follows. He is a national of the Democratic Republic of Congo. He has a well-founded fear of persecution if returned to that country on the ground of his membership of a particular social group, specifically his family, and of his political opinion, specifically his membership of, and involvement with, the UDPS political party there."
0,8,6098_chunk000,69,2.614864640793935,Applicant Detention and Asylum Claims,"An Egyptian national lodged a subsequent application for international protection, claiming that he feared persecution in the event of return to Egypt on account of his sexual orientation. The Office for the Protection of Refugees and Stateless Persons (OFPRA) rejected the application on 27 April 2022."
0,118,3277_chunk000,70,2.5788903309578743,Applicant Detention and Asylum Claims,The applicant is an Algerian national who applied for international protection in the Netherlands and the State Secretary decided on 30 November 2021 not to process the application in the regular procedure. The applicant claimed that during the registration phase he was not informed of the possibility to apply for legal assistance.
0,20,4962_chunk000,71,2.568305688345937,Applicant Detention and Asylum Claims,"On 17 March 2021, the applicant applied for recognition of statelessness. In support of her application, she claimed that she was a Latvian non-citizen, which represents a category of people who lived in Latvia when it was still a part of the Soviet Union and then remained there after 1991 without acquiring Latvian citizenship."
0,94,3265_chunk000,72,2.5445674237490032,Applicant Detention and Asylum Claims,"The applicants, a family with children, nationals of Georgia, applied for international protection in Spain on 3 July 2018, stating that the husband had a traffic accident with an employee of a hotel near his home, that he received compensation from the hotel, and in turn, the hotel claimed the money from the employee for being the culprit."
0,239,995_chunk001,73,2.5445674237490032,Applicant Detention and Asylum Claims,"Persons from the West Bank can claim to have legitimate fears with regard to Israel, which is not a third State vis-a-vis the West Bank. In this case, the CNDA had rejected the appeal of an applicant from the West Bank after having ruled that he came exclusively under the jurisdiction of the Palestinian Authority. Yet the Council of State..."
0,16,4998_chunk000,74,2.52336489445289,Applicant Detention and Asylum Claims,"The applicant is a national of Iran. On 27 December 2023, he requested international protection in Luxembourg. In support of his application, he claimed he feared persecution, inhumane and degrading treatment or even the death penalty because of his homosexuality, his opposition to the Iranian government and his support to the “organisation of the Mujahedin of the Iranian People”."
0,312,366_chunk000,75,2.52336489445289,Applicant Detention and Asylum Claims,"In this case the applicant (Nigeria) arrived to Ireland in October 2016. He claimed to be bisexual and that he was the subject of an attempt to force him to join a cult in Nigeria. On May 2017, the International Protection Office informed him the refusal of his application for protection on the ground of lack of credibility. He appealed the decision."
0,130,3321_chunk000,76,2.4869169555923873,Applicant Detention and Asylum Claims,"The applicant applied for international protection in 2017, claiming that he had to flee Bangladesh after being subjected to ill-treatment from state authorities due to his belonging to the Rohingya ethnic group. The BFA rejected the applicant's request and issued a removal order against him. The applicant appealed against this decision."
0,383,646_chunk000,77,2.384227853974658,Applicant Detention and Asylum Claims,"According to EDAL's summary:

""On 8 February 2018, the Swiss Federal Administrative Tribunal ruled in a case concerning a Turkish journalist of Kurdish ethnicity who lodged an application for international protection in Zurich after arriving from Brazil. She claimed that she had been arrested and convicted in Turkey due to her profession and alleged connection with a terrorist organisation."
0,14,4997_chunk000,78,2.3604290051424273,Applicant Detention and Asylum Claims,"The applicants were a married couple and their child, of Armenian ethnicity, originating from the autonomous region of Nagorno-Karabakh. On 31 August 2021 they applied for international protection in Germany. In support of their application they claimed that the husband (applicant 1) had been drafted to the army in Nagorno-Karabakh after the outbreak of the war in September 2020."
0,264,923_chunk000,79,1.7782953418410883,Applicant Detention and Asylum Claims,An applicant must submit a request for protection with which he asserts target-country-related dangers that are objectively suitable in their nature for recognition as a person entitled to asylum or an award for international protection (material asylum request within the meaning of Section 13 (1) Asylum Act) refer the asylum procedure to the Federal Office.
0,385,510_chunk000,80,1.7701703935039161,Applicant Detention and Asylum Claims,"The Court of Sessions found there was no unlawful discrimination arising from a reduction in the amount of asylum support payable to asylum seekers with one or more dependent children, following a government review. ..."
0,162,921_chunk001,81,1.7501396024977072,Applicant Detention and Asylum Claims,"More analytically, a female asylum seeker had upon arrival to Norway..."
0,117,3272_chunk001,82,1.7406292875146765,Applicant Detention and Asylum Claims,"The case concerned the accused monk B., who granted church asylum to A., from the Gaza strip, on 25 August 2020 and provided him accommodation and care with the knowledge that A. was a rejected asylum applicant.

A. applied for asylum on 22 April..."
0,23,4828_chunk001,83,1.7021635774667276,Applicant Detention and Asylum Claims,"On 1 August 2023, the Minister for Asylum and Migration declared..."
0,252,993_chunk000,84,1.656747675870009,Applicant Detention and Asylum Claims,According to the national contribution to the EMN Report on Migration and Asylum 2019:
0,258,992_chunk000,85,1.656747675870009,Applicant Detention and Asylum Claims,According to the national contribution to the EMN Report on Migration and Asylum 2019:
0,262,991_chunk000,86,1.656747675870009,Applicant Detention and Asylum Claims,According to the national contribution to the EMN Report on Migration and Asylum 2019:
0,184,979_chunk000,87,1.6136923010963085,Applicant Detention and Asylum Claims,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,186,997_chunk000,88,1.6136923010963085,Applicant Detention and Asylum Claims,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,192,972_chunk000,89,1.6136923010963085,Applicant Detention and Asylum Claims,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,216,983_chunk000,90,1.6136923010963085,Applicant Detention and Asylum Claims,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,218,998_chunk000,91,1.6136923010963085,Applicant Detention and Asylum Claims,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,238,995_chunk000,92,1.6136923010963085,Applicant Detention and Asylum Claims,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,242,994_chunk000,93,1.6136923010963085,Applicant Detention and Asylum Claims,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,268,988_chunk000,94,1.6136923010963085,Applicant Detention and Asylum Claims,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,270,989_chunk000,95,1.6136923010963085,Applicant Detention and Asylum Claims,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,272,990_chunk000,96,1.6136923010963085,Applicant Detention and Asylum Claims,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,280,986_chunk000,97,1.6136923010963085,Applicant Detention and Asylum Claims,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,282,987_chunk000,98,1.6136923010963085,Applicant Detention and Asylum Claims,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,284,985_chunk000,99,1.6136923010963085,Applicant Detention and Asylum Claims,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,252,993_chunk000,0,11.923346464908391,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Report on Migration and Asylum 2019:
1,258,992_chunk000,1,11.923346464908391,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Report on Migration and Asylum 2019:
1,262,991_chunk000,2,11.923346464908391,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Report on Migration and Asylum 2019:
1,184,979_chunk000,3,11.613483859950321,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,186,997_chunk000,4,11.613483859950321,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,192,972_chunk000,5,11.613483859950321,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,216,983_chunk000,6,11.613483859950321,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,218,998_chunk000,7,11.613483859950321,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,238,995_chunk000,8,11.613483859950321,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,242,994_chunk000,9,11.613483859950321,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,268,988_chunk000,10,11.613483859950321,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,270,989_chunk000,11,11.613483859950321,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,272,990_chunk000,12,11.613483859950321,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,280,986_chunk000,13,11.613483859950321,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,282,987_chunk000,14,11.613483859950321,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,284,985_chunk000,15,11.613483859950321,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,289,984_chunk000,16,11.613483859950321,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,169,970_chunk000,17,10.773539233342404,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI SR):
1,180,974_chunk000,18,10.773539233342404,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI SR):
1,182,976_chunk000,19,10.773539233342404,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI of SR):
1,197,961_chunk000,20,10.773539233342404,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):
1,207,978_chunk000,21,10.773539233342404,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI of SR):
1,211,967_chunk000,22,10.773539233342404,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):
1,220,964_chunk000,23,10.773539233342404,Emigration  Asylum  And 2019 Report,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):
1,160,980_chunk000,24,8.680755290873567,Emigration  Asylum  And 2019 Report,"According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:

In these judgments (no. 230.067 and no. 230.068) the Council states that the principle of ""family unity"" does not give rise to a right to..."
1,454,23_chunk000,25,7.482373215342722,Emigration  Asylum  And 2019 Report,"The Finnish Immigration Service had rejected A 's application for asylum and residence permit on the basis of the conflict between A and his father' s claims for asylum. Although the father's report has thus affected A's case, he or she has not been given the opportunity to give an explanation of the report and contradictions that it has in relation to his or her report."
1,190,996_chunk000,26,7.152440153532098,Emigration  Asylum  And 2019 Report,"According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:

For the Council of State, the civil registry records reconstituted by the French Office for the Protection of Refugees and Stateless Persons (OFPRA) have identical value to the official originals, which precludes consular authorities contesting the particulars contained therein, except in cases of fraud."
1,73,3963_chunk001,27,6.211754437549501,Emigration  Asylum  And 2019 Report,"He left Iran for Turkey in 2015 (where he applied for asylum) and from there he travelled to Czechia in 2019. In support of his request, the..."
1,163,937_chunk000,28,5.883746843381537,Emigration  Asylum  And 2019 Report,"By decision of 26 July 2019, the State Secretary for Justice and Security established a so-called decision and departure moratorium for asylum seekers from Libya (Government Gazette 26 July 2019, no. 40679). This ruling is about a decision to establish a decision moratorium for Libya."
