qid,query,docno,text,rank,score
0,Asylum Definition And Assessment,88_chunk000,"The Court of Appeal confirmed that the First-tier Tribunal had been entitled to refuse an asylum seeker's appeal against the refusal of her claims for asylum and humanitarian protection. She had failed to establish a well-founded fear of persecution if returned to Iran on the basis of her political activities, conversion to Christianity, and the risk of domestic violence from her husband...",97,1.4583595447352078
0,Asylum Definition And Assessment,170_chunk001,"The Court ruled that with the rules on distribution and allocation (§§ 50, 51 AsylG), the law takes into account the regularly particularly important public interest , the burden associated with the reception of asylum seekers in terms of accommodation, food and supervision, evenly on the Federal states and municipalities (see § 45 AsylG). In that regard, an asylum seeker - such as the...",98,1.441432574832544
0,Asylum Definition And Assessment,4231_chunk000,"The case concerned the question whether the State Secretary had correctly established the date from which the applicant benefits of asylum, how to establish the date of application.",99,1.428122814833851
1,Credibility Assessment Definition,940_chunk001,The Minister for Migration considers it credible that the third-country national has become politically active in the Netherlands and stands up for the rights of Ahwazi in Iran....,0,6.989043202459388
1,Credibility Assessment Definition,4729_chunk001,"By decision of 23 December 2021, his request was rejected as unfounded on the ground that his statements lacked credibility and was ordered to leave the territory within 30 days. He appealed the decision, and the appeal was dismissed...",1,6.141534819018082
1,Credibility Assessment Definition,582_chunk000,The High Court refused an application for judicial review by the applicant of a decision refusing him subsidiary protection. The national decision maker did not find the applicant's assertions that he was “not mentally ok” to be credible.,2,6.141534819018082
1,Credibility Assessment Definition,151_chunk001,"None of them possessed documentary evidence supporting their claimed ages and were referred for medical age assessments consisting of an X-ray of the left hand and wrist and a dental X-ray (Liversidge and Haavikko methods).

Following the assessments, in...",3,5.8518503976171425
1,Credibility Assessment Definition,57_chunk001,The Refugee Appeals Tribunal made adverse credibility findings based on matters that had not been put to the applicant and concluded that cumulatively the applicant had not proved that she was a refugee. The applicant challenged the decision by way of judicial review. The High Court...,4,5.682178307913178
1,Credibility Assessment Definition,201_chunk001,"It was submitted on behalf of the applicant that a family could be a social group, and that the Tribunal had failed to assess whether...",5,5.638717731268793
1,Credibility Assessment Definition,5442_chunk001,The Constitutional Court considered that the Federal Administrative Court duly assessed both the security and supply...,6,5.495891122579657
1,Credibility Assessment Definition,3240_chunk001,"- the State Secretariat for Migration (SEM) and the Federal Administrative Court (TAF), in both first and second instance procedures, have based their decisions to reject the application for international protection on claims that the applicant's testimony lacked credibility and that the authenticity of the documents he presented was...",7,5.477339325724932
1,Credibility Assessment Definition,108_chunk000,According the ECHR's Information Note 213 (December 2017): The applicant entered Switzerland in 2009 and applied for asylum on the grounds that he had been imprisoned and tortured in his country of origin (Iran) after taking part in a demonstration there. His application was rejected after the Swiss authorities found that his account was not credible.,8,5.2867551033093365
1,Credibility Assessment Definition,366_chunk000,"In this case the applicant (Nigeria) arrived to Ireland in October 2016. He claimed to be bisexual and that he was the subject of an attempt to force him to join a cult in Nigeria. On May 2017, the International Protection Office informed him the refusal of his application for protection on the ground of lack of credibility. He appealed the decision.",9,5.196351483236044
1,Credibility Assessment Definition,4036_chunk001,The Supreme Administrative Corut had to determine whether the administrative court could have assessed the application of the exclusion clause in the case without holding an oral...,10,5.107758306722866
1,Credibility Assessment Definition,3231_chunk001,"Finally, it stated that if bone examinations contravene such records and assessments, creating a doubt concerning the applicant's minority, then the applicant should be given the...",11,5.107758306722866
1,Credibility Assessment Definition,129_chunk000,"In the absence of legally binding criteria to assess risk of absconding, applicants may not be detained while waiting for a transfer under the Dublin Regulation.

...",12,4.990283112190747
1,Credibility Assessment Definition,196_chunk001,"Based on Chapter III of the Dublin III Regulation, the Office of the Refugee Applications Commissioner determined that the United Kingdom was responsible to assess applicant's applications. At this point, the...",13,4.5698669695353855
1,Credibility Assessment Definition,5443_chunk001,"It noted also that the lower court duly considered the admissibility of the removal on basis of current country of origin reports on Syria, by assessing both the security and supply situation in Syria as well as the...",14,4.475602991743769
1,Credibility Assessment Definition,914_chunk001,The Migration Court of Appeal assessed whether the applicant had acted under duress and held that this was not the case as the applicant had benefitted from three permits and always came back to the place of employment. The applicant chose to flee...,15,4.475602991743769
1,Credibility Assessment Definition,52_chunk000,"On 13 April 2010, Ms. Danqua, a Ghanaian national, applied for refugee status in Ireland arguing that she feared trokosi practices, a form of ritual servitude practised in Ghana predominantly affecting women. In a report dated 16 June 2010, the Refugee Applications Commissioner (Ireland) issued a negative recommendation in respect of that application because of its lack of credibility.",16,4.437532517797776
1,Credibility Assessment Definition,3250_chunk001,"Thus, the repealed provision, which states that the absence of proof of possession of the means to support oneself constitutes a threat to public order or safety and is a factor to be taken into account when assessing the duration of an entry ban of up...",17,4.385149240384235
1,Credibility Assessment Definition,1086_chunk001,"Specifically, the assessment consisted of an initial observation by two officers from the Aliens Police, Identification and Human Trafficking Department (AVIM) on 22 January 2018, recorded in an official report, and a subsequent...",18,4.385149240384235
1,Credibility Assessment Definition,513_chunk001,The Supreme Court narrowed the scope of their assessment to be that of whether the revocation violated their right to private life cf. the European Convention of Human Rights Article 8 and Paragraph 102 of the Norwegian...,19,4.385149240384235
1,Credibility Assessment Definition,20_chunk001,"According to a medical opinion, treatment requires uninterrupted and controlled daily recurrence of medication and, in addition, a regular injection of medication, so that tuberculosis does not reactivate and become infectious. When assessing the issue, the Supreme...",20,4.385149240384235
1,Credibility Assessment Definition,3968_chunk000,The case concerned an applicant from Pakistan who applied unsuccessfully for asylum in 2012 and return was ordered. He applied for reconsideration which was assessed as subsequent application which was rejected and again an expulsion order was adopted. An appeal was again rejected.,21,4.214784243017284
1,Credibility Assessment Definition,5443_chunk000,The Constitutional Court dismissed a complaint against the decision of the Federal Administrative Court concerning detention of a Syrian applicant pending return. It found that the lower court correctly assessed that the detention pending return and its extension were lawful.,22,4.134471220586689
1,Credibility Assessment Definition,3231_chunk000,"In January 2022, the Cassation Court of France ruled that a bone examination was insufficient to confirm the applicant's majority. The court specified that, for such examinations to be considered conclusive, they should be corroborated by civil status records and social assessments.",23,4.134471220586689
1,Credibility Assessment Definition,951_chunk001,"The Regional Court had dismissed the administrative action for the following reasons:
- there are no individual circumstances which the applicant should reasonably assess a well founded fear of persecution. It has not been shown in the proceedings that the applicant had certain political views, nor has it been shown that the Taliban...",24,4.134471220586689
1,Credibility Assessment Definition,1086_chunk000,"A national of Ivory Coast applied for international protection on 22 January 2018, claiming that he was born on 2001 but did not submit documents to prove his date of birth. Following an age assessment, the State Secretary concluded that the applicant was not a minor.",25,3.982690309526741
1,Credibility Assessment Definition,989_chunk001,"The Council of State upheld the CNDA's decision and rejected OFPRA's appeal on the grounds that the Court's sovereign assessment on the applicant's inadequate understanding and mastery of the English language could not be denatured. In this case, the Office's inadmissibility decision on the grounds of late submission was...",26,3.910903559343424
1,Credibility Assessment Definition,972_chunk001,"Inter alia, the applicant challenged the incorrect legal assessment of the genuineness of his conversion, while mainly reprehending the non-application of the ‘benefit of doubt' principle, insufficient verification of his faith resulting from the fact that only one interview was carried out, during which the defendant failed to focus to a sufficient...",27,3.841658857086875
1,Credibility Assessment Definition,920_chunk000,"Between 26 July and 1 October 2015, 5 Afghan nationals applied for international protection in Norway, claiming to be 15-16 years old. After further assessments, which also included medical age examinations, the immigration authorities considered that they were all older than 18 years.",28,3.7748235267810446
1,Credibility Assessment Definition,656_chunk000,The case concerns an appeal against the decision of the Court of The Hague of 5 October 2016 in case no. 16/20135. The Administrative Jurisdiction Division of the Council of State clarified that the Immigration and Naturalisation Service (IND ) is required to assess in an individual manner whether the criteria for protection still exist.,29,3.7102739674974634
1,Credibility Assessment Definition,137_chunk000,"In a case of a Somali applicant related to family reunification, the Supreme Court held that the trial judge was incorrect in forming the view that the potential financial consequences for the State of allowing a discretionary family reunification application cannot be taken into account in the overall assessment as to how the Minister's discretion under the 1996 Act should be exercised.",30,3.6478948904828914
1,Credibility Assessment Definition,1648_chunk000,"The applicant applied for international protection on 13 January 2010, claiming to be a minor from Zimbabwe and by decision of 29 September 2010 the Federal Office for Asylum rejected the application as unfounded. Upon appeal, the Court of Asylum referred the matter back to the Federal Asylum Office for a new hearing and assessment.",31,3.529224533049788
1,Credibility Assessment Definition,654_chunk000,"F.L., a Cameroonian national claiming to be a minor, applied for international protection in Belgium on 8 January 2018. On the same day, based on his physical appearance and statements, the Minors and Victims of Trafficking in Human Beings Unit of the Belgian Immigration Office expressed doubts as to his claimed minority and referred him for an immediate medical age assessment.",32,3.4727383791045146
