qid,query,docno,docid,score,rank,text
0,Asylum Definition And Assessment,173_chunk000,540,0.60995996,35,"A Sri Lankan national's appeal against the refusal of his asylum claim based on his membership of proscribed groups and participation in political demonstrations was allowed. The First-tier Tribunal and Upper Tribunal had not been referred to 2014 Home Office policy guidance entitled ""Tamil Separatism"" which was material to the decision and might realistically have affected the outcome...."
0,Asylum Definition And Assessment,1648_chunk001,152,0.6098509,36,"On 17 November 2011, the Federal Asylum Office rejected again the application, after having found also that the applicant was from Nigeria and ordered the return...."
0,Asylum Definition And Assessment,1648_chunk000,151,0.60979956,37,"The applicant applied for international protection on 13 January 2010, claiming to be a minor from Zimbabwe and by decision of 29 September 2010 the Federal Office for Asylum rejected the application as unfounded. Upon appeal, the Court of Asylum referred the matter back to the Federal Asylum Office for a new hearing and assessment."
0,Asylum Definition And Assessment,22_chunk000,432,0.6088871,38,"The Finnish Immigration Service had rejected asylum seeker A's application for asylum and residence permit and decided to return him to his country of origin, Iraq. On 29 June 2017 A. requested permission to appeal the decision of the Administrative Court and to be granted international protection."
0,Asylum Definition And Assessment,209_chunk000,502,0.60868067,39,"In this case, the applicant applied for asylum in his city of residence, Ceuta, and his application was admitted. At that point the Spanish authorities issued him the corresponding identity document valid for the entire national territory and until the resolution of his asylum application."
0,Asylum Definition And Assessment,650_chunk000,295,0.6078563,40,The case concerns the suspension of the implementation of a decision on refusal of international protection.
0,Asylum Definition And Assessment,3409_chunk000,108,0.6076071,41,"The applicant contested a Dublin transfer to Lithuania, which was determined by the Federal Office for Migration and Refugees (BAMF) as the state responsible for the examination of the application based on Article 18(1)(b) of the Dublin III Regulation, as the applicant, according to documents submitted, applied for asylum in Lithuania."
0,Asylum Definition And Assessment,3276_chunk001,77,0.60653615,42,The court noted that Romania was already unprepared to accommodate asylum applicants before the Ukrainian crisis and that with the high influx of persons...
0,Asylum Definition And Assessment,577_chunk000,314,0.6058687,43,"This case concerns the validity of asylum application in accordance with § 29 para. 1 no. 5 i. V. m. Section 71a (1) Asylum Act, in accordance with Section 31 (3) Sentence 1 AsylG. It also refers to the examination of a prohibition on removal according to § 60 Abs. 5 AufenthG i. V. m."
0,Asylum Definition And Assessment,589_chunk000,293,0.6057378,44,"I – Notification to the applicant for international protection, to account for the content of his statement, does not comply with the formalities required by Article 17 (1 and 2) of the Asylum law under which a written report, containing all the essential information regarding the case and to which the applicant can respond, must be drawn up."
0,Asylum Definition And Assessment,4705_chunk000,446,0.6026516,45,"Judgment concerning the freedom of movement of asylum seekers in Ceuta and Melilla, although his application for international protection was admitted for examination.

..."
0,Asylum Definition And Assessment,923_chunk000,264,0.6026495,46,An applicant must submit a request for protection with which he asserts target-country-related dangers that are objectively suitable in their nature for recognition as a person entitled to asylum or an award for international protection (material asylum request within the meaning of Section 13 (1) Asylum Act) refer the asylum procedure to the Federal Office.
0,Asylum Definition And Assessment,2509_chunk000,136,0.60118616,47,"The applicant, Guinean national, contested the inadmissibility decision adopted based on Paragraph 29(1)(1)(a) of the AsylG, because he entered Germany and applied for international protection on 11 April 2018 but he had previously applied in Spain (Eurodac hit report). The BAMF also found no prohibition to deportation and issued a 6 months entry ban."
0,Asylum Definition And Assessment,51_chunk000,450,0.60075283,48,"Subsequent application for international protection lodged by the applicant (national of Cameroon) in 2014 was declared inadmissible and asylum proceedings was terminated by the decision of the administrative authority, which came to the conclusion that the applicant had not presented any new elements or findings which she would be incapable to present in the previous procedure initiated by her fi"
0,Asylum Definition And Assessment,127_chunk000,516,0.60063374,49,The Administrative Court of Nice has ordered the Prefecture of Alpes-Maritimes to register asylum applications of persons entering via Italy....
0,Asylum Definition And Assessment,69_chunk000,430,0.6004144,50,"If it is not clear whether an asylum applicant has already been granted international protection in another European Union member state (here: Italy), the administrative courts must find out whether this is the case if the admissibility of a new application for protection depends on it."
0,Asylum Definition And Assessment,117_chunk000,400,0.60034513,51,Syrian refugee family resettled from Lebanon were granted subsidiary protection. This decision was appealed before the National High Court.
0,Asylum Definition And Assessment,3406_chunk001,79,0.6002212,52,"The Federal Office for Migration and Refugees (BAMF) confirmed a Eurodac hit with regard to Croatia, where the applicants also applied for asylum.

The applicants argued that in Croatia they were receiving..."
0,Asylum Definition And Assessment,3315_chunk000,106,0.5998582,53,"The case concerned a request for urgent interim measures submitted by an Afghan national against a Dublin transfer to Austria. The Dublin transfer was accepted by Austria, but it has been annulled in court by decision of 20 January 2021, when the judicial authority decided that Italy had the competence to process the asylum application."
0,Asylum Definition And Assessment,957_chunk001,172,0.5993595,54,"The appellant claimed her stalker enjoyed political influence and/or protection in Albania so her complaints to the police were not effective, and therefore she fled Albania and claimed asylum in Ireland."
0,Asylum Definition And Assessment,955_chunk001,177,0.5993059,55,In September 2018 the application was refused by the Minister for Justice on the basis that it had not been submitted within 12 months of the grant of refugee status as required by section 56(8) of the International Protection Act 2015. The applicant then...
0,Asylum Definition And Assessment,3137_chunk001,101,0.5990303,56,"He requested an interpreter, but the form was left blank on the part of lawyer assistance.

The application for asylum was rejected as..."
0,Asylum Definition And Assessment,174_chunk000,545,0.5986626,57,Neither the First-tier Tribunal nor the Upper Tribunal had erred in refusing asylum to a 17-year-old Afghan. There was no evidence that he was at risk of physical retaliation by virtue of being the son of a policeman abducted by the Taliban in 2010. The tribunals had not considered his fear of persecution to be well-founded.
0,Asylum Definition And Assessment,2507_chunk000,132,0.5986577,58,"The case concerned an Afghan applicant who contested an inadmissible decision based on Paragraph 29(1)(1)(a) of the AsylG because he had previously applied for asylum in Denmark. The Danish authorities agreed to a readmission on 9 November 2017, and the BAMF ordered the transfer and found no prohibition for the deportation."
0,Asylum Definition And Assessment,5761_chunk001,11,0.5983616,59,"On 7 November 2023, the State Secretariat for Migration (SEM) rejected their asylum application and ordered their transfer to Romania. By separate decision, also dated 7 November 2023, the SEM rejected the..."
0,Asylum Definition And Assessment,4709_chunk000,30,0.5971143,60,"A Syrian national requested international protection in Germany, alleging a well-founded fear of persecution in his country of origin due to the ongoing civil war and a risk of forced conscription."
0,Asylum Definition And Assessment,64_chunk000,515,0.5965164,61,"(Abstract provided by UNHCR) The FAC rejected the application of a family to be recognized as stateless. Despite the fact that Swiss authorities had unsuccessfully tried to return the applicants for the past 17 years, the Court found that the applicants had not done everything possible to obtain travel documents from their countries of origin...."
0,Asylum Definition And Assessment,4184_chunk001,53,0.59650385,62,"The State Secretary for Justice and Security postponed the decision on her entry to the Netherlands and by decision of 29 March 2023, the State Secretary imposed a custodial measure for the duration of the processing of her asylum application in the border procedure (Article 6, third paragraph, of the Aliens Act 2000). The applicant..."
0,Asylum Definition And Assessment,547_chunk000,372,0.5963254,63,"In response to a legal remedy filed against the Federal Office for Immigration and Asylum, the Supreme Administrative Court ruled that, in accordance with Art 13 para 1 of the Dublin III Regulation (604/2013), the Member State whose border an individual applying for international protection had crossed irregularly is responsible for examining that application (ruling in case Ra 2017/19/0169-9 of 5"
0,Asylum Definition And Assessment,2505_chunk000,141,0.59625274,64,"The applicant, national of Mali, applied for international protection in Germany but based on EURODAC findings his application was rejected as inadmissible as Italy was responsible to process his application."
0,Asylum Definition And Assessment,3968_chunk000,74,0.5962138,65,The case concerned an applicant from Pakistan who applied unsuccessfully for asylum in 2012 and return was ordered. He applied for reconsideration which was assessed as subsequent application which was rejected and again an expulsion order was adopted. An appeal was again rejected.
0,Asylum Definition And Assessment,3272_chunk000,116,0.59578586,66,The Bavarian Higher Administrative Court decided on a case regarding the criminal liability of religious orders when providing support for an unauthorised stay by granting church asylum to individuals under the Dublin procedure.
0,Asylum Definition And Assessment,656_chunk000,505,0.5955145,67,The case concerns an appeal against the decision of the Court of The Hague of 5 October 2016 in case no. 16/20135. The Administrative Jurisdiction Division of the Council of State clarified that the Immigration and Naturalisation Service (IND ) is required to assess in an individual manner whether the criteria for protection still exist.
0,Asylum Definition And Assessment,168_chunk000,575,0.5950588,68,"The Court confirmed that based on information from the UNHCR, the US Department of State and the Foreign Office, the Administrative Court has stated that the findings of the Bihari situation in Bangladesh do not provide any evidence for group persecution."
0,Asylum Definition And Assessment,119_chunk000,396,0.59488535,69,The case concerns the request to extend international protection to the parents of the applicant (Syrian father and a Palestinian mother) who was granted refugee status in Spain. Spanish authorities rejected the case as they considered that the dependency criteria requested by the Asylum Law in cases of family reunification of ascendants was not accredit in this case.
0,Asylum Definition And Assessment,35_chunk000,484,0.594873,70,"! With regard to reception, UK implements Council Directive 2003/9/EC. This case concerns a challenge to a decision by the Secretary of State for the Home Department (""the Respondent"") as to the weekly rate of asylum support paid for child dependants of asylum seekers."
0,Asylum Definition And Assessment,55_chunk001,539,0.5944742,71,As part of her asylum claim the applicant submitted a refugee card and a letter from AREF to corroborate her account. The...
0,Asylum Definition And Assessment,88_chunk000,438,0.5929809,72,"The Court of Appeal confirmed that the First-tier Tribunal had been entitled to refuse an asylum seeker's appeal against the refusal of her claims for asylum and humanitarian protection. She had failed to establish a well-founded fear of persecution if returned to Iran on the basis of her political activities, conversion to Christianity, and the risk of domestic violence from her husband..."
0,Asylum Definition And Assessment,641_chunk000,380,0.5914015,73,"This case relates to the transfer to Italy under Dublin procedure of an asylum seeker with medical condition. For further information on the case, please refer to the original document indicated below.

..."
0,Asylum Definition And Assessment,54_chunk000,499,0.5909373,74,"Section 9 of the Refugee Act 1996 provided that a person seeking asylum is entitled to enter the State and remain while the application for refugee status is processed. Section 9(4) also provided however, that an applicant shall not seek or enter employment before final determination of his or her application for a declaration."
0,Asylum Definition And Assessment,176_chunk001,529,0.59053665,75,The suggestion that the Article 17 discretion falls to be exercised only where the family reunification criteria in Article 8 are not satisfied is misconceived. ...
0,Asylum Definition And Assessment,914_chunk001,223,0.5905038,76,The Migration Court of Appeal assessed whether the applicant had acted under duress and held that this was not the case as the applicant had benefitted from three permits and always came back to the place of employment. The applicant chose to flee...
0,Asylum Definition And Assessment,643_chunk001,389,0.59043384,77,"Article L.723-16 of the CESEDA makes the admissibility of a request for reconsideration of an asylum application subject, on the one hand, to the presentation of new facts which have occurred or revealed after the rejection of the previous application or new evidence and, secondly, the finding that their probative value is capable of modifying the..."
0,Asylum Definition And Assessment,978_chunk001,208,0.5891773,78,The Court of Cassation is of the opinion that in the plaintiff's case defining conceptual elements of a social group were not accomplished as stipulated in the provision of Art. 19a par. 4 (c) of the Act on Asylum. Performance of a work activity by a plaintiff or his education and qualifications do not...
0,Asylum Definition And Assessment,34_chunk000,462,0.58887506,79,"On 14 September 2015, Mr Tsegezab Mengesteab, an Eritrean national, requested asylum in Munich (Germany) with the Government of Upper Bavaria, which issued to him, on the same day, a certificate of registration as an asylum seeker. On 22 July 2016, Mr Mengesteab was heard by the Bundesamt and was able to lodge an official application for asylum."
0,Asylum Definition And Assessment,50_chunk001,405,0.5884634,80,"The Municipal Court found out that the applicant during his detention lodged the application for international protection, he was re-detained under the provisions of the Act on Asylum implementing Art. 8(3)(d) of the Recast Reception Directive and for this reason his original..."
0,Asylum Definition And Assessment,3268_chunk000,80,0.58798885,81,"The applicant, an Iraqi national, requested international protection in Austria. On 14 May 2022, the Federal Office for Immigration and Asylum (Bundesamt für Fremdenwesen und Asyl‚ BFA) dismissed the request as inadmissible, considering that Lithuania was the responsible Member State to examine the application in accordance with Article 18(1)(b) of the Dublin III Regulation."
0,Asylum Definition And Assessment,1564_chunk001,204,0.58766747,82,"By decision of 28 February 2017, the Swedish Migration Agency rejected his application, considering that although HA may have received assistance from UNRWA, he did not prove the risk invoked upon return and he does not fulfil the requirements for international protection. However, he..."
0,Asylum Definition And Assessment,649_chunk000,318,0.5873859,83,"If an affiliate with a time-limited residence permit and status as an alternative person in need of protection can be considered to have well-founded prospects of being granted a permanent residence permit, it can be judged on the basis of how likely it is that the need for protection remains when the current permit expires."
0,Asylum Definition And Assessment,3240_chunk001,99,0.58720016,84,"- the State Secretariat for Migration (SEM) and the Federal Administrative Court (TAF), in both first and second instance procedures, have based their decisions to reject the application for international protection on claims that the applicant's testimony lacked credibility and that the authenticity of the documents he presented was..."
0,Asylum Definition And Assessment,3230_chunk000,96,0.5858892,85,"The applicant, an Afghan national, was denied subsidiary protection on exclusion grounds, namely that there were serious reasons for considering that he had committed a serious crime. The decision was upheld by the National Court of Asylum (CNDA), and the applicant subsequently appealed to the Council of State."
0,Asylum Definition And Assessment,634_chunk001,300,0.58460677,86,"The Ministry of Labour, Migration and Social Security had withdrawn access to the reception system for the applicant on the ground that he had renounced the right to reception by leaving the country. The applicant, who was living in a shelter for homeless..."
0,Asylum Definition And Assessment,954_chunk000,286,0.584262,87,The applicants were an Albanian mother and her two daughters whose applications for asylum were refused by the Refugee Applications Commissioner.
0,Asylum Definition And Assessment,960_chunk000,228,0.5840416,88,"The appellants were Albanian nationals who previously lived in Kosovo (*). They arrived in Ireland on 12 December 2014 and two days later they made an application for asylum. They did not disclose a full account of the circumstances of their arrival in Ireland, in particular that they had previously been issued with a visa for the United Kingdom."
0,Asylum Definition And Assessment,576_chunk000,355,0.5839981,89,"The First Instance Administrative Court took a decision related to the no existence of sanctions if the maximum period of 21 months for the procedure of examination of an application for international protection is surpassed. In this case, an applicant for international protection whose application had been rejected appealed the decision of refusal."
0,Asylum Definition And Assessment,958_chunk000,165,0.58367586,90,"The appellants were Afghan nationals who arrived in Ireland in 2008. They lived in direct provision and had four children, three of whom were born in Ireland. The entire family applied for asylum in 2013. In December 2014, the Refugee Appeals Tribunal issued a decision declaring their youngest son to be a refugee and this was communicated to the family by letter dated 8 January 2015."
0,Asylum Definition And Assessment,937_chunk000,163,0.58364964,91,"By decision of 26 July 2019, the State Secretary for Justice and Security established a so-called decision and departure moratorium for asylum seekers from Libya (Government Gazette 26 July 2019, no. 40679). This ruling is about a decision to establish a decision moratorium for Libya."
0,Asylum Definition And Assessment,197_chunk000,482,0.5835223,92,"The applicants, a woman and her three children, were nationals of Pakistan who applied for asylum in the State. They had lived in the UK with the first applicant's husband whom the first named applicant claimed had been violently abusive towards her and the children."
0,Asylum Definition And Assessment,200_chunk000,428,0.5835223,93,"The applicants, a woman and her three children, were nationals of Pakistan who applied for asylum in the State. They had lived in the UK with the first applicant's husband whom the first named applicant claimed had been violently abusive towards her and the children."
0,Asylum Definition And Assessment,170_chunk001,435,0.5831002,94,"The Court ruled that with the rules on distribution and allocation (§§ 50, 51 AsylG), the law takes into account the regularly particularly important public interest , the burden associated with the reception of asylum seekers in terms of accommodation, food and supervision, evenly on the Federal states and municipalities (see § 45 AsylG). In that regard, an asylum seeker - such as the..."
0,Asylum Definition And Assessment,3168_chunk000,82,0.58288735,95,"The applicants, a Kazakh woman and her two children, born in 2009 and 2011, applied for international protection in Austria in 2012. Their applications were rejected and their deportation to Kazakhstan was ordered by the Federal Office for Foreign Affairs and Asylum, who, in weighting public and private interests, considered that the mother's integration in Austria was insufficient."
0,Asylum Definition And Assessment,4167_chunk000,64,0.5827688,96,"An applicant of Syrian nationality and Sunni Islamic religion requested international protection on 24 November 2021 in Austria. The Federal Office for Immigration and Asylum (BFA) did not grant him refugee status but subsidiary protection, a decision which he appealed to the Federal Administrative Court."
0,Asylum Definition And Assessment,256_chunk000,579,0.58260924,97,"According to the EDAL, the Council for Alien Law Litigation confirmed that those who enjoy subsidiary protection are equivalent to recognised refugees, for the purposes of family reunification and are exempted from additional conditions in relation to housing, health insurance, and means of subsistence provided that the application for family reunification is submitted within one year and the fami"
0,Asylum Definition And Assessment,200_chunk001,429,0.58249885,98,During the course of the Refugee Application Commissioner's examination of the applicants' file under Dublin III the applicants requested that the Commissioner exercise discretion under art.17 of the Regulation to...
0,Asylum Definition And Assessment,197_chunk001,483,0.58249885,99,During the course of the Refugee Application Commissioner's examination of the applicants' file under Dublin III the applicants requested that the Commissioner exercise discretion under art.17 of the Regulation to...
1,Credibility Assessment Definition,61_chunk001,559,0.5006737,0,...
1,Credibility Assessment Definition,996_chunk001,191,0.5006737,1,...
1,Credibility Assessment Definition,989_chunk001,271,0.46888632,2,"The Council of State upheld the CNDA's decision and rejected OFPRA's appeal on the grounds that the Court's sovereign assessment on the applicant's inadequate understanding and mastery of the English language could not be denatured. In this case, the Office's inadmissibility decision on the grounds of late submission was..."
1,Credibility Assessment Definition,57_chunk001,411,0.46149075,3,The Refugee Appeals Tribunal made adverse credibility findings based on matters that had not been put to the applicant and concluded that cumulatively the applicant had not proved that she was a refugee. The applicant challenged the decision by way of judicial review. The High Court...
1,Credibility Assessment Definition,175_chunk000,470,0.45355248,4,The Upper Tribunal Ruled that: i) There is no general duty of inquiry upon the examiner to authenticate documents produced in support of a protection claim. There may be exceptional situations when a document can be authenticated by a simple process of inquiry which will conclusively resolve the authenticity and reliability of a document.
1,Credibility Assessment Definition,45_chunk001,443,0.4533655,5,The administrative authority concluded that no new elements or findings have arisen or have been presented by the applicant. As regards the situation in the country of origin (Ukraine) the...
1,Credibility Assessment Definition,582_chunk000,291,0.45094663,6,The High Court refused an application for judicial review by the applicant of a decision refusing him subsidiary protection. The national decision maker did not find the applicant's assertions that he was “not mentally ok” to be credible.
1,Credibility Assessment Definition,201_chunk001,423,0.44444215,7,"It was submitted on behalf of the applicant that a family could be a social group, and that the Tribunal had failed to assess whether..."
1,Credibility Assessment Definition,5442_chunk001,1,0.44211888,8,The Constitutional Court considered that the Federal Administrative Court duly assessed both the security and supply...
1,Credibility Assessment Definition,505_chunk000,322,0.43595698,9,Judgment 1.
1,Credibility Assessment Definition,654_chunk001,352,0.434579,10,"The examination concluded that the applicant was 18 years old, with a standard deviation of 6 months, meaning that..."
1,Credibility Assessment Definition,972_chunk001,193,0.4267544,11,"Inter alia, the applicant challenged the incorrect legal assessment of the genuineness of his conversion, while mainly reprehending the non-application of the ‘benefit of doubt' principle, insufficient verification of his faith resulting from the fact that only one interview was carried out, during which the defendant failed to focus to a sufficient..."
1,Credibility Assessment Definition,3240_chunk001,99,0.42586356,12,"- the State Secretariat for Migration (SEM) and the Federal Administrative Court (TAF), in both first and second instance procedures, have based their decisions to reject the application for international protection on claims that the applicant's testimony lacked credibility and that the authenticity of the documents he presented was..."
1,Credibility Assessment Definition,584_chunk001,298,0.42580697,13,The Court held that there is no obligation on the decision makers to contact bodies within the countries of origin to verify individual...
1,Credibility Assessment Definition,366_chunk000,312,0.42550933,14,"In this case the applicant (Nigeria) arrived to Ireland in October 2016. He claimed to be bisexual and that he was the subject of an attempt to force him to join a cult in Nigeria. On May 2017, the International Protection Office informed him the refusal of his application for protection on the ground of lack of credibility. He appealed the decision."
1,Credibility Assessment Definition,3964_chunk001,55,0.4178648,15,During the interview it was noted that the interpreter had to explain the questions multiple times and that even the interpreter admitted that his interpretation was not always accurate. Although the...
1,Credibility Assessment Definition,3231_chunk000,126,0.4156594,16,"In January 2022, the Cassation Court of France ruled that a bone examination was insufficient to confirm the applicant's majority. The court specified that, for such examinations to be considered conclusive, they should be corroborated by civil status records and social assessments."
1,Credibility Assessment Definition,146_chunk000,419,0.41205648,17,The case concerns the issuance of Convention Travel Documents.
1,Credibility Assessment Definition,151_chunk001,403,0.41066086,18,"None of them possessed documentary evidence supporting their claimed ages and were referred for medical age assessments consisting of an X-ray of the left hand and wrist and a dental X-ray (Liversidge and Haavikko methods).

Following the assessments, in..."
1,Credibility Assessment Definition,978_chunk001,208,0.4083392,19,The Court of Cassation is of the opinion that in the plaintiff's case defining conceptual elements of a social group were not accomplished as stipulated in the provision of Art. 19a par. 4 (c) of the Act on Asylum. Performance of a work activity by a plaintiff or his education and qualifications do not...
1,Credibility Assessment Definition,43_chunk001,548,0.40766382,20,The administrative authority then concluded that the applicant “constitutes a danger to...
1,Credibility Assessment Definition,643_chunk000,388,0.40575266,21,As per the published press release: The Council of State validates the criteria to be met by a new asylum application to be admissible.
1,Credibility Assessment Definition,4233_chunk001,43,0.40213555,22,The applicant complained of the legality of the administrative detention and of the procedural issues related to this...
1,Credibility Assessment Definition,656_chunk000,505,0.4018976,23,The case concerns an appeal against the decision of the Court of The Hague of 5 October 2016 in case no. 16/20135. The Administrative Jurisdiction Division of the Council of State clarified that the Immigration and Naturalisation Service (IND ) is required to assess in an individual manner whether the criteria for protection still exist.
