qid,query,docno,docid,score,rank,text
0,Applicant Detention and Asylum Claims,931_chunk000,240,0.8496925,11,"Pursuant to Art. 4a of the Asylum Act 2005, an application for international protection is to be rejected as inadmissible where the foreign person has been granted asylum or subsidiary protection status in another EEA Member State or Switzerland. In the specific case, the appellant, a Syrian citizen, filed an application for international protection in April 2018."
0,Applicant Detention and Asylum Claims,56_chunk000,490,0.84887826,12,The applicants were two Albanian asylum seekers who challenged the decision of the Refugee Appeals Tribunal upholding the decision of the Office of the Refugee Applications Commissioner that the United Kingdom was the member state responsible for determining their applications for asylum.
0,Applicant Detention and Asylum Claims,55_chunk001,539,0.84863573,13,As part of her asylum claim the applicant submitted a refugee card and a letter from AREF to corroborate her account. The...
0,Applicant Detention and Asylum Claims,183_chunk000,577,0.8482126,14,"These cases concern the detention of Syrian asylum seekers during different periods between 2010 and 2012. In the cases of M.A., A.H. and J.K., H.S. and Others and K.F. the detention occurred after a police operation in June 2010 removing them from an encampment outside government buildings where they were protesting against the Cypriot Government's asylum policy."
0,Applicant Detention and Asylum Claims,589_chunk000,293,0.84807086,15,"I – Notification to the applicant for international protection, to account for the content of his statement, does not comply with the formalities required by Article 17 (1 and 2) of the Asylum law under which a written report, containing all the essential information regarding the case and to which the applicant can respond, must be drawn up."
0,Applicant Detention and Asylum Claims,142_chunk001,585,0.8473619,16,The individual facts of each case should be considered to determine whether detention will cause a particular individual in his particular circumstances to suffer treatment contrary to Article 3. In view of...
0,Applicant Detention and Asylum Claims,4705_chunk000,446,0.8472643,17,"Judgment concerning the freedom of movement of asylum seekers in Ceuta and Melilla, although his application for international protection was admitted for examination.

..."
0,Applicant Detention and Asylum Claims,186_chunk000,476,0.8456823,18,"According the WLR Daily case summaries The asylum claimant, an Iraqi national, entered the United Kingdom and claimed asylum. His claim was refused by the Secretary of State and he appealed pursuant to section 82 of the Nationality, Immigration and Asylum Act 2002. His appeal was dismissed by the First-tier Tribunal."
0,Applicant Detention and Asylum Claims,563_chunk000,348,0.8455318,19,"The case concerns the moment at which an asylum application is lodged, in particular with regard to a subsequent asylum application. This moment is important for the entitlement to reception by the foreign national."
0,Applicant Detention and Asylum Claims,108_chunk001,393,0.84444565,20,The applicant subsequently lodged a request for his asylum application to be reconsidered followed by an application for temporary admission on...
0,Applicant Detention and Asylum Claims,54_chunk000,499,0.84390026,21,"Section 9 of the Refugee Act 1996 provided that a person seeking asylum is entitled to enter the State and remain while the application for refugee status is processed. Section 9(4) also provided however, that an applicant shall not seek or enter employment before final determination of his or her application for a declaration."
0,Applicant Detention and Asylum Claims,913_chunk000,178,0.84279513,22,The case concerns the calculation of the maximum time that a person may spend in detention for the purpose of removal. In the present case the applicant had been in detention for more than twenty months.
0,Applicant Detention and Asylum Claims,4233_chunk001,43,0.84155,23,The applicant complained of the legality of the administrative detention and of the procedural issues related to this...
0,Applicant Detention and Asylum Claims,1010_chunk000,209,0.8402976,24,"On 10 October 2018 the applicant was detained for illegal stay in the Czech Republic and placed in detention. Through EURODAC information, it was confirmed that the applicant had applied for international protection in Germany, Denmark and Switzerland. In addition, according to a communication from Germany, the complainant had at least six other identities."
0,Applicant Detention and Asylum Claims,3277_chunk001,119,0.8401216,25,"When the asylum procedure starts, applicants are usually assigned a lawyer through the Legal Aid Board. The applicant claimed that he received the contested..."
0,Applicant Detention and Asylum Claims,562_chunk000,346,0.83913887,26,The case raises the issue of whether a subsequent application for asylum has been submitted at the time when the foreign national applies in writing by expressing the wish to submit an application for a temporary asylum residence permit or at the time when he/she uses the appropriate form to submit the application for asylum.
0,Applicant Detention and Asylum Claims,608_chunk000,344,0.83898723,27,"Three country nationals, C, J, and S, had their applications for international protection rejected in the Netherlands and were detained with a view to preparing their return. C's application for international protection was rejected on 11 April 2017, and C was detained on 13 April."
0,Applicant Detention and Asylum Claims,56_chunk001,491,0.838862,28,"The applicants claimed asylum in Ireland on 16 December 2014, and completed their asylum application questionnaires on 26 December 2014. An information request by the Office of the Refugee Applications..."
0,Applicant Detention and Asylum Claims,181_chunk001,514,0.83735096,29,"However, it is recognized that individuals fleeing persecution may have to resort to the use of false papers to make good their escape. Therefore, under section 31 of the Immigration and Asylum Act 1999..."
0,Applicant Detention and Asylum Claims,4233_chunk000,42,0.8370979,30,"The case concerned an applicant from Iraq, D.S., who was residing in Samos Greece and complained of the living conditions during the administrative detention in the police office of Sidirokastro, the PROKEKA (detention center for foreigners pending expulsion) in Tavros and the Samos camp, as well as for an alleged lack of an effective remedy to contest the abovementioned."
0,Applicant Detention and Asylum Claims,4707_chunk000,501,0.8367944,31,"In A.I. v. Switzerland the Court held in particular that, on account of his political activities in exile, it was possible that the applicant had attracted the attention of the Sudanese intelligence services. It found that there were therefore reasonable grounds for believing that the applicant ran the risk of being detained, interrogated and tortured on his arrival at Khartoum Airport.

..."
0,Applicant Detention and Asylum Claims,506_chunk001,387,0.8365873,32,"He claimed to therefore qualify to obtain an ipso facto refugee declaration under the 1951 Convention relating to the Status of Refugees (Geneva Convention).

The Migration Court of Appeal relied on the CJEU jurisprudence,..."
0,Applicant Detention and Asylum Claims,108_chunk000,392,0.83647823,33,According the ECHR's Information Note 213 (December 2017): The applicant entered Switzerland in 2009 and applied for asylum on the grounds that he had been imprisoned and tortured in his country of origin (Iran) after taking part in a demonstration there. His application was rejected after the Swiss authorities found that his account was not credible.
0,Applicant Detention and Asylum Claims,914_chunk001,223,0.8362131,34,The Migration Court of Appeal assessed whether the applicant had acted under duress and held that this was not the case as the applicant had benefitted from three permits and always came back to the place of employment. The applicant chose to flee...
0,Applicant Detention and Asylum Claims,200_chunk000,428,0.83617204,35,"The applicants, a woman and her three children, were nationals of Pakistan who applied for asylum in the State. They had lived in the UK with the first applicant's husband whom the first named applicant claimed had been violently abusive towards her and the children."
0,Applicant Detention and Asylum Claims,197_chunk000,482,0.83617204,36,"The applicants, a woman and her three children, were nationals of Pakistan who applied for asylum in the State. They had lived in the UK with the first applicant's husband whom the first named applicant claimed had been violently abusive towards her and the children."
0,Applicant Detention and Asylum Claims,590_chunk000,350,0.8343081,37,"In an urgent action for the «granting of asylum or of a residence permit for subsidiary protection» the use of «official international reports on the political and social situation of the applicant's country of origin», by the court of appeal is not in breach of Articles 412 and 662 of the Civil Procedure Code.

..."
0,Applicant Detention and Asylum Claims,69_chunk000,430,0.834142,38,"If it is not clear whether an asylum applicant has already been granted international protection in another European Union member state (here: Italy), the administrative courts must find out whether this is the case if the admissibility of a new application for protection depends on it."
0,Applicant Detention and Asylum Claims,3240_chunk001,99,0.83372176,39,"- the State Secretariat for Migration (SEM) and the Federal Administrative Court (TAF), in both first and second instance procedures, have based their decisions to reject the application for international protection on claims that the applicant's testimony lacked credibility and that the authenticity of the documents he presented was..."
0,Applicant Detention and Asylum Claims,547_chunk000,372,0.8335656,40,"In response to a legal remedy filed against the Federal Office for Immigration and Asylum, the Supreme Administrative Court ruled that, in accordance with Art 13 para 1 of the Dublin III Regulation (604/2013), the Member State whose border an individual applying for international protection had crossed irregularly is responsible for examining that application (ruling in case Ra 2017/19/0169-9 of 5"
0,Applicant Detention and Asylum Claims,4184_chunk001,53,0.8332591,41,"The State Secretary for Justice and Security postponed the decision on her entry to the Netherlands and by decision of 29 March 2023, the State Secretary imposed a custodial measure for the duration of the processing of her asylum application in the border procedure (Article 6, third paragraph, of the Aliens Act 2000). The applicant..."
0,Applicant Detention and Asylum Claims,583_chunk000,340,0.8330592,42,Two related cases involved applicants applying for asylum on the basis of claiming persecution because of their sexual orientation. The applicants submited that the correct standard of proof required should be a reasonable degree of likelihood.
0,Applicant Detention and Asylum Claims,36_chunk000,406,0.8328615,43,"The appellants in this case are asylum seekers who came to the UK via Bulgaria. They are nationals of Afghanistan (SK and FK), Iraq (HK) and Iran (HH)."
0,Applicant Detention and Asylum Claims,57_chunk001,411,0.83219266,44,The Refugee Appeals Tribunal made adverse credibility findings based on matters that had not been put to the applicant and concluded that cumulatively the applicant had not proved that she was a refugee. The applicant challenged the decision by way of judicial review. The High Court...
0,Applicant Detention and Asylum Claims,148_chunk001,524,0.83208543,45,The Court had to answer whether Contracting States have an obligation to grant refugee status to an asylum-seeker who can establish that he/she has a well-founded fear of persecution for reasons of one or more of the Convention grounds of the 1951 Convention [thus falling under the scope of the inclusion clauses] where the risk of persecution is based on circumstances created by the applicant's ‘o
0,Applicant Detention and Asylum Claims,148_chunk000,523,0.8313303,46,The case concerns “sur place” asylum claims.
0,Applicant Detention and Asylum Claims,938_chunk000,199,0.83124804,47,IThe foreign national has submitted a subsequent asylum application. The decision on that application was taken on behalf of the State Secretary by the employee of the Immigration and Naturalization Service (hereinafter: the IND) who heard the alien and also issued the intention.
0,Applicant Detention and Asylum Claims,3286_chunk001,123,0.83113134,48,"The Supreme Court confirmed that the application for international protection implies the suspension of the removal procedure for irregular stay that could affect the applicant, until the Administration issues an initial decision..."
0,Applicant Detention and Asylum Claims,633_chunk000,357,0.8310267,49,"The legal question concerned a situation in which the applicant (a third country national) claimed asylum based on events that had happened in another EU MS in which the applicant had lived and towards which the Dublin Regulation was applicable. In the current case, a Nigerian national claimed she was in danger of persecution and serious harm in Spain due to her ex-husband."
0,Applicant Detention and Asylum Claims,5443_chunk000,2,0.8307119,50,The Constitutional Court dismissed a complaint against the decision of the Federal Administrative Court concerning detention of a Syrian applicant pending return. It found that the lower court correctly assessed that the detention pending return and its extension were lawful.
0,Applicant Detention and Asylum Claims,1088_chunk000,338,0.8303623,51,"The decision concerns two joined cases 422159 and 422160, in which the applicants requested from the OFPRA the allowance for asylum applicants and transport vouchers necessary for them to travel to a hearing for the purpose of the Dublin procedure."
0,Applicant Detention and Asylum Claims,46_chunk001,508,0.830036,52,The applicant filed the action for annulment of the decision before the Regional Court in Ostrava on the last day of 15 day time limit laid down by the Act on Asylum for the actions against administrative decisions concerning international protection. The action...
0,Applicant Detention and Asylum Claims,640_chunk000,337,0.82994485,53,"The case relates to the transfer of an asylum seeker to Germany under Dublin Regulation. The applicant requests the annulment of the decision refusing his stay and ordering his leave on medical grounds (diabetes and Parkinson's disease).

..."
0,Applicant Detention and Asylum Claims,4231_chunk001,35,0.8296198,54,"In fact, the State Secretary rejected as inadmissible the first asylum application and did not process it on the merits because it determined that Germany was the Member State responsible to process it, according to the Dublin III Regulation. Since the time limit to transfer the applicant to Germany..."
0,Applicant Detention and Asylum Claims,634_chunk001,300,0.8294455,55,"The Ministry of Labour, Migration and Social Security had withdrawn access to the reception system for the applicant on the ground that he had renounced the right to reception by leaving the country. The applicant, who was living in a shelter for homeless..."
0,Applicant Detention and Asylum Claims,2508_chunk001,135,0.82934165,56,On 13 July 2018 the Federal Office and Foreigners Registration Office was informed that the applicant resided in a church asylum since 12 July 2018. By letter of...
0,Applicant Detention and Asylum Claims,197_chunk001,483,0.82932293,57,During the course of the Refugee Application Commissioner's examination of the applicants' file under Dublin III the applicants requested that the Commissioner exercise discretion under art.17 of the Regulation to...
0,Applicant Detention and Asylum Claims,200_chunk001,429,0.82932293,58,During the course of the Refugee Application Commissioner's examination of the applicants' file under Dublin III the applicants requested that the Commissioner exercise discretion under art.17 of the Regulation to...
0,Applicant Detention and Asylum Claims,50_chunk000,404,0.82854974,59,The applicant (Tunisian national) was detained by the Police of the Czech Republic for the purpose of the removal enforcement. The applicant challenged the decision on detention before the Municipal Court of Prague.
0,Applicant Detention and Asylum Claims,914_chunk000,222,0.8278238,60,A. applied for asylum in Sweden in April 2015. The application was rejected and the applicant excluded from asylum for having committed crimes against humanity while working as a guard in Eritrea. An expulsion order had also been issued.
0,Applicant Detention and Asylum Claims,510_chunk000,385,0.8269403,61,"The Court of Sessions found there was no unlawful discrimination arising from a reduction in the amount of asylum support payable to asylum seekers with one or more dependent children, following a government review. ..."
0,Applicant Detention and Asylum Claims,170_chunk001,435,0.8267231,62,"The Court ruled that with the rules on distribution and allocation (§§ 50, 51 AsylG), the law takes into account the regularly particularly important public interest , the burden associated with the reception of asylum seekers in terms of accommodation, food and supervision, evenly on the Federal states and municipalities (see § 45 AsylG). In that regard, an asylum seeker - such as the..."
0,Applicant Detention and Asylum Claims,170_chunk000,434,0.82648647,63,Administrative Court Düsseldorf The plaintiff is an asylum seeker and claims to be from Bangladesh.
0,Applicant Detention and Asylum Claims,51_chunk000,450,0.82645965,64,"Subsequent application for international protection lodged by the applicant (national of Cameroon) in 2014 was declared inadmissible and asylum proceedings was terminated by the decision of the administrative authority, which came to the conclusion that the applicant had not presented any new elements or findings which she would be incapable to present in the previous procedure initiated by her fi"
0,Applicant Detention and Asylum Claims,4231_chunk000,34,0.82631713,65,"The case concerned the question whether the State Secretary had correctly established the date from which the applicant benefits of asylum, how to establish the date of application."
0,Applicant Detention and Asylum Claims,563_chunk001,349,0.8261858,66,"On 6 June 2017, the Central Agency for the Reception of Asylum Seekers (COA) rejected an application from a foreign national to allow the benefit of reception conditions. By decision of 5 July 2017, the Court of the Hague upheld the appeal lodged by the foreign..."
0,Applicant Detention and Asylum Claims,955_chunk001,177,0.8259419,67,In September 2018 the application was refused by the Minister for Justice on the basis that it had not been submitted within 12 months of the grant of refugee status as required by section 56(8) of the International Protection Act 2015. The applicant then...
0,Applicant Detention and Asylum Claims,3406_chunk001,79,0.8257116,68,"The Federal Office for Migration and Refugees (BAMF) confirmed a Eurodac hit with regard to Croatia, where the applicants also applied for asylum.

The applicants argued that in Croatia they were receiving..."
0,Applicant Detention and Asylum Claims,45_chunk000,442,0.82567835,69,The administrative authority considered applicant's another subsequent application (third application) for international protection inadmissible and terminated the proceedings according to the provisions of the Act on Asylum implementing Art. 33(2)(d) and Art. 40 of the Recast Asylum Procedures Directive.
0,Applicant Detention and Asylum Claims,3230_chunk000,96,0.82547796,70,"The applicant, an Afghan national, was denied subsidiary protection on exclusion grounds, namely that there were serious reasons for considering that he had committed a serious crime. The decision was upheld by the National Court of Asylum (CNDA), and the applicant subsequently appealed to the Council of State."
0,Applicant Detention and Asylum Claims,196_chunk000,472,0.82543826,71,The applicant applied for asylum in two occasions: in the United Kingdom in 2009 and in Northern Ireland in 2014 and both applications were refused by the corresponding British Authorities. The applicant moved to Ireland in August 2016 where he submitted a new asylum application.
0,Applicant Detention and Asylum Claims,1573_chunk000,145,0.82508874,72,"The applicants, nationals of Syria, are members of a family who arrived in Spain through the resettlement programme 2015 for refugees. By decisions of 4 October 2017 of the Deputy Secretary of the Interior, they were granted subsidiary protection. They appealed that decision arguing that they should be granted refugee status and not subsidiary protection."
0,Applicant Detention and Asylum Claims,3409_chunk000,108,0.8248877,73,"The applicant contested a Dublin transfer to Lithuania, which was determined by the Federal Office for Migration and Refugees (BAMF) as the state responsible for the examination of the application based on Article 18(1)(b) of the Dublin III Regulation, as the applicant, according to documents submitted, applied for asylum in Lithuania."
0,Applicant Detention and Asylum Claims,608_chunk001,345,0.8245844,74,"The judge at first instance found that the detention was based on an incorrect legal basis, and the Secretary of State appealed to the Council of State. On 31 July, the district court of the Hague, sitting in..."
0,Applicant Detention and Asylum Claims,169_chunk000,504,0.8245746,75,"The Court ruled on the guidance set out in HJ (Iran) v Secretary of State for the Home Department [2010] UKSC 31 on the approach to sexual orientation asylum claims, including consideration of whether a gay applicant for international protection would conceal their sexual orientation upon return to their country of origin and the reasons for concealment, was compatible with Directive 2004/83..."
0,Applicant Detention and Asylum Claims,562_chunk001,347,0.8245623,76,"This moment is important for the commencement date of the temporary asylum residence permit granted to the foreign national.

By decision..."
0,Applicant Detention and Asylum Claims,22_chunk000,432,0.82422465,77,"The Finnish Immigration Service had rejected asylum seeker A's application for asylum and residence permit and decided to return him to his country of origin, Iraq. On 29 June 2017 A. requested permission to appeal the decision of the Administrative Court and to be granted international protection."
0,Applicant Detention and Asylum Claims,3137_chunk000,100,0.8241987,78,"The applicant, Colombian national, applied for international protection on 4 September 2019 and he was informed on the same day of his rights in the asylum procedure, including the right to free legal aid from the state in case he lacked sufficient financial resources. The applicant was handed over a form where he could tick the services he requires."
0,Applicant Detention and Asylum Claims,639_chunk000,361,0.82363904,79,"This case refers to the transfer of an asylum applicant with a new-born child to Spain under Dublin Regulation. In absence of information for adequate reception conditions and individual guarantees for their transfer back, the authorities didn't review closely the evidence regarding a real risk of treatment prohibited by Article 3 of the ECHR

..."
0,Applicant Detention and Asylum Claims,643_chunk000,388,0.8235669,80,As per the published press release: The Council of State validates the criteria to be met by a new asylum application to be admissible.
0,Applicant Detention and Asylum Claims,54_chunk001,500,0.82287055,81,"Pending the determination of an application for refugee status, applicants are required to live in State provided accommodation known as direct provision, and provided in..."
0,Applicant Detention and Asylum Claims,689_chunk000,248,0.82267904,82,"The applicants, a coalition of Belgian NGOs, filed an appeal claiming the suspension of the Royal Decree of 22 July 2018 due to the reception condition of children in detention, with special concern to the children detained in 127bis Centre, located near Brussels Airport."
0,Applicant Detention and Asylum Claims,218_chunk000,552,0.82162035,83,"In the present case the applicant, Ms. Danqua, (Ghanaian national), made a very belated application for subsidiary protection on 8th October 2013, having first applied for refugee status in 2010 and having been refused asylum following a decision of the Refugee Appeal Tribunal in January 2011."
0,Applicant Detention and Asylum Claims,557_chunk000,307,0.8215709,84,"Appeal against the decision of the Court of The Hague, Middelburg seat, of January 12, 2017 in case no. 16/29461 by which the State Secretary for Justice and Security rejected an application from the foreign national to grant her a temporary asylum residence permit and issued an entry ban against her. ..."
0,Applicant Detention and Asylum Claims,209_chunk000,502,0.82119644,85,"In this case, the applicant applied for asylum in his city of residence, Ceuta, and his application was admitted. At that point the Spanish authorities issued him the corresponding identity document valid for the entire national territory and until the resolution of his asylum application."
0,Applicant Detention and Asylum Claims,3275_chunk000,104,0.821167,86,"The applicant, a Syrian national, applied for international protection on 2 October 2021 in Austria. As he had already applied for international protection in Malta in September 2021, the Federal Office for Immigration and Asylum (BFA) requested the Maltese authorities to take back the applicant, which Malta accepted."
0,Applicant Detention and Asylum Claims,981_chunk001,168,0.8210801,87,"Upon appeal, the applicant argued that he is a Palestinian refugee, and that he is eligible of UNRWA protection despite not having been registered with and not having received material assistance from UNRWA or lived in its area of operation. The applicant claimed to fall within the personal scope of Article 1D..."
0,Applicant Detention and Asylum Claims,954_chunk001,287,0.8210064,88,"They subsequently brought judicial review proceedings challenging the manner in which their applications had been processed by the Refugee Applications Commissioner, arising from the fact that the Commissioner had established a “case processing panel of legal graduates” to perform “case processing” in relation to applications..."
0,Applicant Detention and Asylum Claims,1564_chunk000,203,0.8209526,89,HA applied for asylum in May 2015 alleging that he is registered with UNRWA and that upon return to Gaza he is at risk of being killed or subjected to inhuman or degrading treatment.
0,Applicant Detention and Asylum Claims,1648_chunk000,151,0.8208785,90,"The applicant applied for international protection on 13 January 2010, claiming to be a minor from Zimbabwe and by decision of 29 September 2010 the Federal Office for Asylum rejected the application as unfounded. Upon appeal, the Court of Asylum referred the matter back to the Federal Asylum Office for a new hearing and assessment."
0,Applicant Detention and Asylum Claims,643_chunk001,389,0.8204882,91,"Article L.723-16 of the CESEDA makes the admissibility of a request for reconsideration of an asylum application subject, on the one hand, to the presentation of new facts which have occurred or revealed after the rejection of the previous application or new evidence and, secondly, the finding that their probative value is capable of modifying the..."
0,Applicant Detention and Asylum Claims,931_chunk001,241,0.8204382,92,The appellant had been granted subsidiary protection status in Denmark in 2015. The individual's family was granted asylum in...
0,Applicant Detention and Asylum Claims,84_chunk000,543,0.81987786,93,"In summary, the applicant claims as follows. He is a national of the Democratic Republic of Congo. He has a well-founded fear of persecution if returned to that country on the ground of his membership of a particular social group, specifically his family, and of his political opinion, specifically his membership of, and involvement with, the UDPS political party there."
0,Applicant Detention and Asylum Claims,3232_chunk001,121,0.8198006,94,"This provision authorised access to the labour market to applicants who did not receive a decision from OFPRA within six months from their application, due to circumstances beyond their control, excluding Dublin applicants awaiting for their transfer to the Member State responsible to examine their asylum..."
0,Applicant Detention and Asylum Claims,4036_chunk000,38,0.8195018,95,The case concerned an application for asylum submitted by an applicant from Iraq and for which the Finnish Immigration Service considered that he had a well-founded fear of persecution based on religious grounds but excluded him from protection for alleged commission of a serious non-political crime.
0,Applicant Detention and Asylum Claims,584_chunk000,297,0.8190692,96,"The applicant sought judicial review of the decision to refuse him asylum in Ireland, which he had applied for on the basis of fear of persecution due to issues with the Taliban and Lashkar-e-Islam. The applicant had tactically not applied for asylum in another Member State, which was a factor the decision maker was permitted to take into consideration."
0,Applicant Detention and Asylum Claims,88_chunk000,438,0.8189645,97,"The Court of Appeal confirmed that the First-tier Tribunal had been entitled to refuse an asylum seeker's appeal against the refusal of her claims for asylum and humanitarian protection. She had failed to establish a well-founded fear of persecution if returned to Iran on the basis of her political activities, conversion to Christianity, and the risk of domestic violence from her husband..."
0,Applicant Detention and Asylum Claims,205_chunk000,492,0.8187125,98,"The applicant sought the leave of the Supreme Court to appeal against the decision of the High Court refusing leave to seek judicial review on two points: that there were substantial grounds necessary for leave to argue (1) that the RAC had unlawfully delegated the refugee status investigation to a contractor, and (2) that in circumstances where the High Court had granted leave on that point in ot"
0,Applicant Detention and Asylum Claims,582_chunk001,292,0.8186557,99,"The applicant submitted that in dismissing his explanation of suffering a mental disability, the Tribunal acted in breach of the national protection legislation, the EU Charter of Fundamental Freedoms and the European Convention on Human..."
1,"Emigration, Asylum, And 2019 Report",992_chunk000,258,0.88846457,0,According to the national contribution to the EMN Report on Migration and Asylum 2019:
1,"Emigration, Asylum, And 2019 Report",991_chunk000,262,0.88846457,1,According to the national contribution to the EMN Report on Migration and Asylum 2019:
1,"Emigration, Asylum, And 2019 Report",993_chunk000,252,0.88846457,2,According to the national contribution to the EMN Report on Migration and Asylum 2019:
1,"Emigration, Asylum, And 2019 Report",976_chunk000,182,0.88685477,3,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI of SR):
1,"Emigration, Asylum, And 2019 Report",978_chunk000,207,0.88685477,4,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI of SR):
1,"Emigration, Asylum, And 2019 Report",974_chunk000,180,0.88499725,5,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI SR):
1,"Emigration, Asylum, And 2019 Report",970_chunk000,169,0.88499725,6,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI SR):
1,"Emigration, Asylum, And 2019 Report",986_chunk000,280,0.8839669,7,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,"Emigration, Asylum, And 2019 Report",995_chunk000,238,0.8839669,8,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,"Emigration, Asylum, And 2019 Report",988_chunk000,268,0.8839669,9,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,"Emigration, Asylum, And 2019 Report",989_chunk000,270,0.8839669,10,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,"Emigration, Asylum, And 2019 Report",990_chunk000,272,0.8839669,11,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,"Emigration, Asylum, And 2019 Report",997_chunk000,186,0.8839669,12,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,"Emigration, Asylum, And 2019 Report",987_chunk000,282,0.8839669,13,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,"Emigration, Asylum, And 2019 Report",985_chunk000,284,0.8839669,14,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,"Emigration, Asylum, And 2019 Report",984_chunk000,289,0.8839669,15,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,"Emigration, Asylum, And 2019 Report",998_chunk000,218,0.8839669,16,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,"Emigration, Asylum, And 2019 Report",983_chunk000,216,0.8839669,17,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,"Emigration, Asylum, And 2019 Report",972_chunk000,192,0.8839669,18,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,"Emigration, Asylum, And 2019 Report",979_chunk000,184,0.8839669,19,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,"Emigration, Asylum, And 2019 Report",994_chunk000,242,0.8839669,20,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
1,"Emigration, Asylum, And 2019 Report",967_chunk000,211,0.88263977,21,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):
1,"Emigration, Asylum, And 2019 Report",961_chunk000,197,0.88263977,22,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):
1,"Emigration, Asylum, And 2019 Report",964_chunk000,220,0.88263977,23,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):
1,"Emigration, Asylum, And 2019 Report",996_chunk000,190,0.8244437,24,"According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:

For the Council of State, the civil registry records reconstituted by the French Office for the Protection of Refugees and Stateless Persons (OFPRA) have identical value to the official originals, which precludes consular authorities contesting the particulars contained therein, except in cases of fraud."
