topic_id,topic_name,topic_keywords,num_queries
90,flygtningenævnet §48 statement,"statement, stk, 48, pkt, flygtningenævnet, udlændingeloven, reference, obligations, regarding, udlændingestyrelsen",18
91,Vulnerable Population Support Needs,"vulnerable, needs, vulnerability, assessments, measures, support, plans, groups, group, implementation",17
92,Unrwa Assistance And Living Conditions,"unrwa, assistance, living, ensure, minimum, discontinued, worthy, conditions, protection, unrwas",17
93,Asylbegrundende Forfølgelse Definition,"asylbegrundende, forhold, forfølgelse, asylbegrundet, asylbegrundelse, overgreb, mandatområde, kina, indenfor, differential",17
94,Ukrainian Refugee Board Assessments,"citizen, board, male, refugee, admitted, bosnian, decision, ukrainian, hercegovinian, female",17
95,European Court Of Human Rights,"european, court, human, rights, article, austria, chartrets, ruling, individualised, 7937",17
96,asylum applicant motivations,"motivation, motives, motivations, asylum, mixed, evicted, race, claimed, center, presented",16
97,Denmark: Difficulties and Backgrounds,"denmark, reasons, background, proficiency, copenhagen, 20, visiting, values, disbelief, journeys",16
98,Snhr And Syrian Women’s Views,"women, snhr, perpetrated, abuses, comparison, movement, syrian, views, 21, services",16
99,International Protection Application Processing,"beskyttelse, ansøgning, behandle, ansvarlig, klagerens, international, sveriges, ansvar, om, at",16
100,Swiss Refugee Treatment Concerns,"finder, ikke, at, eller, en, schweiz, der, de, antage, er",15
101,Domestic Violence Asylum Motivations,"motivation, fearing, her, from, fear, fears, former, family, husband, woman",15
102,ukraine asylum and military service,"ukraine, military, mobilization, flygtningenævnet, potential, russia, service, cuaet, risking, position",15
103,health notifications and claimant status,"health, notifying, german, authorities, hjemrejsestyrelsen, about, conditions, which, claimant, appropriate",15
104,Asylvurdering Ved Flygtningenævnet,"asylmotiv, vurdering, flygtningenævnets, vedrørende, ansøgerens, af, asylmotiver, baseret, konflikt, myndigheder",15
105,Single Mother’s Movement Restrictions,"imposed, single, restrictions, mother, mothers, freedom, movement, security, members, family",15
106,Eritrean Asylum Seeker Persecution Risk,"eritrea, seeker, christian, tigray, ethiopian, persecution, national, affiliation, stance, risk",15
107,Asylum Applicant Motivation,"motivation, foundation, applicant, asylum, central, post, seeking, motives, is, role",14
108,Damascus Versus Rural Communities,"towns, smaller, sentiment, rural, communities, versus, safety, damascus, experiences, differences",14
109,Transfer Restrictions And Poland/Romania,"overførsel, klageren, til, afskåret, overføre, karakter, rumænien, sådan, er, polen",14
110,taliban family threats and violence,"taliban, family, members, threats, received, member, stoning, explain, girl, fate",14
111,Asylum System Deficiencies & Problems,"portugal, problems, spain, system, deficiencies, seekers, procedure, experience, september, accommodation",14
112,germany’s international protection responsibility,"tyskland, responsibility, international, protection, application, responsible, nederlandene, handling, for, an",13
113,International Protection Needs Definition,"need, protection, international, denmark, individual, factors, relevant, maps, acled, law",13
114,Persecution Risk Assessment Cluster,"persecution, risk, overreach, udlændingelov, tørklæde, syreangreb, poses, under, udlændingelovens, 33",13
115,Unrwa Palestinian Refugee Assistance,"unrwa, palestinian, refugees, assistance, syria, operations, ability, its, fulfill, funding",13
116,Syrian Women's Equality Barriers,"equality, barriers, affecting, safety, women, factors, syrian, syria, treatment, vulnerabilities",13
117,Social Media Profile Analysis,"media, profile, social, closed, creation, posts, fano, member, created, engagement",13
118,Refugee Asylum Standards Recognition,"first, recognized, standards, basic, required, country, recognition, human, refugee, conditions",13
119,fano and the ethiopian conflict,"fano, ethiopian, amhara, ethiopia, execution, tigray, ethnic, support, fearing, addis",13
120,Asylum Seeker Transfer Restrictions,"prohibition, real, inhumane, there, degrading, transferring, seeker, state, treatment, when",12
121,Netherlands Asylum Seeker Accommodation,"netherlands, compensation, average, payments, council, findings, accommodation, seeker, deficiencies, time",12
122,Swedish Dublin Forordningen Respons,"tvangsmæssige, udsendelse, udrejse, ansvar, sveriges, dublinforordningen, ifølge, eller, klagerens, dublinforordningens",12
123,International Protection Application Refusal,"international, refusal, protection, mediator, application, denial, refused, federal, applications, complaints",12
124,italian refugee rights and claims,"italy, basic, claimant, chartres, streets, ending, right, refugee, charter, first",12
125,Marital Status And Administrative Issues,"husbands, missing, married, deceased, whose, administrative, those, reintegration, foreign, nationals",12
126,russian conflict and human rights,"rusland, ansøgeren, og, ukraine, inddraget, imod, betalte, boole, blodfejde, chikanering",12
127,Experiences Of Violence And Harassment,"harassment, main, concerns, do, women, report, police, reasons, not, violence",11
128,flygtning nævnet decision reasoning,"decision, reasoning, behind, overturn, udlændingestyrelsens, overrule, not, flygtningenævn, afsoningstid, schedule",11
129,Ukrainian Asylum & Political Activism,"asylmotiv, georgien, tjetjener, demonstrationer, politisk, ukraine, militærtjeneste, forbindelser, regimekiftet, overfald",11
130,Cross-Border Economic Survival,"survival, borders, dependence, depends, cross, across, experience, border, economic, where",11
131,High Court Extradition Denials,"extradition, high, denial, judicial, court, remedy, legislation, violation, emrk, quick",11
132,Applicant Identity & Background,"religious, ethnic, origin, beliefs, somali, nationality, background, learning, literacy, schooling",11
133,Chinese Citizen Exit Controls,"china, chinese, citizens, exit, food, via, safety, freedom, airports, crossings",11
134,Opholdstilladelse Udelukkelse Og Udvisning,"opholdstilladelse, meddelt, indrejseforbud, er, udelukket, udvisning, blive, bortfald, klageren, anvendelse",10
135,Refugee Health and Functional Challenges,"would, diagnosis, health, psychologically, host, exhibiting, communication, functional, refugee, unusual",10
