topic_id,chunk_id,doc_id,chunk_index,total_chunks,chunk_text,item_id,title,url,country,published_date,court,case_type,case_number,topic_keywords,topic_probability,credibility_score,determination_score,legal_ground_score,explanation_score,dominant_label,topic_name
0,4998_chunk001,4998,1,2,The Ministry for Home Affairs...,4998,"LU: The Administrative Tribunal held that further examination of the Hungarian asylum system was needed in the case of a Dublin transfer to Hungary, and that, where the general situation of deficiencies is known to the authorities of the requesting Member State, there is no need to place the full burden of proof on the applicant; it further held that a transfer acceptance letter, without concrete individual assurances that a person returned under Dublin would be accepted in the asylum procedure, was not enough to guarantee the right to apply for international protection.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=4998&returnurl=%2fPages%2fsearch.aspx,Luxembourg,30/08/2024,LU: Administrative Tribunal [Tribunal administratif],Judgment,No 50847,"the, of, to, in, and, for, that, on, was, applicant",1.0,0.68089503,0.6600496,0.6771837,0.714154,EXPLANATION,Applicant Detention and Asylum Claims
0,4992_chunk000,4992,0,2,"The applicant is a national of Russia. In December 2023, he travelled to Czechia after receiving a Schengen tourist visa at the Hungarian embassy in Russia. On 24 December 2023, he requested international protection in Czechia.",4992,"CZ: The Supreme Administrative Court ruled that, while Hungary's asylum system exhibits systemic deficiencies, the Ministry of the Interior had failed to prove whether these deficiencies affected persons transferred under the Dublin III Regulation. The court found that the evidence presented did not establish whether the possibility of continuing an application after a transfer to Hungary was a legally binding practice and consequently returned the case to the Ministry for further analysis.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=4992&returnurl=%2fPages%2fsearch.aspx,Czech Republic,28/08/2024,CZ: Supreme Administrative Court [Nejvyšší správní soud],Decision,2 Azs 134/2024 - 31,"the, of, to, in, and, for, that, on, was, applicant",0.9680951007759587,0.83759844,0.79814464,0.8223124,0.7718951,CREDIBILITY,Applicant Detention and Asylum Claims
0,4992_chunk001,4992,1,2,"In support of his application, the applicant claimed that he feared persecution in Russia due to his previous participation in demonstrations against the war in Ukraine and his support to the opposition.",4992,"CZ: The Supreme Administrative Court ruled that, while Hungary's asylum system exhibits systemic deficiencies, the Ministry of the Interior had failed to prove whether these deficiencies affected persons transferred under the Dublin III Regulation. The court found that the evidence presented did not establish whether the possibility of continuing an application after a transfer to Hungary was a legally binding practice and consequently returned the case to the Ministry for further analysis.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=4992&returnurl=%2fPages%2fsearch.aspx,Czech Republic,28/08/2024,CZ: Supreme Administrative Court [Nejvyšší správní soud],Decision,2 Azs 134/2024 - 31,"the, of, to, in, and, for, that, on, was, applicant",1.0,0.83915377,0.7826625,0.8240646,0.7741395,CREDIBILITY,Applicant Detention and Asylum Claims
0,4962_chunk000,4962,0,2,"On 17 March 2021, the applicant applied for recognition of statelessness. In support of her application, she claimed that she was a Latvian non-citizen, which represents a category of people who lived in Latvia when it was still a part of the Soviet Union and then remained there after 1991 without acquiring Latvian citizenship.",4962,"CZ: The Municipal Court in Prague ruled that the applicant, as a Latvian non-citizen, could be considered a stateless individual, as non-citizens are not considered nationals of Latvia or any other State, and, although they reside in Latvia, they do not enjoy the same rights and obligations associated with Latvian citizenship. Moreover, the court ruled that the status of non-citizens was not of a temporary nature.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=4962&returnurl=%2fPages%2fsearch.aspx,Czech Republic,18/07/2024,CZ: Regional Court [Krajský soud],Decision,11 A 52/2022-57,"the, of, to, in, and, for, that, on, was, applicant",1.0,0.849942,0.8107784,0.8325787,0.78436077,CREDIBILITY,Applicant Detention and Asylum Claims
0,4962_chunk001,4962,1,2,"On 19 July 2022, the Ministry of the Interior denied the request for statelessness. The applicant...",4962,"CZ: The Municipal Court in Prague ruled that the applicant, as a Latvian non-citizen, could be considered a stateless individual, as non-citizens are not considered nationals of Latvia or any other State, and, although they reside in Latvia, they do not enjoy the same rights and obligations associated with Latvian citizenship. Moreover, the court ruled that the status of non-citizens was not of a temporary nature.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=4962&returnurl=%2fPages%2fsearch.aspx,Czech Republic,18/07/2024,CZ: Regional Court [Krajský soud],Decision,11 A 52/2022-57,"the, of, to, in, and, for, that, on, was, applicant",0.9334910443466565,0.8173823,0.7630262,0.79668796,0.7240097,CREDIBILITY,Applicant Detention and Asylum Claims
0,4828_chunk000,4828,0,2,"A Burundian national belonging to the Tutsi community applied for asylum on 18 March 2022. He fled Burundi in 2015 because he feared persecution based on his work as an independent consultant and supporter/translator for journalists. Before arriving in the Netherlands, the applicant resided in Rwanda and Kenya. However, he did not feel safe in either country and feared refoulement to Burundi.",4828,"NL: The District Court of the Hague, seated in Roermond, annulled the Minister for Asylum and Migration’s decision declaring inadmissible an application of a Burundian national on the basis that Rwanda was considered a safe third country.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=4828&returnurl=%2fPages%2fsearch.aspx,Netherlands,12/07/2024,NL: Court of The Hague [Rechtbank Den Haag],Judgment,NL23.22717,"the, of, to, in, and, for, that, on, was, applicant",0.9962691647934125,0.85901093,0.8085715,0.835373,0.7900374,CREDIBILITY,Applicant Detention and Asylum Claims
0,4828_chunk001,4828,1,2,"On 1 August 2023, the Minister for Asylum and Migration declared...",4828,"NL: The District Court of the Hague, seated in Roermond, annulled the Minister for Asylum and Migration’s decision declaring inadmissible an application of a Burundian national on the basis that Rwanda was considered a safe third country.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=4828&returnurl=%2fPages%2fsearch.aspx,Netherlands,12/07/2024,NL: Court of The Hague [Rechtbank Den Haag],Judgment,NL23.22717,"the, of, to, in, and, for, that, on, was, applicant",1.0,0.82275265,0.79728997,0.81976604,0.8063119,CREDIBILITY,Applicant Detention and Asylum Claims
0,4729_chunk000,4729,0,2,"A national of Tajikistan from the Pamiri ethnic group requested international protection in Luxembourg on 16 January 2020, claiming a risk of persecution due to his political activities related to revealing unlawful practices and abuses of power within the State.",4729,"LU: The Administrative Tribunal examined a second application lodged by a Tajik national and held that the applicant did not prove that the evidence submitted could be regarded as new elements significantly increasing the likelihood that he would qualify for international protection or that he was unable to rely on them during the previous procedure, including during the litigation phase.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=4729&returnurl=%2fPages%2fsearch.aspx,Luxembourg,08/07/2024,LU: Administrative Tribunal [Tribunal administratif],Judgment,No 50568,"the, of, to, in, and, for, that, on, was, applicant",1.0,0.8652947,0.8206413,0.8459724,0.8092147,CREDIBILITY,Applicant Detention and Asylum Claims
0,4729_chunk001,4729,1,2,"By decision of 23 December 2021, his request was rejected as unfounded on the ground that his statements lacked credibility and was ordered to leave the territory within 30 days. He appealed the decision, and the appeal was dismissed...",4729,"LU: The Administrative Tribunal examined a second application lodged by a Tajik national and held that the applicant did not prove that the evidence submitted could be regarded as new elements significantly increasing the likelihood that he would qualify for international protection or that he was unable to rely on them during the previous procedure, including during the litigation phase.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=4729&returnurl=%2fPages%2fsearch.aspx,Luxembourg,08/07/2024,LU: Administrative Tribunal [Tribunal administratif],Judgment,No 50568,"the, of, to, in, and, for, that, on, was, applicant",0.972960599631289,0.8603899,0.8092831,0.8392275,0.7795978,CREDIBILITY,Applicant Detention and Asylum Claims
0,4730_chunk000,4730,0,2,"A national of Guinea requested international protection in Luxembourg on 31 May 2022, relying on his political activism, and in particular on his participation in various demonstrations severely repressed by the political power in place, which led to him being imprisoned and tortured by the Guinean authorities.",4730,"LU: The Administrative Tribunal examined a second application lodged by a national of Guinea and held that the applicant did not prove that the evidence submitted could be regarded as new elements significantly increasing the likelihood that he would qualify for international protection or that he was unable to rely on them during the previous procedure, including during the litigation phase.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=4730&returnurl=%2fPages%2fsearch.aspx,Luxembourg,08/07/2024,LU: Administrative Tribunal [Tribunal administratif],Judgment,No 50742,"the, of, to, in, and, for, that, on, was, applicant",0.9943555828463255,0.84678245,0.7921953,0.8256448,0.77342325,CREDIBILITY,Applicant Detention and Asylum Claims
0,4730_chunk001,4730,1,2,"By decision of 8 December 2022, his request was rejected as unfounded and was ordered to leave the territory within 30 days. He appealed the decision, and the appeal was dismissed by...",4730,"LU: The Administrative Tribunal examined a second application lodged by a national of Guinea and held that the applicant did not prove that the evidence submitted could be regarded as new elements significantly increasing the likelihood that he would qualify for international protection or that he was unable to rely on them during the previous procedure, including during the litigation phase.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=4730&returnurl=%2fPages%2fsearch.aspx,Luxembourg,08/07/2024,LU: Administrative Tribunal [Tribunal administratif],Judgment,No 50742,"the, of, to, in, and, for, that, on, was, applicant",0.9665490966399646,0.8564909,0.8180809,0.8349772,0.7868713,CREDIBILITY,Applicant Detention and Asylum Claims
0,4728_chunk000,4728,0,2,"A national of Belarus requested international protection in Luxembourg on 7 February 2020. By decision of 27 September 2019, her request was rejected as unfounded and she was ordered to leave the territory within 30 days. She appealed the decision, and her appeal was dismissed by final decision of the Administrative Court on 28 June 2022.",4728,"LU: The Administrative Tribunal examined a second application lodged by a Belarusian national and held that the applicant did not prove that her new claims could be regarded as new elements significantly increasing the likelihood that she would qualify for international protection or that she was unable to rely on them during the previous procedure, including during the litigation phase.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=4728&returnurl=%2fPages%2fsearch.aspx,Luxembourg,28/06/2024,LU: Administrative Tribunal [Tribunal administratif],Judgment,No 50524,"the, of, to, in, and, for, that, on, was, applicant",0.9610475593315537,0.8661688,0.83213556,0.8407886,0.80218875,CREDIBILITY,Applicant Detention and Asylum Claims
0,4728_chunk001,4728,1,2,"On 20 February 2024, the applicant lodged a second application for international protection with the Ministry and on the same day she was heard by...",4728,"LU: The Administrative Tribunal examined a second application lodged by a Belarusian national and held that the applicant did not prove that her new claims could be regarded as new elements significantly increasing the likelihood that she would qualify for international protection or that she was unable to rely on them during the previous procedure, including during the litigation phase.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=4728&returnurl=%2fPages%2fsearch.aspx,Luxembourg,28/06/2024,LU: Administrative Tribunal [Tribunal administratif],Judgment,No 50524,"the, of, to, in, and, for, that, on, was, applicant",0.9480556838897374,0.8346622,0.8018671,0.81891346,0.7793074,CREDIBILITY,Applicant Detention and Asylum Claims
0,4709_chunk000,4709,0,2,"A Syrian national requested international protection in Germany, alleging a well-founded fear of persecution in his country of origin due to the ongoing civil war and a risk of forced conscription.",4709,"DE: The Regional Administrative Court of Sigmaringen granted refugee status to a Syrian national in a reopening after referral to the CJEU and found that the applicant would likely face persecution upon return to Syria, where the regime would perceive him as a political opponent and penalise him for evading military conscription.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=4709&returnurl=%2fPages%2fsearch.aspx,Germany,30/04/2024,DE: Regional Administrative Court [Verwaltungsgericht],Follow-up CJEU preliminary ruling,A 4 K 537/24,"the, of, to, in, and, for, that, on, was, applicant",1.0,0.84946966,0.8013557,0.8435853,0.7803344,CREDIBILITY,Applicant Detention and Asylum Claims
0,4709_chunk001,4709,1,2,"By decision of 16 August 2017, the Federal Office for Migration and Refugees (BAMF) granted subsidiary protection to the applicant, and also to his wife and their four children, noting the serious risks posed by the civil war throughout all regions of Syria. However, it...",4709,"DE: The Regional Administrative Court of Sigmaringen granted refugee status to a Syrian national in a reopening after referral to the CJEU and found that the applicant would likely face persecution upon return to Syria, where the regime would perceive him as a political opponent and penalise him for evading military conscription.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=4709&returnurl=%2fPages%2fsearch.aspx,Germany,30/04/2024,DE: Regional Administrative Court [Verwaltungsgericht],Follow-up CJEU preliminary ruling,A 4 K 537/24,"the, of, to, in, and, for, that, on, was, applicant",0.9531324936556393,0.8508195,0.7871219,0.8294925,0.7735546,CREDIBILITY,Applicant Detention and Asylum Claims
0,4960_chunk000,4960,0,2,The applicant entered the Republic of Lithuania on 12 November 2021 via Riga International Airport and was issued a temporary residence permit valid until 11 August 2025.,4960,"LT: The Supreme Administrative Court ruled that, in accordance with the CJEU judgment in M.A. (C-72/22), restricting the freedom of movement within a reception facility should be considered detention and not an alternative to detention.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=4960&returnurl=%2fPages%2fsearch.aspx,Lithuania,20/03/2024,LT: Supreme Administrative Court of Lithuania [Lietuvos vyriausiasis administracinis teismas],Decision,A-1456-624/2024,"the, of, to, in, and, for, that, on, was, applicant",0.959506141094905,0.83798957,0.8094662,0.82475954,0.79411614,CREDIBILITY,Applicant Detention and Asylum Claims
