qid,query,docno,docid,score,rank,text
0,Asylum Definition And Assessment,170_chunk001,435,0.82388663,10,"The Court ruled that with the rules on distribution and allocation (§§ 50, 51 AsylG), the law takes into account the regularly particularly important public interest , the burden associated with the reception of asylum seekers in terms of accommodation, food and supervision, evenly on the Federal states and municipalities (see § 45 AsylG). In that regard, an asylum seeker - such as the..."
0,Asylum Definition And Assessment,510_chunk000,385,0.8236214,11,"The Court of Sessions found there was no unlawful discrimination arising from a reduction in the amount of asylum support payable to asylum seekers with one or more dependent children, following a government review. ..."
0,Asylum Definition And Assessment,54_chunk000,499,0.82350564,12,"Section 9 of the Refugee Act 1996 provided that a person seeking asylum is entitled to enter the State and remain while the application for refugee status is processed. Section 9(4) also provided however, that an applicant shall not seek or enter employment before final determination of his or her application for a declaration."
0,Asylum Definition And Assessment,562_chunk000,346,0.82269764,13,The case raises the issue of whether a subsequent application for asylum has been submitted at the time when the foreign national applies in writing by expressing the wish to submit an application for a temporary asylum residence permit or at the time when he/she uses the appropriate form to submit the application for asylum.
0,Asylum Definition And Assessment,562_chunk001,347,0.82242924,14,"This moment is important for the commencement date of the temporary asylum residence permit granted to the foreign national.

By decision..."
0,Asylum Definition And Assessment,148_chunk001,524,0.82227397,15,The Court had to answer whether Contracting States have an obligation to grant refugee status to an asylum-seeker who can establish that he/she has a well-founded fear of persecution for reasons of one or more of the Convention grounds of the 1951 Convention [thus falling under the scope of the inclusion clauses] where the risk of persecution is based on circumstances created by the applicant's ‘o
0,Asylum Definition And Assessment,942_chunk000,225,0.82053673,16,"The case concerns the possibility of detention when the asylum application is rejected but the time frame to submit an appeal has not expired. The judgments in Gnandi and the order in C., J. and S. do not envisage that the..."
0,Asylum Definition And Assessment,181_chunk001,514,0.8203894,17,"However, it is recognized that individuals fleeing persecution may have to resort to the use of false papers to make good their escape. Therefore, under section 31 of the Immigration and Asylum Act 1999..."
0,Asylum Definition And Assessment,931_chunk000,240,0.8203223,18,"Pursuant to Art. 4a of the Asylum Act 2005, an application for international protection is to be rejected as inadmissible where the foreign person has been granted asylum or subsidiary protection status in another EEA Member State or Switzerland. In the specific case, the appellant, a Syrian citizen, filed an application for international protection in April 2018."
0,Asylum Definition And Assessment,178_chunk000,460,0.82023776,19,"The Court gave guidance on the general approach to be adopted in law and practice by the First-tier Tribunal and Upper Tribunal where claims for asylum were made by children, young people, and other incapacitated or vulnerable persons whose ability to participate effectively in proceedings might be limited."
0,Asylum Definition And Assessment,643_chunk001,389,0.8199676,20,"Article L.723-16 of the CESEDA makes the admissibility of a request for reconsideration of an asylum application subject, on the one hand, to the presentation of new facts which have occurred or revealed after the rejection of the previous application or new evidence and, secondly, the finding that their probative value is capable of modifying the..."
0,Asylum Definition And Assessment,88_chunk000,438,0.81936735,21,"The Court of Appeal confirmed that the First-tier Tribunal had been entitled to refuse an asylum seeker's appeal against the refusal of her claims for asylum and humanitarian protection. She had failed to establish a well-founded fear of persecution if returned to Iran on the basis of her political activities, conversion to Christianity, and the risk of domestic violence from her husband..."
0,Asylum Definition And Assessment,506_chunk001,387,0.81925464,22,"He claimed to therefore qualify to obtain an ipso facto refugee declaration under the 1951 Convention relating to the Status of Refugees (Geneva Convention).

The Migration Court of Appeal relied on the CJEU jurisprudence,..."
0,Asylum Definition And Assessment,589_chunk000,293,0.8187949,23,"I – Notification to the applicant for international protection, to account for the content of his statement, does not comply with the formalities required by Article 17 (1 and 2) of the Asylum law under which a written report, containing all the essential information regarding the case and to which the applicant can respond, must be drawn up."
0,Asylum Definition And Assessment,54_chunk001,500,0.8185724,24,"Pending the determination of an application for refugee status, applicants are required to live in State provided accommodation known as direct provision, and provided in..."
0,Asylum Definition And Assessment,55_chunk001,539,0.8182391,25,As part of her asylum claim the applicant submitted a refugee card and a letter from AREF to corroborate her account. The...
0,Asylum Definition And Assessment,108_chunk001,393,0.8177781,26,The applicant subsequently lodged a request for his asylum application to be reconsidered followed by an application for temporary admission on...
0,Asylum Definition And Assessment,56_chunk001,491,0.81634074,27,"The applicants claimed asylum in Ireland on 16 December 2014, and completed their asylum application questionnaires on 26 December 2014. An information request by the Office of the Refugee Applications..."
0,Asylum Definition And Assessment,991_chunk000,262,0.8153415,28,According to the national contribution to the EMN Report on Migration and Asylum 2019:
0,Asylum Definition And Assessment,992_chunk000,258,0.8153415,29,According to the national contribution to the EMN Report on Migration and Asylum 2019:
0,Asylum Definition And Assessment,993_chunk000,252,0.8153415,30,According to the national contribution to the EMN Report on Migration and Asylum 2019:
0,Asylum Definition And Assessment,1086_chunk001,235,0.8150542,31,"Specifically, the assessment consisted of an initial observation by two officers from the Aliens Police, Identification and Human Trafficking Department (AVIM) on 22 January 2018, recorded in an official report, and a subsequent..."
0,Asylum Definition And Assessment,2508_chunk001,135,0.81484914,32,On 13 July 2018 the Federal Office and Foreigners Registration Office was informed that the applicant resided in a church asylum since 12 July 2018. By letter of...
0,Asylum Definition And Assessment,978_chunk000,207,0.81481504,33,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI of SR):
0,Asylum Definition And Assessment,976_chunk000,182,0.81481504,34,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI of SR):
0,Asylum Definition And Assessment,56_chunk000,490,0.81452256,35,The applicants were two Albanian asylum seekers who challenged the decision of the Refugee Appeals Tribunal upholding the decision of the Office of the Refugee Applications Commissioner that the United Kingdom was the member state responsible for determining their applications for asylum.
0,Asylum Definition And Assessment,141_chunk001,512,0.8142805,36,"Second, the High Court concurred with the SSHD that confidentiality is a vital element for the working of the asylum system and the fulfilment of obligations under the Refugee Convention, the EU Qualification Directive and the European Convention on Human Rights (ECHR). The disclosure of information revealed during the asylum..."
0,Asylum Definition And Assessment,186_chunk000,476,0.8141118,37,"According the WLR Daily case summaries The asylum claimant, an Iraqi national, entered the United Kingdom and claimed asylum. His claim was refused by the Secretary of State and he appealed pursuant to section 82 of the Nationality, Immigration and Asylum Act 2002. His appeal was dismissed by the First-tier Tribunal."
0,Asylum Definition And Assessment,148_chunk000,523,0.8138287,38,The case concerns “sur place” asylum claims.
0,Asylum Definition And Assessment,4184_chunk001,53,0.8128555,39,"The State Secretary for Justice and Security postponed the decision on her entry to the Netherlands and by decision of 29 March 2023, the State Secretary imposed a custodial measure for the duration of the processing of her asylum application in the border procedure (Article 6, third paragraph, of the Aliens Act 2000). The applicant..."
0,Asylum Definition And Assessment,974_chunk000,180,0.8127769,40,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI SR):
0,Asylum Definition And Assessment,970_chunk000,169,0.8127769,41,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI SR):
0,Asylum Definition And Assessment,127_chunk000,516,0.8127491,42,The Administrative Court of Nice has ordered the Prefecture of Alpes-Maritimes to register asylum applications of persons entering via Italy....
0,Asylum Definition And Assessment,169_chunk000,504,0.81261265,43,"The Court ruled on the guidance set out in HJ (Iran) v Secretary of State for the Home Department [2010] UKSC 31 on the approach to sexual orientation asylum claims, including consideration of whether a gay applicant for international protection would conceal their sexual orientation upon return to their country of origin and the reasons for concealment, was compatible with Directive 2004/83..."
0,Asylum Definition And Assessment,69_chunk000,430,0.81255513,44,"If it is not clear whether an asylum applicant has already been granted international protection in another European Union member state (here: Italy), the administrative courts must find out whether this is the case if the admissibility of a new application for protection depends on it."
0,Asylum Definition And Assessment,639_chunk000,361,0.81216466,45,"This case refers to the transfer of an asylum applicant with a new-born child to Spain under Dublin Regulation. In absence of information for adequate reception conditions and individual guarantees for their transfer back, the authorities didn't review closely the evidence regarding a real risk of treatment prohibited by Article 3 of the ECHR

..."
0,Asylum Definition And Assessment,177_chunk000,494,0.8115401,46,"The Court of Appeal (civil division) ruled that the Upper Tribunal had not erred in adjudicating on the legality of a decision by the Secretary of State to cease treating a foreign criminal as a refugee, and in holding that cessation of his refugee status had been unlawful.

..."
0,Asylum Definition And Assessment,550_chunk000,367,0.8114609,47,"The case involved an asylum seeker upon whom detention was imposed as a measure to ensure a Dublin procedure. The asylum seeker lodged a complaint against a decision that had been issued based on Art. 5 of the Asylum Act 2005, rejecting the application as inadmissible."
0,Asylum Definition And Assessment,3137_chunk001,101,0.811232,48,"He requested an interpreter, but the form was left blank on the part of lawyer assistance.

The application for asylum was rejected as..."
0,Asylum Definition And Assessment,961_chunk000,197,0.8110355,49,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):
0,Asylum Definition And Assessment,964_chunk000,220,0.8110355,50,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):
0,Asylum Definition And Assessment,967_chunk000,211,0.8110355,51,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):
0,Asylum Definition And Assessment,57_chunk001,411,0.81056803,52,The Refugee Appeals Tribunal made adverse credibility findings based on matters that had not been put to the applicant and concluded that cumulatively the applicant had not proved that she was a refugee. The applicant challenged the decision by way of judicial review. The High Court...
0,Asylum Definition And Assessment,1564_chunk000,203,0.81051886,53,HA applied for asylum in May 2015 alleging that he is registered with UNRWA and that upon return to Gaza he is at risk of being killed or subjected to inhuman or degrading treatment.
0,Asylum Definition And Assessment,50_chunk001,405,0.81017387,54,"The Municipal Court found out that the applicant during his detention lodged the application for international protection, he was re-detained under the provisions of the Act on Asylum implementing Art. 8(3)(d) of the Recast Reception Directive and for this reason his original..."
0,Asylum Definition And Assessment,35_chunk000,484,0.8099383,55,"! With regard to reception, UK implements Council Directive 2003/9/EC. This case concerns a challenge to a decision by the Secretary of State for the Home Department (""the Respondent"") as to the weekly rate of asylum support paid for child dependants of asylum seekers."
0,Asylum Definition And Assessment,4231_chunk001,35,0.80981845,56,"In fact, the State Secretary rejected as inadmissible the first asylum application and did not process it on the merits because it determined that Germany was the Member State responsible to process it, according to the Dublin III Regulation. Since the time limit to transfer the applicant to Germany..."
0,Asylum Definition And Assessment,914_chunk001,223,0.809808,57,The Migration Court of Appeal assessed whether the applicant had acted under duress and held that this was not the case as the applicant had benefitted from three permits and always came back to the place of employment. The applicant chose to flee...
0,Asylum Definition And Assessment,196_chunk001,473,0.80922943,58,"Based on Chapter III of the Dublin III Regulation, the Office of the Refugee Applications Commissioner determined that the United Kingdom was responsible to assess applicant's applications. At this point, the..."
0,Asylum Definition And Assessment,209_chunk000,502,0.80881035,59,"In this case, the applicant applied for asylum in his city of residence, Ceuta, and his application was admitted. At that point the Spanish authorities issued him the corresponding identity document valid for the entire national territory and until the resolution of his asylum application."
0,Asylum Definition And Assessment,547_chunk000,372,0.80767,60,"In response to a legal remedy filed against the Federal Office for Immigration and Asylum, the Supreme Administrative Court ruled that, in accordance with Art 13 para 1 of the Dublin III Regulation (604/2013), the Member State whose border an individual applying for international protection had crossed irregularly is responsible for examining that application (ruling in case Ra 2017/19/0169-9 of 5"
0,Asylum Definition And Assessment,972_chunk000,192,0.8076463,61,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,Asylum Definition And Assessment,984_chunk000,289,0.8076463,62,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,Asylum Definition And Assessment,985_chunk000,284,0.8076463,63,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,Asylum Definition And Assessment,997_chunk000,186,0.8076463,64,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,Asylum Definition And Assessment,990_chunk000,272,0.8076463,65,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,Asylum Definition And Assessment,987_chunk000,282,0.8076463,66,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,Asylum Definition And Assessment,979_chunk000,184,0.8076463,67,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,Asylum Definition And Assessment,986_chunk000,280,0.8076463,68,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,Asylum Definition And Assessment,989_chunk000,270,0.8076463,69,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,Asylum Definition And Assessment,994_chunk000,242,0.8076463,70,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,Asylum Definition And Assessment,995_chunk000,238,0.8076463,71,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,Asylum Definition And Assessment,998_chunk000,218,0.8076463,72,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,Asylum Definition And Assessment,983_chunk000,216,0.8076463,73,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,Asylum Definition And Assessment,988_chunk000,268,0.8076463,74,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
0,Asylum Definition And Assessment,925_chunk000,226,0.80746305,75,"Healthy refugees who are fit for work are not currently exposed to a ""real risk"" of inhuman or degrading treatment in Bulgaria within the meaning of Article 4 of the Charter of Fundamental Rights of the European Union, either at the time of their return, during the asylum procedure, or indeed after the presumed granting of international protection, irrespective of their wishes and personal choices"
0,Asylum Definition And Assessment,200_chunk000,428,0.8069433,76,"The applicants, a woman and her three children, were nationals of Pakistan who applied for asylum in the State. They had lived in the UK with the first applicant's husband whom the first named applicant claimed had been violently abusive towards her and the children."
0,Asylum Definition And Assessment,197_chunk000,482,0.8069433,77,"The applicants, a woman and her three children, were nationals of Pakistan who applied for asylum in the State. They had lived in the UK with the first applicant's husband whom the first named applicant claimed had been violently abusive towards her and the children."
0,Asylum Definition And Assessment,142_chunk001,585,0.8068718,78,The individual facts of each case should be considered to determine whether detention will cause a particular individual in his particular circumstances to suffer treatment contrary to Article 3. In view of...
0,Asylum Definition And Assessment,3406_chunk001,79,0.806871,79,"The Federal Office for Migration and Refugees (BAMF) confirmed a Eurodac hit with regard to Croatia, where the applicants also applied for asylum.

The applicants argued that in Croatia they were receiving..."
0,Asylum Definition And Assessment,914_chunk000,222,0.8061675,80,A. applied for asylum in Sweden in April 2015. The application was rejected and the applicant excluded from asylum for having committed crimes against humanity while working as a guard in Eritrea. An expulsion order had also been issued.
0,Asylum Definition And Assessment,980_chunk000,160,0.8055968,81,"According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:

In these judgments (no. 230.067 and no. 230.068) the Council states that the principle of ""family unity"" does not give rise to a right to..."
0,Asylum Definition And Assessment,5890_chunk000,6,0.8055097,82,"Six Iraqi nationals, a family of two parents and their four minor children, entered the Hungarian transit zone bordering Serbia on 10 July 2018 and submitted an asylum application. On the same day, the asylum authority designated the transit zone in Tompa as the applicants' place of stay."
0,Asylum Definition And Assessment,633_chunk000,357,0.8053186,83,"The legal question concerned a situation in which the applicant (a third country national) claimed asylum based on events that had happened in another EU MS in which the applicant had lived and towards which the Dublin Regulation was applicable. In the current case, a Nigerian national claimed she was in danger of persecution and serious harm in Spain due to her ex-husband."
0,Asylum Definition And Assessment,145_chunk000,439,0.8052953,84,"The Administrative Court confirmed the Administrative Tribunal's ruling that there was a situation of generalized violence in Afghanistan leading to the grant of subsidiary protection to the asylum seeker. The Ministry of Foreign and European Affairs had appealed the Administrative Tribunal fearing a pull factor.

..."
0,Asylum Definition And Assessment,937_chunk001,164,0.80501413,85,A decision moratorium means that the period within which asylum applications from Libyan foreign nationals must be processed by the state secretary is extended. This decision is important for all...
0,Asylum Definition And Assessment,573_chunk001,360,0.8046913,86,"By judgment of 7 August 2017, the court dismissed the appeal lodged by the alien, in so far as it was directed against the rejection of the asylum application, as inadmissible, and dismissed his..."
0,Asylum Definition And Assessment,937_chunk000,163,0.8043553,87,"By decision of 26 July 2019, the State Secretary for Justice and Security established a so-called decision and departure moratorium for asylum seekers from Libya (Government Gazette 26 July 2019, no. 40679). This ruling is about a decision to establish a decision moratorium for Libya."
0,Asylum Definition And Assessment,645_chunk000,325,0.8042933,88,"As per CNDA press release: When the ECtHR concludes that there is a real risk of inhuman or degrading treatment if returned to the country of origin, the CNDA is obliged not only to consider as admissible a request for review by the person concerned but also to grant him at least the benefit of subsidiary protection within the meaning of Article L. 712-1 (b) of the CESEDA."
0,Asylum Definition And Assessment,4036_chunk000,38,0.8039808,89,The case concerned an application for asylum submitted by an applicant from Iraq and for which the Finnish Immigration Service considered that he had a well-founded fear of persecution based on religious grounds but excluded him from protection for alleged commission of a serious non-political crime.
0,Asylum Definition And Assessment,550_chunk001,368,0.8038742,90,"The Federal Administrative Court subsequently denied the complaint, whereupon the asylum seeker lodged a complaint against detention. The court proceedings dealing with the individual's detention addressed the question of..."
0,Asylum Definition And Assessment,944_chunk000,266,0.8036406,91,"The Council of State decides on this case following the CJEU Judgment on the request for a preliminary ruling (C-180/17) originated in this regard.

Dutch law does not provide for automatic suspensive effect in asylum cases before the Council of State. Suspensive effect only applies to proceedings at the district court. This means that..."
0,Asylum Definition And Assessment,130_chunk000,468,0.8035753,92,The Council ruled that to be able to transfer an applicant to another member state the administrative authority must obtain the consent of the State responsible for examining the asylum application before it can take a decision to transfer the asylum seeker to that State.
0,Asylum Definition And Assessment,928_chunk000,205,0.80335474,93,Returning Syrian asylum seekers who have withdrawn from compulsory military service in Syria by traveling abroad are currently not likely to face political persecution by the Syrian state because of an at least anti-regime attitude attributed to them.
0,Asylum Definition And Assessment,913_chunk001,179,0.80319214,94,"The Swedish Migration Court of Appeal referred to Article 15 (5) and (6) of the Return Directive as well as to the relevant provisions of the Swedish law and it held that within the same enforcement of a removal decision, an applicant can be held in detention for a maximum of..."
0,Asylum Definition And Assessment,3409_chunk000,108,0.8031781,95,"The applicant contested a Dublin transfer to Lithuania, which was determined by the Federal Office for Migration and Refugees (BAMF) as the state responsible for the examination of the application based on Article 18(1)(b) of the Dublin III Regulation, as the applicant, according to documents submitted, applied for asylum in Lithuania."
0,Asylum Definition And Assessment,4231_chunk000,34,0.8031541,96,"The case concerned the question whether the State Secretary had correctly established the date from which the applicant benefits of asylum, how to establish the date of application."
0,Asylum Definition And Assessment,564_chunk000,353,0.8019865,97,"By decision of 13 July 2016, the State Secretary declared an application from the foreign national to grant him a temporary asylum residence permit inadmissible."
0,Asylum Definition And Assessment,583_chunk000,340,0.80191624,98,Two related cases involved applicants applying for asylum on the basis of claiming persecution because of their sexual orientation. The applicants submited that the correct standard of proof required should be a reasonable degree of likelihood.
0,Asylum Definition And Assessment,121_chunk001,527,0.8018749,99,"Her brother was given refugee status and his family (spouse and children) the extension of the protection given to him (extension of the refugee status), while his sister was rejected based on the fact that the dependency criteria were not met according to art. 40.1.d. The National High Court interprets the dependency criteria and..."
1,Credibility Assessment Definition,57_chunk001,411,0.80250365,0,The Refugee Appeals Tribunal made adverse credibility findings based on matters that had not been put to the applicant and concluded that cumulatively the applicant had not proved that she was a refugee. The applicant challenged the decision by way of judicial review. The High Court...
1,Credibility Assessment Definition,1086_chunk001,235,0.78136444,1,"Specifically, the assessment consisted of an initial observation by two officers from the Aliens Police, Identification and Human Trafficking Department (AVIM) on 22 January 2018, recorded in an official report, and a subsequent..."
1,Credibility Assessment Definition,972_chunk001,193,0.7774577,2,"Inter alia, the applicant challenged the incorrect legal assessment of the genuineness of his conversion, while mainly reprehending the non-application of the ‘benefit of doubt' principle, insufficient verification of his faith resulting from the fact that only one interview was carried out, during which the defendant failed to focus to a sufficient..."
1,Credibility Assessment Definition,2511_chunk000,140,0.77089083,3,"The Federal Administrative Court allowed an appeal on points of law in order to clarify the  requirements for the assessment of a 'strong presumption' (European Union, Court of Justice of the European Union [CJEU], EZ v Bundesrepublik Deutschland (Federal Republic of Germany), C-238/19, ECLI:EU:C:2020:945, 19 November 2020 - paragraph 57) for a link between the refusal of military service..."
1,Credibility Assessment Definition,151_chunk001,403,0.768049,4,"None of them possessed documentary evidence supporting their claimed ages and were referred for medical age assessments consisting of an X-ray of the left hand and wrist and a dental X-ray (Liversidge and Haavikko methods).

Following the assessments, in..."
1,Credibility Assessment Definition,964_chunk001,221,0.76635563,5,"The line of reasoning of the defendant who claims that the plaintiff had a legal representative present during the hearing who, unlike the plaintiff, is well versed in the law, could not hold, since the examination of the asylum seeker in the court proceedings represents one of the most important..."
1,Credibility Assessment Definition,3231_chunk001,127,0.7662945,6,"Finally, it stated that if bone examinations contravene such records and assessments, creating a doubt concerning the applicant's minority, then the applicant should be given the..."
1,Credibility Assessment Definition,984_chunk001,290,0.7658268,7,"The Council ruled that, indeed, the burden of the proof on whether an applicant has been granted an international protection in another MS or not lies on the CGRS, nonetheless, this proof being made, it is up to the applicant to provide evidence when he challenges the actuality or the effectiveness of his protection.Also, the question whether the applicant may be readmit by..."
1,Credibility Assessment Definition,3231_chunk000,126,0.763464,8,"In January 2022, the Cassation Court of France ruled that a bone examination was insufficient to confirm the applicant's majority. The court specified that, for such examinations to be considered conclusive, they should be corroborated by civil status records and social assessments."
1,Credibility Assessment Definition,3240_chunk001,99,0.7633198,9,"- the State Secretariat for Migration (SEM) and the Federal Administrative Court (TAF), in both first and second instance procedures, have based their decisions to reject the application for international protection on claims that the applicant's testimony lacked credibility and that the authenticity of the documents he presented was..."
1,Credibility Assessment Definition,178_chunk001,461,0.76243436,10,"The guidance was designed to ensure that such persons had an effective right of access to the tribunal and a voice in the proceedings, and that their claims were fairly determined...."
1,Credibility Assessment Definition,978_chunk001,208,0.76050496,11,The Court of Cassation is of the opinion that in the plaintiff's case defining conceptual elements of a social group were not accomplished as stipulated in the provision of Art. 19a par. 4 (c) of the Act on Asylum. Performance of a work activity by a plaintiff or his education and qualifications do not...
1,Credibility Assessment Definition,196_chunk001,473,0.7604233,12,"Based on Chapter III of the Dublin III Regulation, the Office of the Refugee Applications Commissioner determined that the United Kingdom was responsible to assess applicant's applications. At this point, the..."
1,Credibility Assessment Definition,4037_chunk001,49,0.75670207,13,"The application was rejected based on a written opinion of the State Agency for National Security (SANS), which concluded that the applicant constitutes a threat to national security and should not be granted protection in Bulgaria. The Administrative Court of Sofia city validated the negative decision, and the applicant..."
1,Credibility Assessment Definition,4729_chunk001,25,0.7563368,14,"By decision of 23 December 2021, his request was rejected as unfounded on the ground that his statements lacked credibility and was ordered to leave the territory within 30 days. He appealed the decision, and the appeal was dismissed..."
1,Credibility Assessment Definition,582_chunk000,291,0.7548703,15,The High Court refused an application for judicial review by the applicant of a decision refusing him subsidiary protection. The national decision maker did not find the applicant's assertions that he was “not mentally ok” to be credible.
1,Credibility Assessment Definition,175_chunk000,470,0.75439256,16,The Upper Tribunal Ruled that: i) There is no general duty of inquiry upon the examiner to authenticate documents produced in support of a protection claim. There may be exceptional situations when a document can be authenticated by a simple process of inquiry which will conclusively resolve the authenticity and reliability of a document.
1,Credibility Assessment Definition,176_chunk000,528,0.7543814,17,"The Upper Tribunal ruled that: I) The question of whether the Secretary of State has made a decision on the exercise of the discretionary power in Article 17 of the Dublin Regulation is one of fact which will be determined on the basis of evidence, direct or inferential. (II) Article 17 is an integral part of the Dublin regime."
1,Credibility Assessment Definition,583_chunk001,341,0.75360715,18,"The point raised was not adequately or properly pleaded and failed to specify whether the appropriate standard derived from EU law, international law or domestic law. The applicants also gave no legal basis for the test contended for; there was no..."
1,Credibility Assessment Definition,996_chunk001,191,0.7535216,19,...
1,Credibility Assessment Definition,61_chunk001,559,0.7535216,20,...
1,Credibility Assessment Definition,643_chunk000,388,0.7519314,21,As per the published press release: The Council of State validates the criteria to be met by a new asylum application to be admissible.
1,Credibility Assessment Definition,643_chunk001,389,0.7513795,22,"Article L.723-16 of the CESEDA makes the admissibility of a request for reconsideration of an asylum application subject, on the one hand, to the presentation of new facts which have occurred or revealed after the rejection of the previous application or new evidence and, secondly, the finding that their probative value is capable of modifying the..."
1,Credibility Assessment Definition,974_chunk001,181,0.7495674,23,A situation when legal consequences of a contested decision of the regional court represented a threat of serious harm and the granting of suspensive effect is not contrary to public interest is a fundamental and unavoidable condition that has to be met in order for the Court of Cassation to grant suspensive effect of a...
1,Credibility Assessment Definition,43_chunk001,548,0.74937516,24,The administrative authority then concluded that the applicant “constitutes a danger to...
1,Credibility Assessment Definition,995_chunk001,239,0.7489412,25,"Persons from the West Bank can claim to have legitimate fears with regard to Israel, which is not a third State vis-a-vis the West Bank. In this case, the CNDA had rejected the appeal of an applicant from the West Bank after having ruled that he came exclusively under the jurisdiction of the Palestinian Authority. Yet the Council of State..."
1,Credibility Assessment Definition,175_chunk001,471,0.74875915,26,"(ii) There is a general duty of confidentiality during the process of examining a protection claim, including appellate and judicial review proceedings. If..."
1,Credibility Assessment Definition,934_chunk000,154,0.74721617,27,"The Division is of the opinion that there are reasons to assume that the situation in Afghanistan for Hazara is now less safe than in the past. The information now available shows that, for all kinds of reasons, Hazara could have problems with different combating groups in Afghanistan."
1,Credibility Assessment Definition,141_chunk001,512,0.74701196,28,"Second, the High Court concurred with the SSHD that confidentiality is a vital element for the working of the asylum system and the fulfilment of obligations under the Refugee Convention, the EU Qualification Directive and the European Convention on Human Rights (ECHR). The disclosure of information revealed during the asylum..."
1,Credibility Assessment Definition,654_chunk001,352,0.74622995,29,"The examination concluded that the applicant was 18 years old, with a standard deviation of 6 months, meaning that..."
1,Credibility Assessment Definition,201_chunk001,423,0.7460251,30,"It was submitted on behalf of the applicant that a family could be a social group, and that the Tribunal had failed to assess whether..."
1,Credibility Assessment Definition,938_chunk001,200,0.74584514,31,"The foreign national argues that the objectivity of decision-making is at stake and that the state secretary has acted in violation of the so-called four-eyes principle.

According to the..."
1,Credibility Assessment Definition,506_chunk001,387,0.7457142,32,"He claimed to therefore qualify to obtain an ipso facto refugee declaration under the 1951 Convention relating to the Status of Refugees (Geneva Convention).

The Migration Court of Appeal relied on the CJEU jurisprudence,..."
