qid,query,docno,text,rank,score
103,health notifications and claimant status,ukra20266_chunk020,"Both reports also underline that mental health services are limited, and that psychological conditions arising from stress, isolation and overcrowding are not adequately addressed in many facilities.",10,-13.825605392456056
103,health notifications and claimant status,dub-bulg20261_chunk032,"However, the report found all other aspects of health-care provision unsatisfactory with medical screening on arrival perfunctory at best, and frequently factually inaccurate, with virtually all screening forms containing absolutely identical data on pulse, blood pressure and temperature.",11,-13.876601219177246
103,health notifications and claimant status,keny20262_chunk000,"Nævnet meddelte i juli 2026 opholdstilladelse (K-status) til en kvindelig statsborger fra Kenya. Det fremgår af sagen, at ansøgeren indrejste i 2024. Ansøgeren blev i 2025 idømt 30 dages betinget fængsel for vold eller trussel om vold mod nogen i offentlig tjeneste. Ansøgeren blev ligeledes udvist af Danmark med et indrejseforbud i 6 år.",12,-13.883753776550291
103,health notifications and claimant status,ugan20263_chunk000,"Nævnet meddelte i februar 2026 opholdstilladelse (K-status) til en mand fra Uganda. Indrejst i 2024. Flygtningenævnet udtalte: ”Ansøgeren er etnisk muganda og ikkereligiøs fra [by A], Uganda. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",13,-13.920493125915527
103,health notifications and claimant status,ugan202610_chunk000,"Nævnet meddelte i april 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Uganda. Indrejst i 2024. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk tooro og kristen af trosretning fra [by], Uganda. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",14,-13.928290367126465
103,health notifications and claimant status,syri20263_chunk000,"Nævnet meddelte i marts 2026 opholdstilladelse (K-status) til en kvindelig statsborger fra Syrien. Indrejst i 2019. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk kurder og sunnimuslim fra Syrien. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",15,-13.937524795532228
103,health notifications and claimant status,ugan202612_chunk000,"Nævnet meddelte i april 2026 opholdstilladelse K-status til en mandlig statsborger fra Uganda. Indrejst i 2024. Flygtningenævnet udtalte:
”Ansøgeren er etnisk [etnicitet] og kristen under [særlig kristen bevægelse] fra [by], Uganda. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",16,-13.94780731201172
103,health notifications and claimant status,syri20261_chunk000,"Nævnet meddelte i marts opholdstilladelse (B-status) til en kvindelig statsborger fra Syrien. Sagen er sambehandlet med Syri/2026/2/flfr. Indrejst i 2015. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk araber og sunnimuslim fra Syrien. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer.",17,-13.951623916625977
103,health notifications and claimant status,dub-bulg20261_chunk012,"Flygtningenævnets afgørelse var, at klageren kunne overføres til Bulgarien efter forudgående indhentelse af en individuel garanti. Flygtningenævnet skal ved afgørelsen i den foreliggende sag vurdere de generelle forhold, klageren må forventes at blive mødt med i Bulgarien i forhold til, at han nu vil have status som afvist asylansøger.",18,-13.972289085388184
103,health notifications and claimant status,ukra20266_chunk021,"External monitoring bodies have repeatedly raised concerns regarding the insufficiency of mental health support.” Ansøgeren har under nævnsmødet fremlagt et omfattende lægeligt journalmateriale til belysning af sine helbredsmæssige forhold, herunder sit behov for psykiatrisk og/eller psykologisk behandling.",19,-14.008796691894531
103,health notifications and claimant status,irak20263_chunk000,"Nævnet meddelte i april 2026 opholdstilladelse (K-Status) til en kvindelig statsborger samt to børn fra Irak. Indrejst i 2025. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk kurder og sunni muslim fra [by], Irak. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",20,-14.014118194580078
103,health notifications and claimant status,ukra20266_chunk019,"With regard to health care, access is formally available but practically constrained by limited resources and staffing shortages. The 2024 report notes that while some institutions have on-site medical units and provide basic primary care, access to specialised medical treatment or emergency care often requires referral to external hospitals, which may be delayed due to administrative procedures.",21,-14.02188491821289
103,health notifications and claimant status,syri202620_chunk000,"Nævnet meddelte i august 2026 opholdstilladelse (B-status) til en kvindelig statsborger fra Syrien. Indrejst i 2024. Flygtningenævnet udtalte: 
Ansøgeren er etnisk araber og sunnimuslim fra Latakia, Syrien. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",22,-14.023221969604492
103,health notifications and claimant status,bulg20263_chunk021,"Thе SAR also stated that where treatment was required outside the coverage of the National Health Insurance Fund (NHIF), assistance was sought from NGOs for funding, and there were also cases where the staff from reception centers purchased medicines for children and individuals. …
Although moderate, the efforts made for the vulnerability identification resulted in a notable increase in the absol",23,-14.031310081481934
103,health notifications and claimant status,ugan20262_chunk000,"Nævnet meddelte i januar 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Uganda. Indrejst i 2023. Flygtningenævnet udtalte:
Ansøgeren er etnisk muganda og uden religiøs overbevisning fra [by], Uganda. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",24,-14.046075820922852
103,health notifications and claimant status,ugan202618_chunk000,"Nævnet meddelte i august 2026 opholdstilladelse (K-status) til en kvindelig statsborger fra Uganda. Indrejst i 2023. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk [etnicitet] og kristen fra [by], Uganda. Ansøgeren har oplyst, at hun i Uganda har været medlem af [en forening], der bl.a. støttede LGBT-personer, og at hun i Danmark har deltaget i [LGBT-relaterede arrangementer].",25,-14.046637535095217
103,health notifications and claimant status,syri20264_chunk050,"Afledt status og konsekvensstatus[:] Flygtningenævnet finder, at der ikke er noget grundlag for – med henblik på at iagttage hensynet til familiens enhed – at meddele ansøgerne opholdstilladelse som konsekvens af deres herboende sønners opholdstilladelse i Danmark.",26,-14.054193496704102
103,health notifications and claimant status,dub-bulg20261_chunk025,"If, however, the Dublin returnee is among those, whose asylum procedures ended prior their return to Bulgaria with a refusal in absentia on the merits (substance), they are treated as irregular migrants with no access to the labour market, health care system or any other services that require legal residence and an identity document.",27,-14.055591583251951
103,health notifications and claimant status,afgh202649_chunk000,"Nævnet meddelte i april 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Afghanistan. Ansøgeren er mindreårig. Indrejst i 2025. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk usbeker og sunnimuslim fra [by], [distrikt], [provins], Afghanistan. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",28,-14.059109687805176
103,health notifications and claimant status,land20261_chunk000,"Nævnet meddelte i januar 2026 opholdstilladelse (K-status) til en mand. Indrejst i 2015 og oprindeligt meddelt opholdstilladelse efter udlændingelovens § 7, stk. 1. Klageren blev i 2024 idømt fængsel i 3 år for overtrædelse af straffelovens § 245, stk. 1, jf. § 246 samt udvist af Danmark med indrejseforbud for bestandigt.",29,-14.067413330078123
103,health notifications and claimant status,erit20268_chunk000,"Nævnet meddelte i april 2026 opholdstilladelse (K-status) til en kvindelig statsborger fra Eritrea. Ansøgeren er mindreårig. Sagen er sambehandlet med Erit/2026/5/AALK, Erit/2026/6/AALK og Erit/2026/7/AALK. Indrejst i 2024. Flygtningenævnet udtalte:
”Ansøgeren er etnisk [etnicitet] og [trosretning]. Ansøgeren er født [i efteråret] [2014-2017] i Danmark.",30,-14.092134475708008
103,health notifications and claimant status,dub-bulg20261_chunk036,"In addition, the lack of interpretation between detained migrants and doctors, feldshers, nurses and psychologists limited severely the possibilities to provide any proper medical or psychological assistance. Nutrition is poor, no special diets are provided to children or pregnant women. Health care is a major issue as not all detention centres have medical staff appointed on a daily basis.",31,-14.136842727661133
103,health notifications and claimant status,paki20262_chunk000,"Nævnet meddelte i februar 2026 opholdstilladelse (K-status) til en kvindelig statsborger fra Pakistan. Ansøgeren søgte asyl i 2024. Flygtningenævnet udtalte:
”Ansøgeren har oplyst, at hun er født og opvokset i {by], Pakistan, og at hun er etnisk pakistaner og sunni-muslim af trosretning. Hun tilhører Bhatti-kasten.",32,-14.141545295715332
103,health notifications and claimant status,soma20266_chunk011,"Det bemærkes i den forbindelse, at klageren efter oplysningerne i sagen allerede opfyldte betingelserne herfor ved Udlændingestyrelsens afgørelse om forlængelse af [foråret 2023], som der blev klaget over [i vinteren 2023/2024] med påstand om statusændring.” Soma/2026/6/MSI",33,-14.164514541625977
103,health notifications and claimant status,ugan202614_chunk000,"Nævnet meddelte i maj 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Uganda. Indrejst i 2023. Flygtningenævnet udtalte:
Ansøgeren er etnisk muganda og muslim fra [distrikt] i [by], Uganda. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",34,-14.180709838867188
103,health notifications and claimant status,erit20266_chunk000,"Nævnet meddelte i april 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Eritrea. Ansøgeren er mindreårig. Sagen er sambehandlet med Erit/2026/5/AALK, Erit/2026/7/AALK og Erit/2026/8/AALK. Indrejst i 2024.Flygtningenævnet udtalte:”Ansøgeren er etnisk [etnicitet]og [trosretning]. Ansøgeren er født [i foråret] [2015-2018] i [europæisk land].",35,-14.184978485107422
103,health notifications and claimant status,ugan202620_chunk000,"Nævnet meddelte i august 2026 opholdstilladelse K-status til en mandlig statsborger fra Uganda. Indrejst i 2024. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk muganda og kristen fra [by A], Uganda. Ansøgeren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",36,-14.187444686889648
103,health notifications and claimant status,erit20265_chunk000,"Nævnet meddelte i april 2026 opholdstilladelse (K-status) til en kvindelig statsborger fra Eritrea. Sagen er sambehandlet med Erit/2026/6/AALK, Erit/2026/7/AALK og Erit/2026/8/AALK. Indrejst i 2024. Genoptaget sag. Flygtningenævnet udtalte:
”Ansøgeren er etnisk [etnicitet], [trosretning] og født i byen [by], [andet afrikansk land].",37,-14.207867622375488
103,health notifications and claimant status,afgh202645_chunk004,"Ansøgerens mor og søster har nu opnået opholdstilladelse i medfør af udlændingelovens § 7, stk. 1. På denne baggrund, og henset til grundlaget for, at ansøgeren i februar 2023 blev meddelt opholdstilladelse efter udlændingelovens § 7, stk. 2, bør der ske statusændring for ansøgeren som afledt konsekvens heraf.",38,-14.228229522705078
103,health notifications and claimant status,ugan202621_chunk000,"Nævnet meddelte i august 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Uganda. Indrejst i 2024. Flygtningenævnet udtalte: 
Ansøgeren er etnisk muganda og kristen fra [by] i [region], Uganda. Ansøgeren har siden starten af 2024 været medlem af [politisk parti].",39,-14.228864669799805
103,health notifications and claimant status,erit20267_chunk000,"Nævnet meddelte i april 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Eritrea. Ansøgeren er mindreårig. Sagen er sambehandlet med Erit/2026/5/AALK, Erit/2026/6/AALK og Erit/2026/8/AALK. Indrejst i 2024. Flygtningenævnet udtalte:
”Ansøgeren er etnisk [etnicitet] og [trosretning]. Ansøgeren er født [i sommeren] [2022-2025] i [europæisk land].",40,-14.238737106323242
103,health notifications and claimant status,irak20265_chunk000,"Nævnet stadfæstede i juni 2026 Udlændingestyrelsens afgørelse i en sag om statusændring vedrørende en kvindelig statsborger fra Irak. Indrejst i 2015. Flygtningenævnet udtalte: 
”Klageren er etnisk araber og sunnimuslim fra Irak. Klageren har ikke været medlem af politiske eller religiøse foreninger eller organisationer eller i øvrigt været politisk aktiv.",41,-14.248591423034668
103,health notifications and claimant status,stat202610_chunk018,"De generelle forhold i sundhedsvæsenet i Libanon er desuden beskrevet i ACAPS (Assessment Capacities Project), The effect on the socioeconomic crisis on health care, 19. oktober 2023, WHO, Public Health Situation Analysis, 9. oktober 2024 og om adgangen for statsløse palæstinensere til lægebehandling og medicin ved UNRWA i Libanon i lyset af den skærpede sikkerhedssituation i landet, jf. herved ”U",42,-14.258865356445312
103,health notifications and claimant status,syri20266_chunk000,Nævnet meddelte i marts 2026 opholdstilladelse (B-status) til en kvindelig statsborger samt to mindreårige børn fra Syrien. Sagen er sambehandlet med Syri/2026/7/Sael. Indrejst i 2015.,43,-14.27252197265625
103,health notifications and claimant status,dub-bulg20261_chunk031,"In 2024 report with regard to health-care services at both detention centres in Busmantsi and Lyubimets, ECPT found the only positive aspects to have been the 24/7 health-care staff coverage and an improved in comparison with, access to outside consultations, including dental care and hospitalisations.",44,-14.276308059692385
103,health notifications and claimant status,dub-nede20265_chunk016,"Problems with healthcare accessibility exist in almost half of the (crisis) shelters. Additionally, the majority of the (crisis) shelters are detrimental to children, who experience a decline in health and weight loss due to a lack of activities, safe play areas, and healthy food.",45,-14.281160354614258
103,health notifications and claimant status,stat20265_chunk014,"4.4, og senest UNRWA’s note ”Where We Work”, februar 2025. De generelle forhold i sundhedsvæsenet i Libanon er desuden beskrevet i ACAPS (As­sessment Capacities Project), The effect on the socioeconomic crisis on health care, den 19. oktober 2023, og WHO, Public Health Situation Analysis, den 9. oktober 2024.",46,-14.284080505371094
103,health notifications and claimant status,dub-nede20263_chunk018,"Additionally, the majority of the (crisis) shelters are detrimental to children, who experience a decline in health and weight loss due to a lack of activities, safe play areas, and healthy food.",47,-14.2964448928833
103,health notifications and claimant status,dub-nede20262_chunk018,"Additionally, the majority of the (crisis) shelters are detrimental to children, who experience a decline in health and weight loss due to a lack of activities, safe play areas, and healthy food.",48,-14.2964448928833
103,health notifications and claimant status,dub-nede20261_chunk015,"Additionally, the majority of the (crisis) shelters are detrimental to children, who experience a decline in health and weight loss due to a lack of activities, safe play areas, and healthy food.",49,-14.2964448928833
103,health notifications and claimant status,dub-nede20264_chunk016,"Additionally, the majority of the (crisis) shelters are detrimental to children, who experience a decline in health and weight loss due to a lack of activities, safe play areas, and healthy food.",50,-14.330326080322266
103,health notifications and claimant status,dub-bulg20261_chunk023,"f funding for repairs and refurbishment, which is why in practice only 3,125309 out of 5,160 official accommodation places were assessed as fit for living (3,225 in 2024; 3,592 in 2023; 3,932 in 2022). …
Although the access to the national health care system is automatically reinstated after the Dublin return, the national health care package is generally scarce and does not provide for any tailo",51,-14.34019660949707
103,health notifications and claimant status,afgh202618_chunk000,"Nævnet meddelte i august 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Afghanistan. Indrejst i 2010. Genoptaget sag.Flygtningenævnet udtalte: 
”Ansøgeren er etnisk tadjik og muslim af trosretning fra [by A], Afghanistan. Ansøgeren er opvokset i Kabul, til han var [0-3] år gammel, hvorefter familien udrejste til Iran, hvor de boede i [tre-fem] år.",52,-14.344528198242188
103,health notifications and claimant status,rusl202614_chunk000,"Nævnet meddelte i april 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Rusland. Indrejst i 2022. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk russer og ateist fra [by], Rusland.",53,-14.345587730407717
103,health notifications and claimant status,ukra202610_chunk011,"For men aged 25 and above, issues may additionally arise regarding potential liability for evasion of mobilisation, depending on their status in the military registration system.” I Landinfos rapport ”Temanotat. Ukraina.",54,-14.351332664489746
103,health notifications and claimant status,stat20265_chunk016,"Det frem­­går endvidere af rapporten ”Access and Barriers to Mental Health Care for Pale­sti­nian Refugees in Lebanon (PRL)” fra 2024, at UNRWA sigter mod at have 7 typer af basale psykofarmaka til rådighed gratis i deres klinikker baseret på en liste fra WHO om den mest essentielle, nødvendige medicin. Nogle patienter har brug for mere avan­ceret medicin end disse 7.",55,-14.361234664916992
103,health notifications and claimant status,afgh202617_chunk000,"Nævnet meddelte i august 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Afghanistan. Indrejst i 2011. Genoptaget sag. Flygtningenævnet udtalte: 
”Ansøgeren er født i [land A], er etnisk hazara og shiamuslim, og hans forældre stammer fra [by A], Afghanistan.",56,-14.372931480407717
103,health notifications and claimant status,syri20262_chunk037,"In addition to their individual sectarian background and specific region, women face different challenges depending on their civil status. The situation of single, widowed, or divorced women has not changed or improved under the new government; they continue to face the same difficulties regarding employment, transport, housing, protection, and access to official documents.",57,-14.407161712646484
103,health notifications and claimant status,syri20266_chunk037,"In addition to their individual sectarian background and specific region, women face different challenges depending on their civil status. The situation of single, widowed, or divorced women has not changed or improved under the new government; they continue to face the same difficulties regarding employment, transport, housing, protection, and access to official documents.",58,-14.407161712646484
103,health notifications and claimant status,syri20267_chunk037,"In addition to their individual sectarian background and specific region, women face different challenges depending on their civil status. The situation of single, widowed, or divorced women has not changed or improved under the new government; they continue to face the same difficulties regarding employment, transport, housing, protection, and access to official documents.",59,-14.407161712646484
103,health notifications and claimant status,dub-bulg20261_chunk027,"In the few cases when the returnees are not detained after their arrival, usually – due to administrative or institutional entanglements, they may face homelessness and destitution because of their irregular status in Bulgaria and the lack of valid residence and/or identity documents.",60,-14.41575050354004
103,health notifications and claimant status,land20263_chunk000,"Nævnet meddelte i februar 2026 opholdstilladelse (K-status) til en mandlig statsborger fra [et MENA-land]. Indrejst i 2022. Ansøgeren blev i 2022 idømt fængsel i 60 dage for overtrædelse af lov om euforiserende stoffer samt udvist af Danmark med indrejseforbud i 6 år. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk araber og muslim fra [by], [MENA-land].",61,-14.449098587036133
103,health notifications and claimant status,syri20267_chunk000,Nævnet meddelte i marts 2026 opholdstilladelse (B-status) til en kvindelig statsborger fra Syrien. Sagen er sambehandlet med Syri/2026/6/Sael. Indrejst i 2015.,62,-14.463881492614746
103,health notifications and claimant status,rusl202627_chunk000,"Nævnet meddelte i juli 2026 opholdstilladelse (K-status) til et ægtepar samt et mindreårigt barn fra Rusland. Indrejst i 2023. Flygtningenævnet udtalte:
Den mandlige ansøger er etnisk tjetjener og sunnimuslim født i [by A], [land]. Ansøgeren har kort tid efter, at han blev født og indtil sin udrejse af Rusland, boet i [by B], Tjetjenien, Rusland.",63,-14.466901779174805
103,health notifications and claimant status,myan20261_chunk000,"Nævnet meddelte i marts 2026 opholdstilladelse (K-status) til en kvindelig statsborger fra Myanmar. Indrejst i 2017. Sagen blev behandlet på formandskompetence. Genoptaget sag. Flygtningenævnet udtalte: 
Ved skriftlig henvendelse af [foråret]2026 har Udlændingestyrelsen indstillet, at ansøgeren med¬-deles opholdstilladelse i henhold til udlændingelovens § 7, stk. 1.",64,-14.48597240447998
103,health notifications and claimant status,ugan20268_chunk000,"Nævnet meddelte i marts 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Uganda. Indrejst i 2024. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk muganda og kristen af trosretning fra [by A] i [distrikt], Uganda. Ansøgeren er født i [by B] og opvokset i [by C] og har også boet i [forstad A] og [by D].",65,-14.515378952026367
103,health notifications and claimant status,erit20263_chunk000,"Nævnet meddelte i februar 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Eritrea. Indrejst i 1994 og oprindeligt meddelt opholdstilladelse efter udlændingelovens § 7, stk. 1. Klageren er ved flere domme vedrørende samme type kriminalitet idømt fængsel og udvist af Danmark. Klageren blev senest i 2024 idømt fængsel i 6 måneder for overtrædelse af bl.a. straffelovens § 123, stk.",66,-14.517481803894045
103,health notifications and claimant status,afgh20267_chunk024,"1, må anses for opstået efter dette tidspunkt, meddeles ansøgeren opholdstilladelse efter udlændingelovens § 7, stk. 1 som konsekvens af ægtefællens status.” Afgh/2026/7/CARA",67,-14.524744033813477
103,health notifications and claimant status,afgh20267_chunk000,"Nævnet meddelte i maj 2026 opholdstilladelse (K-status) til en mandlig statsborger fra Afghanistan. Indrejst i 2011. Genoptaget sag. Flygtningenævnet udtalte: 
”Ansøgeren er etnisk pashtun og muslim af trosretning fra landsbyen [landsby]i Herat-provinsen, Afghanistan.",68,-14.53526496887207
103,health notifications and claimant status,soma20266_chunk000,"Nævnet ændrede i april 2026 Udlændingestyrelsens afgørelse i en sag om statusændring vedrørende en mandlig statsborger fra Somalia, således at vedkommende blev meddelt opholdstilladelse jf. udlændingelovens § 7, stk. 1. Indrejst i 2012. Flygtningenævnet udtalte:
”Klageren er etnisk somali og sunnimuslim af trosretning. Klageren er født i [afrikansk land] og klagerens mor er fra [by], Somalia.",69,-14.575639724731444
103,health notifications and claimant status,syri20263_chunk006,"Women[:] In March 2025, President Ahmed al-Sharaa signed a constitutional declaration that includes Article 21 on women’s rights. Article 21 states that the Syrian state shall uphold women’s social status, protect their dignity, and support their role within both the family and society.",70,-14.5859956741333
103,health notifications and claimant status,syri20262_chunk011,"Women[:] In March 2025, President Ahmed al-Sharaa signed a constitutional declaration that includes Article 21 on women’s rights. Article 21 states that the Syrian state shall uphold women’s social status, protect their dignity, and support their role within both the family and society.",71,-14.5859956741333
103,health notifications and claimant status,ukra20266_chunk017,"Af Udlændingestyrelsens rapport udgivet i marts 2026 (Country of origin information (COI) Thematic COI Report, Ukraine, Return and mobilization) fremgår blandt andet: “4.2.2 Nutrition and health care Sources quoted in the DIS reports consistently identified deficiencies in nutrition and health care within Ukrainian detention facilities.",72,-14.58617115020752
103,health notifications and claimant status,syri20261_chunk009,"Article 21 states that the Syrian state shall uphold women’s social status, protect their dignity, and support their role within both the family and society. It guarantees their rights to education and employment, as well as the protection of their social, economic, and political rights. The article also commits to safeguarding women from all forms of oppression, injustice, and violence.",73,-14.591299057006836
103,health notifications and claimant status,syri20266_chunk012,"Article 21 states that the Syrian state shall uphold women’s social status, protect their dignity, and support their role within both the family and society. It guarantees their rights to education and employment, as well as the protection of their social, economic, and political rights. The article also commits to safeguarding women from all forms of oppression, injustice, and violence.",74,-14.591299057006836
103,health notifications and claimant status,syri20267_chunk012,"Article 21 states that the Syrian state shall uphold women’s social status, protect their dignity, and support their role within both the family and society. It guarantees their rights to education and employment, as well as the protection of their social, economic, and political rights. The article also commits to safeguarding women from all forms of oppression, injustice, and violence.",75,-14.591299057006836
103,health notifications and claimant status,syri20261_chunk034,"In addition to their individual sectarian background and specific region, women face different challenges depending on their civil status. The situation of single, widowed, or divorced women has not changed or improved under the new government; they continue to face the same difficulties regarding employment, transport, housing, protection, and access to official documents.",76,-14.621997833251951
103,health notifications and claimant status,syri20263_chunk032,"In addition to their individual sectarian background and specific region, women face different challenges depending on their civil status. The situation of single, widowed, or divorced women has not changed or improved under the new government; they continue to face the same difficulties regarding employment, transport, housing, protection, and access to official documents.",77,-14.621997833251951
103,health notifications and claimant status,stat20265_chunk022,"Det fremgår endeligt af rapporten ”Access and Barriers to Mental Health Care for Palestinian Refugees in Lebanon (PRL)” (2024) udarbejdet af Dansk Flygtningehjælp og VIA University College, at UNRWA har udviklet et program (MHPSS), der er in­te­greret ind i de primære sundhedsklinikker, som beskæftiger sig med forskellige ni­veauer af tiltag ved psykisk sygdom.",78,-14.641828536987305
103,health notifications and claimant status,syri20264_chunk031,"A Kurdish activist interviewed by DIS stated that this would have been inconceivable under the former government. As regards the status of stateless and naturalised Kurds, a source stated that the current authorities have not revoked the Syrian citizenship of the Ajanib — Kurds from Hasakah who were naturalized in 2011 by the former government.",79,-14.693479537963867
103,health notifications and claimant status,stat202610_chunk016,"Statsløse palæstinenseres generelle adgang til sundhedsydelser i Libanon er beskrevet i Flygtningenævnets bagrundoplysninger, herunder i rapporten, ”Access to Health Care Services for Palastinian Refugees in Lebanon, (2024), DRC Dansk Flygtningehjælps Temarapport, Libanon, Palæstinensiske flygtninge i Libanon og adgangen til UNRWA’s ydelser, marts 2022, navnlig pkt.",80,-14.73721981048584
103,health notifications and claimant status,syri202613_chunk013,"SNHR noted that the integration agreement signed on 30 January 2026 did not alter the legal status of the Mandatory Self-Defense Duty. However, in practice, the ‘self-defence duty’ became unenforceable in Raqqa and Deir Ez-Zor governorates following their transfer to transitional government control. After January 2026 no recruitment campaigns for the ‘self-defence duty’ have been reported.",81,-14.771388053894045
103,health notifications and claimant status,stat20265_chunk013,"Statsløse palæstinenseres adgang til sundhedsydelser i Libanon er mere generelt be­skre­vet i Udlændingestyrelsen rapport, Lebanon, Access to Health Care Services for Palastinian Refugees, februar 2023, DRC Dansk Flygtningehjælps Temarapport, Li­ba­non, Palæstinensiske flygtninge i Libanon og adgangen til UNRWA’s ydelser, marts 2022, navnlig pkt.",82,-14.771768569946287
103,health notifications and claimant status,dub-bulg20261_chunk028,"This means that even, if the returnees do have financial means, their access to the labour market and most of the basic public services (health care, social support, bank services, etc.) is nearly impossible.“
I samme publikation hedder det under ”Detention of Asylum Seekers”, pkt. C.",83,-14.82823657989502
